N	2gram	Trubetskoy_1	Problema
1	то что	13	42
2	и в	14	32
3	и не	19	31
4	не есть	3	29
5	не просто	2	23
6	в этом	17	19
7	не только	9	17
8	потому что	5	16
9	по себе	2	15
10	а не	2	15
11	в виде	3	15
12	в себе	9	15
13	как бы	4	14
14	может быть	9	14
15	указывает на	2	14
16	но в	2	14
17	и тем	2	13
18	в нем	5	13
19	что в	4	12
20	том что	9	12
21	и т	3	11
22	и даже	2	11
23	о том	7	11
24	так как	4	11
25	то же	11	10
26	прежде всего	8	10
27	в этой	4	10
28	отнюдь не	7	10
29	но не	4	9
30	в том	17	9
31	это есть	2	9
32	но и	10	9
33	и что	2	9
34	так же	2	9
35	еще не	3	9
36	что же	4	9
37	того чтобы	8	9
38	в таком	2	9
39	в данном	7	9
40	на то	5	8
41	данном случае	3	8
42	не может	22	8
43	все эти	2	8
44	и о	2	8
45	и на	5	8
46	даже и	2	8
47	было бы	5	8
48	в своей	5	8
49	для того	6	8
50	но это	2	8
51	никогда не	5	7
52	ни в	2	7
53	и является	2	7
54	все это	6	7
55	того что	3	7
56	всех этих	3	7
57	что он	6	7
58	во всех	5	7
59	во всяком	9	7
60	тем что	3	7
61	только в	5	7
62	и есть	2	6
63	в конце	3	6
64	так что	2	6
65	и как	3	6
66	при этом	5	6
67	в самом	3	6
68	и если	7	6
69	таким образом	11	6
70	говорить о	3	6
71	и то	4	6
72	его в	4	6
73	в то	10	6
74	совершенно не	2	6
75	в его	4	6
76	на самом	6	6
77	самом деле	7	6
78	что такое	2	6
79	можно ли	3	5
80	в своем	6	5
81	или иной	5	5
82	для нас	2	5
83	мы уже	2	5
84	той или	3	5
85	в котором	2	5
86	мы должны	7	5
87	в сознании	3	5
88	с тем	6	5
89	то в	3	5
90	связи с	3	5
91	в других	2	5
92	именно в	3	4
93	тому что	2	4
94	точно так	2	4
95	сама по	2	4
96	не в	4	4
97	на том	3	4
98	мы говорили	3	4
99	в их	4	4
100	и только	5	4
101	не было	3	4
102	или в	3	4
103	а в	5	4
104	их в	2	4
105	конце концов	3	4
106	если бы	6	4
107	только на	2	4
108	и ни	3	4
109	даже если	2	4
110	если не	2	4
111	тем самым	2	4
112	и для	6	4
113	мы можем	2	4
114	только для	2	3
115	что это	3	3
116	в этих	2	3
117	что все	3	3
118	что они	3	3
119	более или	4	3
120	несмотря на	3	3
121	но для	2	3
122	всяком случае	6	3
123	в настоящее	2	3
124	хотя бы	5	3
125	из них	3	3
126	но она	2	3
127	для этого	3	3
128	что оно	3	3
129	именно на	2	3
130	с этим	2	3
131	точки зрения	11	3
132	настоящее время	2	3
133	с ним	2	3
134	помнить что	2	3
135	нисколько не	2	3
136	по этому	2	3
137	для себя	2	3
138	и во	3	3
139	ясно что	2	3
140	о которых	3	3
141	как и	4	3
142	чтобы понять	2	3
143	есть и	2	3
144	до сих	5	3
145	к тому	7	3
146	он не	5	3
147	быть и	2	3
148	сих пор	5	3
149	или менее	4	3
150	да и	3	3
151	от нас	2	3
152	уже не	2	3
153	к нему	2	3
154	с точки	9	3
155	можно было	4	3
156	как будто	2	3
157	он сам	3	2
158	не могут	4	2
159	однако отнюдь	2	2
160	друг другу	2	2
161	этом случае	3	2
162	следовательно и	2	2
163	является не	2	2
164	это только	2	2
165	он будет	4	2
166	для него	6	2
167	не о	2	2
168	но если	3	2
169	на этой	2	2
170	а потому	5	2
171	должно быть	3	2
172	что для	3	2
173	во многих	2	2
174	в результате	2	2
175	больше чем	2	2
176	и с	7	2
177	знаем что	3	2
178	из этих	3	2
179	того или	2	2
180	и должно	2	2
181	между тем	5	2
182	для них	3	2
183	он должен	5	2
184	или иного	2	2
185	по существу	5	2
186	и при	6	2
187	в качестве	3	2
188	она не	2	2
189	что может	3	2
190	и потому	3	2
191	этой борьбы	2	2
192	не будет	7	2
193	вместе с	4	2
194	ее в	2	2
195	естественно что	2	2
196	на себя	2	2
197	в таких	2	2
198	в области	2	2
199	не можем	2	2
