N	2gram	Medvedev_F_2	Stilisti
1	и в	38	42
2	как бы	4	27
3	не только	9	27
4	прежде всего	15	22
5	хотя бы	6	17
6	но и	13	15
7	то же	6	15
8	и не	20	14
9	социального общения	4	14
10	может быть	23	12
11	не может	14	12
12	точки зрения	8	11
13	как и	9	11
14	и как	3	10
15	отнюдь не	8	10
16	как мы	7	10
17	в этом	27	10
18	при этом	9	9
19	в то	5	9
20	то что	6	9
21	для того	3	9
22	мы не	3	9
23	все же	8	8
24	в ней	6	8
25	слово как	2	8
26	таким образом	20	8
27	с тем	11	8
28	речевого общения	6	8
29	что же	5	8
30	тем самым	2	8
31	и это	2	8
32	никогда не	2	7
33	зависимости от	3	7
34	и от	2	7
35	же время	5	7
36	и тем	2	7
37	и на	3	7
38	потому что	2	7
39	так как	4	7
40	с его	11	7
41	в зависимости	3	7
42	было бы	6	7
43	а не	6	7
44	того чтобы	3	7
45	и его	21	7
46	только в	6	7
47	в которой	2	7
48	ничего не	4	7
49	не в	15	6
50	в этой	6	6
51	язык и	7	6
52	но ведь	3	6
53	в конце	2	6
54	в нем	13	6
55	во всех	5	6
56	в процессе	9	6
57	так и	8	6
58	язык в	2	6
59	речи и	3	6
60	в области	3	6
61	слова в	3	5
62	уже в	2	5
63	независимо от	4	5
64	тому что	2	5
65	не является	3	5
66	мы видели	4	5
67	и их	3	5
68	с помощью	10	5
69	а в	6	5
70	и с	9	5
71	и наконец	4	5
72	того или	4	5
73	как это	2	5
74	или иного	5	5
75	в его	10	5
76	вместе с	6	5
77	в той	2	5
78	с точки	7	5
79	слова и	7	5
80	самого начала	2	4
81	все время	6	4
82	что это	3	4
83	не просто	2	4
84	что именно	2	4
85	к тому	4	4
86	с самого	2	4
87	но все	3	4
88	было в	2	4
89	общения и	2	4
90	в качестве	2	4
91	в самом	16	4
92	один из	2	4
93	все это	3	4
94	языка и	12	4
95	того что	3	4
96	его в	3	4
97	бы в	5	4
98	общения в	3	4
99	но в	4	4
100	если бы	5	4
101	и к	4	4
102	всего в	2	4
103	если мы	5	4
104	уже не	7	4
105	самом деле	8	4
106	и пр	21	4
107	тем же	3	4
108	в слове	5	4
109	и то	2	4
110	вопроса о	2	4
111	так сказать	3	4
112	перед нами	2	3
113	это не	2	3
114	главным образом	3	3
115	как таковой	3	3
116	в конструкции	2	3
117	хотя и	3	3
118	языком и	2	3
119	в котором	2	3
120	в целом	3	3
121	не к	2	3
122	из них	4	3
123	жизни и	3	3
124	что оно	4	3
125	во второй	2	3
126	лишь в	7	3
127	и даже	4	3
128	не так	2	3
129	их в	2	3
130	сказать что	2	3
131	и здесь	3	3
132	ни на	2	3
133	та же	2	3
134	в виду	2	3
135	всякое высказывание	2	3
136	и все	3	3
137	в ее	2	3
138	том что	2	3
139	в тех	2	3
140	мы в	2	3
141	как предмет	2	3
142	должно было	3	3
143	мы ни	2	3
144	что и	8	3
145	не будет	2	3
146	только на	3	3
147	вряд ли	2	3
148	слова как	2	3
149	на самом	3	3
150	слово и	2	3
151	между ними	2	3
152	и для	5	3
153	роль в	3	3
154	конце концов	2	3
155	связи с	13	3
156	место в	3	2
157	в какой	3	2
158	или даже	2	2
159	в том	11	2
160	но это	2	2
161	из всего	3	2
162	времени и	2	2
163	очевидно что	2	2
164	для него	7	2
165	до конца	2	2
166	в пределах	12	2
167	значительной степени	3	2
168	подойти к	2	2
169	в этих	2	2
170	отношение к	2	2
171	как например	2	2
172	в связи	10	2
173	не было	6	2
174	этом отношении	7	2
175	все эти	6	2
176	должно быть	2	2
177	его не	2	2
178	каждый из	3	2
179	даже и	4	2
180	был и	2	2
181	не останется	2	2
182	в основе	5	2
183	жизненного общения	2	2
184	речи но	2	2
185	для них	3	2
186	с этим	5	2
187	языка мы	2	2
188	к этому	4	2
189	значение и	3	2
190	что он	5	2
191	на первый	2	2
192	а к	2	2
193	должна была	2	2
194	жизненное высказывание	2	2
195	но не	2	2
196	равно как	2	2
197	нужно было	2	2
198	как таковое	4	2
199	не есть	3	2
200	органов речи	2	2
201	в своей	7	2
202	как в	4	2
203	здесь не	4	2
204	должны были	2	2
205	в значительной	3	2
206	к нему	3	2
207	в дальнейшем	4	2
208	с ним	2	2
209	или в	3	2
210	этот вопрос	2	2
211	в языке	6	2
212	литературного творчества	2	2
213	между двумя	2	2
214	тем что	8	2
215	тем и	2	2
216	ее с	2	2
