N	2gram	Vygotskiy__5	EvropaiE
1	и в	30	37
2	в отношении	2	32
3	точки зрения	7	23
4	что в	24	21
5	не только	16	18
6	с точки	2	17
7	в то	2	16
8	хотя бы	3	15
9	то же	7	15
10	в своем	6	14
11	в качестве	2	14
12	но и	6	14
13	и не	6	14
14	но в	5	14
15	в этом	14	12
16	в их	3	11
17	в том	27	11
18	с и	5	10
19	так и	3	10
20	прежде всего	4	9
21	не может	9	9
22	в себе	5	9
23	только в	5	9
24	так же	13	9
25	к тому	8	8
26	в ее	3	8
27	одной стороны	12	8
28	было бы	5	8
29	в своей	4	8
30	с одной	12	8
31	как и	6	7
32	нам кажется	2	7
33	того что	8	7
34	с другой	9	7
35	так как	9	7
36	с этой	2	6
37	вовсе не	3	6
38	том что	21	6
39	стороны и	4	6
40	может быть	11	6
41	для того	20	6
42	на то	17	6
43	как бы	19	6
44	то что	37	6
45	во всех	2	6
46	того чтобы	20	6
47	и даже	2	6
48	и на	3	6
49	то есть	13	6
50	же как	2	5
51	в частности	4	5
52	не в	8	5
53	но не	7	5
54	к которым	2	5
55	со стороны	3	5
56	которую мы	2	5
57	как мы	5	5
58	в той	3	5
59	в течение	2	5
60	и потому	5	5
61	именно в	6	4
62	вопрос о	3	4
63	или иной	2	4
64	можно сказать	2	4
65	чем в	2	4
66	само по	2	4
67	несмотря на	5	4
68	в самом	14	4
69	в ней	4	4
70	той или	2	4
71	по себе	7	4
72	для нас	3	4
73	мы не	3	4
74	сказать что	9	4
75	в каком	3	4
76	в полной	2	4
77	как это	7	4
78	и к	4	3
79	этом отношении	3	3
80	с тем	8	3
81	никогда не	9	3
82	в них	4	3
83	обстоит дело	3	3
84	с другом	3	3
85	этом смысле	2	3
86	мы можем	7	3
87	в свою	3	3
88	очевидно что	2	3
89	того же	2	3
90	не дает	2	3
91	друг с	3	3
92	и мы	16	3
93	из них	2	3
94	себе не	2	3
95	не является	2	3
96	и тем	6	3
97	что и	3	3
98	говорит о	4	3
99	когда он	5	3
100	заключает в	4	3
101	как в	3	3
102	и только	3	3
103	и для	6	3
104	как на	11	3
105	в таком	3	3
106	можно было	3	3
107	в которых	2	3
108	в результате	4	3
109	потому что	23	3
110	в психологии	3	3
111	тем что	6	3
112	в данном	3	3
113	о том	10	3
114	дело в	2	3
115	там где	4	3
116	что все	6	2
117	не могут	3	2
118	а не	8	2
119	в этих	3	2
120	сравнению с	4	2
121	по сравнению	4	2
122	с этим	2	2
123	и все	4	2
124	в одном	2	2
125	именно потому	3	2
126	чем больше	3	2
127	совершенно очевидно	5	2
128	из того	3	2
129	есть не	4	2
130	и эта	2	2
131	что на	3	2
132	и можно	2	2
133	же в	2	2
134	и того	2	2
135	и как	7	2
136	это значит	2	2
137	в силу	3	2
138	что если	6	2
139	между ними	2	2
140	или вернее	2	2
141	должна быть	2	2
142	не можем	4	2
143	в сферу	2	2
144	что это	8	2
145	и если	6	2
146	от друга	2	2
147	но еще	2	2
148	имеет место	3	2
149	по преимуществу	2	2
150	он не	3	2
151	в его	4	2
152	наше внимание	2	2
153	мог бы	2	2
154	в котором	2	2
155	которое существует	2	2
156	не есть	4	2
157	друг от	2	2
158	жизни и	6	2
159	вместе с	12	2
160	данном случае	3	2
161	целый ряд	3	2
162	и таким	2	2
163	которого мы	2	2
164	а в	4	2
165	таким образом	20	2
166	если бы	11	2
167	и сейчас	3	2
168	заключается в	8	2
169	и что	23	2
170	и наконец	3	2
171	на этот	3	2
172	другой стороны	5	2
173	мы видим	8	2
174	или в	6	2
175	в своих	5	2
176	этот вопрос	4	2
177	и та	2	2
178	что эти	2	2
179	и с	2	2
180	могут быть	8	2
181	с мы	2	2
182	в этой	5	2
183	и то	9	2
184	как будто	6	2
185	мы должны	3	2
186	его на	2	2
187	совершенно прав	7	2
188	между собой	2	2
189	и поэтому	3	2
190	бы в	5	2
