N	2gram	Vinokur_Vv_1	Myshleni
1	в том	31	28
2	и в	27	28
3	то что	17	28
4	в этом	34	27
5	того что	12	24
6	потому что	14	22
7	не может	13	19
8	том что	26	19
9	таким образом	19	18
10	что он	4	18
11	только в	13	18
12	что в	11	17
13	в силу	3	17
14	не только	21	16
15	так же	3	15
16	по сравнению	3	15
17	сравнению с	3	14
18	может быть	24	13
19	сказать что	5	13
20	точки зрения	7	13
21	тому что	2	11
22	и не	13	11
23	как бы	5	11
24	что мы	2	11
25	в отношении	2	10
26	к тому	4	10
27	как мы	9	10
28	но и	5	10
29	от того	3	10
30	отношений между	3	10
31	по отношению	4	10
32	так как	13	10
33	но не	7	10
34	отношению к	4	10
35	того чтобы	21	10
36	с точки	2	10
37	было бы	5	9
38	мы можем	2	9
39	никогда не	3	8
40	в самом	12	8
41	мы видели	2	8
42	еще не	4	8
43	для того	21	8
44	тем что	6	8
45	того же	3	7
46	если бы	2	7
47	в нем	13	7
48	в сущности	3	7
49	в своем	3	7
50	и других	3	7
51	заключается в	4	7
52	что оно	2	7
53	отношение к	3	7
54	вместе с	6	7
55	то же	8	7
56	между ними	2	7
57	можно было	7	7
58	же как	3	6
59	так что	5	6
60	и как	9	6
61	и что	4	6
62	не имеет	4	6
63	в то	5	6
64	же самое	2	6
65	когда мы	2	6
66	тогда когда	3	6
67	его в	6	6
68	как и	5	6
69	можно сказать	3	6
70	как раз	4	6
71	связи между	4	6
72	мы не	2	6
73	понятия в	2	6
74	вообще не	3	6
75	в чем	4	6
76	в области	4	6
77	не могут	5	5
78	это не	8	5
79	вопрос о	8	5
80	по самой	2	5
81	и тем	5	5
82	на этой	3	5
83	языка и	12	5
84	в разных	5	5
85	и на	3	5
86	но в	10	5
87	с тем	6	5
88	том же	2	5
89	того как	3	5
90	из того	2	5
91	могут быть	4	5
92	в этой	3	5
93	не могли	2	5
94	именно в	8	4
95	в частности	3	4
96	и обратно	4	4
97	не в	8	4
98	на этом	3	4
99	но что	3	4
100	например в	2	4
101	на этот	4	4
102	но если	3	4
103	не иначе	2	4
104	с этим	2	4
105	в первом	5	4
106	мы имеем	3	4
107	ясно что	9	4
108	самой своей	2	4
109	в качестве	7	4
110	одного и	2	4
111	своей природе	3	4
112	что и	3	4
113	во всех	2	4
114	и того	2	4
115	в той	7	4
116	только по	3	4
117	той же	4	4
118	и то	5	4
119	связь между	4	4
120	в себе	4	4
121	в каждой	2	4
122	за собой	3	3
123	зависит от	3	3
124	до того	2	3
125	независимо от	3	3
126	из этих	5	3
127	в каждом	4	3
128	как это	5	3
129	это есть	2	3
130	что с	3	3
131	до конца	3	3
132	при этом	3	3
133	мог бы	2	3
134	и той	2	3
135	хотя и	3	3
136	по мере	4	3
137	в целом	5	3
138	в их	11	3
139	как на	11	3
140	этом отношении	3	3
141	во втором	2	3
142	в своих	2	3
143	нуждается в	2	3
144	но как	2	3
145	от этого	5	3
146	должен был	4	3
147	как увидим	2	3
148	в них	4	3
149	первом случае	2	3
150	лежит в	2	3
151	относящихся к	4	3
152	представить себе	5	3
153	по себе	9	3
154	связи с	3	3
155	до сих	5	3
156	один из	6	3
157	в его	10	3
158	с ней	2	3
159	сих пор	5	3
160	этого понятия	5	3
161	одной и	2	3
162	а не	3	3
163	что такое	10	3
164	и его	5	3
165	этот вопрос	4	3
166	представляет собой	12	3
167	и т.д	4	3
168	отношении к	2	3
169	как оно	3	3
170	представляют собой	6	3
171	исследования и	2	3
172	не менее	8	2
173	на вопрос	6	2
174	он сам	3	2
175	казалось бы	2	2
176	все более	3	2
177	возникает вопрос	2	2
178	в этих	3	2
179	он мог	3	2
180	для этого	3	2
181	с другой	8	2
182	с этой	4	2
183	само собой	2	2
184	в конце	3	2
185	раньше чем	3	2
186	это в	2	2
187	прежде всего	8	2
188	что именно	2	2
189	а только	8	2
190	самом деле	6	2
191	несмотря на	2	2
192	одним из	5	2
193	себе и	2	2
194	принять во	2	2
195	в котором	4	2
196	и др	2	2
197	себе что	3	2
198	во второй	3	2
199	из них	3	2
200	все это	6	2
201	другой стороны	5	2
202	меньшей мере	2	2
203	в связи	2	2
204	мы говорим	2	2
205	о природе	7	2
206	все эти	3	2
207	можно только	2	2
208	этой области	3	2
209	на том	3	2
210	в которых	6	2
211	мы называем	2	2
212	действительность в	3	2
213	состоит в	2	2
214	этих понятий	2	2
215	на котором	2	2
216	языка в	4	2
217	с понятием	3	2
218	в одном	4	2
219	этом смысле	11	2
220	работа над	2	2
221	не с	2	2
222	этом случае	6	2
223	что уже	3	2
224	у нас	2	2
225	по существу	2	2
226	чем в	3	2
227	по своему	5	2
228	что чем	2	2
229	для объяснения	2	2
230	во внимание	2	2
231	в своей	4	2
232	что если	2	2
233	этого слова	2	2
234	все же	8	2
235	каждой из	3	2
236	мысли и	2	2
237	только на	3	2
238	внимание на	4	2
239	дело с	6	2
240	а в	5	2
241	хотя в	2	2
242	но с	4	2
243	в значительной	2	2
244	только что	4	2
245	речь в	4	2
246	вот почему	3	2
247	языка на	2	2
248	в данном	11	2
249	в другом	3	2
250	и вообще	3	2
