N	2gram	Propp_Isto_5	Freidism
1	таким образом	9	24
2	и не	11	23
3	не может	6	20
4	точки зрения	2	19
5	прежде всего	6	18
6	и пр	3	15
7	в этом	10	15
8	в его	12	15
9	мы можем	2	13
10	может быть	17	13
11	и его	9	12
12	как и	7	11
13	как бы	2	11
14	то что	7	11
15	все эти	8	11
16	и потому	2	10
17	как мы	5	10
18	самом деле	2	10
19	его в	9	10
20	с ним	4	10
21	и в	25	9
22	во всех	2	9
23	по отношению	2	9
24	что он	22	8
25	отношению к	2	8
26	еще не	8	8
27	в своей	2	8
28	он не	4	8
29	не только	13	8
30	все это	4	8
31	то же	4	8
32	только в	7	8
33	и все	3	8
34	так как	11	8
35	мы знаем	8	7
36	к нему	3	7
37	один из	2	7
38	мы видели	7	7
39	сказать что	2	7
40	мы уже	4	7
41	никогда не	3	6
42	вовсе не	2	6
43	того что	2	6
44	в ней	5	6
45	совершенно не	2	6
46	и с	3	6
47	знаем что	6	5
48	связь с	8	5
49	но мы	3	5
50	в свою	3	5
51	можно сказать	2	5
52	не в	6	5
53	в этой	3	5
54	в то	3	5
55	что в	8	5
56	но и	13	5
57	в себя	3	5
58	для того	3	5
59	а в	3	5
60	и на	8	5
61	могут быть	6	5
62	с этим	5	5
63	мы должны	4	5
64	не менее	4	4
65	но не	5	4
66	и др	3	4
67	в этих	6	4
68	в пределах	4	4
69	с другими	4	4
70	об этом	2	4
71	на этом	3	4
72	связанные с	2	4
73	в нем	7	4
74	все же	10	4
75	данном случае	2	4
76	уже не	11	4
77	того чтобы	3	4
78	и для	2	4
79	в которой	4	4
80	мы не	5	4
81	в данном	3	4
82	потому что	7	4
83	в более	3	4
84	во время	7	4
85	если бы	2	3
86	на себя	3	3
87	что все	4	3
88	и как	3	3
89	но это	7	3
90	она не	2	3
91	и она	3	3
92	ее в	2	3
93	себя в	6	3
94	жизни и	2	3
95	когда он	2	3
96	на него	8	3
97	вместе с	22	3
98	со стороны	2	3
99	как в	6	3
100	и что	8	3
101	и по	2	3
102	мы имеем	14	3
103	такой же	2	3
104	у него	2	3
105	и этим	2	3
106	одна из	2	3
107	человека и	2	3
108	уже в	2	2
109	человека в	3	2
110	видели что	2	2
111	но все	5	2
112	что это	5	2
113	это уже	2	2
114	его и	2	2
115	того же	2	2
116	с другой	9	2
117	это не	6	2
118	формы и	2	2
119	к этому	2	2
120	таких случаях	2	2
121	тем не	4	2
122	для нас	5	2
123	в ее	4	2
124	в основном	4	2
125	том что	8	2
126	всех людей	3	2
127	на этой	4	2
128	а не	2	2
129	связано с	5	2
130	социальной жизни	2	2
131	одной стороны	7	2
132	из них	2	2
133	не совсем	6	2
134	которой он	2	2
135	во сне	2	2
136	что мы	2	2
137	но для	2	2
138	о нем	3	2
139	в него	5	2
140	такие представления	2	2
141	сих пор	2	2
142	силу и	2	2
143	в мифах	6	2
144	и таким	2	2
145	с одной	7	2
146	и они	2	2
147	так же	5	2
148	на которой	2	2
149	роль в	2	2
150	мы видим	8	2
151	в таких	3	2
152	когда человек	2	2
153	их в	3	2
154	от этого	4	2
155	они не	3	2
156	что и	6	2
157	и при	2	2
158	к его	2	2
159	и вообще	3	2
160	при помощи	7	2
161	до сих	2	2
162	тех же	2	2
163	это было	2	2
