N	2gram	Tiupa_Hudo_1	formyVre
1	и в	14	46
2	в этом	11	22
3	прежде всего	11	14
4	и т	11	14
5	и его	5	12
6	только в	5	11
7	не только	12	11
8	т п	8	11
9	в том	12	10
10	как бы	7	10
11	точки зрения	5	10
12	но в	5	10
13	у него	9	9
14	не в	7	9
15	мы уже	4	9
16	но и	5	9
17	и не	2	9
18	и для	3	9
19	в связи	3	8
20	связи с	4	8
21	как и	9	8
22	в его	8	8
23	жизни и	5	8
24	то же	9	8
25	того чтобы	3	8
26	с точки	3	8
27	потому что	5	8
28	из них	4	8
29	может быть	5	7
30	то что	8	7
31	так и	13	7
32	и на	3	7
33	картину мира	3	7
34	так сказать	2	7
35	никогда не	6	6
36	и все	4	6
37	при этом	12	6
38	как мы	3	6
39	еще не	7	6
40	его в	3	6
41	все же	3	6
42	все это	2	6
43	человека в	6	6
44	и с	4	6
45	в частности	5	5
46	в своем	4	5
47	с этим	3	5
48	в пределах	3	5
49	в то	8	5
50	но не	3	5
51	он не	4	5
52	в нем	3	5
53	что в	6	5
54	все эти	3	5
55	должно быть	2	5
56	отнюдь не	3	4
57	жизни в	6	4
58	с этой	2	4
59	же время	8	4
60	с ним	4	4
61	же в	3	4
62	том что	16	4
63	так что	2	4
64	его жизни	2	4
65	в мире	3	4
66	как в	8	4
67	человеческой жизни	4	4
68	а не	12	4
69	и он	5	4
70	к себе	5	4
71	в себе	11	4
72	о том	12	4
73	не было	4	3
74	себя и	2	3
75	та же	4	3
76	к тому	7	3
77	в море	2	3
78	что он	9	3
79	в качестве	9	3
80	для него	10	3
81	себе самому	3	3
82	том как	3	3
83	в это	2	3
84	хотя и	2	3
85	а также	3	3
86	что на	2	3
87	в форме	2	3
88	т д	3	3
89	в их	2	3
90	уже не	7	3
91	того что	4	3
92	и даже	3	3
93	и по	3	3
94	а в	7	3
95	на основе	2	3
96	для других	2	3
97	тем что	3	3
98	в другом	2	3
99	в этих	5	3
100	на этом	3	2
101	только для	2	2
102	человек в	2	2
103	по своему	3	2
104	говорить о	3	2
105	это не	7	2
106	и так	2	2
107	в одной	2	2
108	романа в	3	2
109	в духе	4	2
110	по себе	2	2
111	можно сказать	4	2
112	картина мира	4	2
113	влияние на	2	2
114	как его	3	2
115	именно в	7	2
116	своей жизни	2	2
117	в этой	8	2
118	до конца	2	2
119	она не	4	2
120	было бы	6	2
121	отсюда и	2	2
122	картины мира	4	2
123	и к	4	2
124	в аспекте	5	2
125	и о	4	2
126	и потому	2	2
127	если в	2	2
128	один из	4	2
129	сих пор	2	2
130	не может	7	2
131	здесь не	2	2
132	этом отношении	3	2
133	в себя	2	2
134	лишь в	3	2
135	жизни как	2	2
136	особенно в	2	2
137	то в	4	2
138	автора и	2	2
139	и от	4	2
140	но он	3	2
141	в литературе	3	2
142	не знает	2	2
143	в конце	4	2
144	как он	2	2
145	и это	4	2
146	оно было	2	2
147	до сих	2	2
