N	2gram	Tiupa_Narr_1	Problema
1	то что	9	42
2	то есть	9	33
3	и в	11	32
4	и не	23	31
5	не менее	3	19
6	в этом	12	19
7	тем не	3	18
8	не только	31	17
9	потому что	5	16
10	по себе	4	15
11	а не	13	15
12	в себе	6	15
13	как бы	6	14
14	может быть	15	14
15	у нас	3	14
16	но в	7	14
17	и тем	4	13
18	в нем	4	13
19	сказать что	2	13
20	что мы	2	13
21	как раз	6	13
22	что в	3	12
23	том что	7	12
24	так и	5	12
25	и даже	2	11
26	также и	3	11
27	о том	4	11
28	то же	8	10
29	прежде всего	4	10
30	в этой	6	10
31	отнюдь не	2	10
32	об этом	6	10
33	ничего не	2	10
34	но не	4	9
35	в том	8	9
36	но и	27	9
37	же самое	2	9
38	по своему	2	9
39	еще не	4	9
40	того чтобы	4	9
41	в таком	2	9
42	в данном	11	9
43	на то	2	8
44	данном случае	8	8
45	не может	8	8
46	и о	3	8
47	и на	5	8
48	он и	2	8
49	в своей	5	8
50	для того	3	8
51	и ее	3	8
52	никогда не	4	7
53	и является	2	7
54	такого рода	10	7
55	того что	4	7
56	и все	3	7
57	что он	3	7
58	как мы	2	7
59	во всяком	2	7
60	только в	12	7
61	здесь не	2	7
62	в конце	2	6
63	и как	3	6
64	при этом	19	6
65	в самом	6	6
66	хотя и	4	6
67	это не	3	6
68	но как	3	6
69	и то	3	6
70	как это	3	6
71	о чем	4	6
72	не существует	3	6
73	в то	4	6
74	в его	6	6
75	самом деле	3	6
76	перед нами	5	5
77	в своем	3	5
78	или иной	4	5
79	можно сказать	5	5
80	той или	5	5
81	в сознании	4	5
82	не является	3	5
83	то в	4	5
84	связи с	2	5
85	ни о	2	5
86	все равно	2	5
87	казалось бы	2	4
88	именно в	3	4
89	не в	6	4
90	один из	6	4
91	для обозначения	2	4
92	и только	2	4
93	не было	3	4
94	или в	6	4
95	а в	13	4
96	их в	3	4
97	если бы	7	4
98	в литературе	4	4
99	же в	2	4
100	никак не	2	4
101	а также	6	4
102	как в	4	4
103	только на	2	4
104	входит в	2	4
105	если не	2	4
106	тем самым	5	4
107	и притом	2	4
108	и для	2	4
109	мы можем	2	4
110	в связи	2	4
111	что не	2	3
112	в этих	2	3
113	с другой	2	3
114	но для	3	3
115	всяком случае	2	3
116	хотя бы	2	3
117	из них	4	3
118	другой стороны	2	3
119	и его	10	3
120	или не	4	3
121	точки зрения	5	3
122	и еще	2	3
123	однако и	4	3
124	с ним	2	3
125	тем или	2	3
126	сливаются в	2	3
127	в жизни	3	3
128	в случае	2	3
129	знак который	3	3
130	как и	13	3
131	до сих	2	3
132	но именно	3	3
133	к тому	6	3
134	он не	3	3
135	о нем	3	3
136	сами по	2	3
137	оно не	2	3
138	быть и	2	3
139	сих пор	2	3
140	да и	2	3
141	уже не	8	3
142	к нему	4	3
143	как будто	3	3
144	дело в	2	3
145	в чем	2	3
146	он сам	3	2
147	для него	4	2
148	не о	2	2
149	не имеет	2	2
150	особенно в	2	2
151	в результате	2	2
152	и с	3	2
153	действующих лиц	5	2
154	из этих	4	2
155	к его	2	2
156	в первом	4	2
157	мы имеем	3	2
158	между тем	3	2
159	тот кто	2	2
160	с его	4	2
161	для них	2	2
162	однако в	3	2
163	о его	2	2
164	и того	2	2
165	в качестве	14	2
166	она не	2	2
167	в сущности	2	2
168	что может	2	2
169	не будет	2	2
170	вместе с	2	2
171	и сама	2	2
172	только что	2	2
173	мы не	3	2
174	у чехова	6	2
175	тому как	3	2
176	нас в	2	2
177	подобно тому	3	2
178	на себя	4	2
179	едва ли	3	2
180	в области	2	2
181	это было	2	2
