N	2gram	Voloshinov_1	Dialekti
1	не есть	2	54
2	и не	4	27
3	точки зрения	8	25
4	и в	16	24
5	не только	7	23
6	что такое	5	21
7	не может	8	19
8	и есть	3	16
9	то что	3	14
10	с точки	6	14
11	может быть	17	13
12	таким образом	9	13
13	и даже	4	13
14	что он	2	13
15	что это	2	12
16	есть и	2	12
17	не менее	2	11
18	отнюдь не	4	10
19	не существует	2	10
20	ни в	5	9
21	но и	4	9
22	учение о	3	8
23	прежде всего	9	8
24	и как	3	8
25	что мы	2	8
26	том что	3	8
27	в этом	9	8
28	что в	3	7
29	никогда не	2	7
30	в самом	2	7
31	другими словами	2	7
32	что оно	2	7
33	как и	2	7
34	только на	3	7
35	все это	4	6
36	и только	9	6
37	и с	8	6
38	о том	2	6
39	так как	4	6
40	и все	4	6
41	оно не	2	6
42	что и	2	6
43	даже не	3	6
44	не на	2	6
45	то же	2	6
46	самом деле	6	6
47	и пр	12	6
48	с этой	2	5
49	в том	3	5
50	но это	2	5
51	только как	3	5
52	жизни и	3	5
53	и его	8	5
54	как это	3	5
55	в них	2	5
56	по крайней	3	5
57	и к	6	5
58	было бы	2	5
59	он не	2	5
60	крайней мере	3	5
61	так и	4	5
62	что не	2	5
63	и притом	3	5
64	мы не	2	5
65	только в	4	5
66	не могут	2	4
67	хотя бы	4	4
68	так же	2	4
69	сказать что	7	4
70	сознания и	2	4
71	нет и	2	4
72	на первый	2	4
73	говорить о	2	4
74	конечно не	6	4
75	в чем	5	4
76	и это	6	4
77	для него	6	4
78	быть может	2	3
79	за пределы	2	3
80	мы знаем	3	3
81	есть в	2	3
82	в основе	3	3
83	в нем	4	3
84	все эти	5	3
85	и на	4	3
86	с этим	2	3
87	мы уже	2	3
88	мира и	3	3
89	сознание и	5	3
90	все что	4	3
91	и о	2	3
92	не будет	2	3
93	как бы	5	3
94	внешний мир	2	3
95	в каком	2	3
96	и ее	4	3
97	не знает	2	3
98	и этим	2	3
99	же как	2	2
100	в частности	2	2
101	вообще не	2	2
102	и говорить	2	2
103	из этих	2	2
104	всего а	2	2
105	для нас	2	2
106	на этом	3	2
107	еще не	5	2
108	не можем	2	2
109	при этом	6	2
110	себя и	2	2
111	всяком случае	3	2
112	совершенно не	8	2
113	для этого	2	2
114	только и	2	2
115	и вот	3	2
116	понятия и	2	2
117	они не	2	2
118	и по	2	2
119	а в	3	2
120	нет никаких	2	2
121	их в	3	2
122	необходимость и	2	2
123	и потому	3	2
124	но в	4	2
125	я и	6	2
126	с его	7	2
127	у него	2	2
128	что можно	2	2
129	но как	2	2
130	со всеми	2	2
131	как не	2	2
132	на них	2	2
133	ее в	2	2
134	как мы	4	2
135	и она	3	2
136	и для	2	2
137	во всяком	3	2
138	могут быть	3	2
139	как с	2	2
140	и вообще	2	2
141	в его	4	2
142	к отцу	6	2
