N	2gram	Losev_Prob_2	Istorich
1	и в	35	26
2	так как	7	18
3	потому что	13	13
4	что в	11	12
5	таким образом	4	12
6	в том	12	12
7	и на	5	12
8	в этом	17	12
9	может быть	18	11
10	с другой	6	10
11	том что	19	10
12	и т	6	10
13	и не	37	10
14	не только	24	10
15	представление о	5	9
16	что он	4	9
17	еще не	10	9
18	но и	16	9
19	а именно	6	9
20	все же	8	8
21	на том	3	8
22	вместе с	2	8
23	другой стороны	5	8
24	т д	6	8
25	все эти	7	8
26	и это	5	8
27	уже не	8	7
28	с одной	5	7
29	мы можем	6	7
30	одной стороны	5	7
31	о том	18	7
32	но в	6	7
33	этом случае	7	6
34	то что	38	6
35	мы уже	3	6
36	не может	13	6
37	в виде	6	6
38	эта связь	2	6
39	и с	10	6
40	мы не	7	6
41	же мы	2	5
42	у нас	18	5
43	как и	5	5
44	в ней	2	5
45	в его	7	5
46	то это	3	5
47	не будет	11	5
48	так и	7	5
49	то же	5	5
50	и что	13	5
51	тем что	4	5
52	в то	6	5
53	только в	14	5
54	его в	3	5
55	с тем	3	4
56	из этих	3	4
57	имеем в	2	4
58	прежде всего	11	4
59	здесь мы	3	4
60	но это	6	4
61	до сих	4	4
62	все что	3	4
63	как бы	4	4
64	и тем	4	4
65	что и	2	4
66	сих пор	4	4
67	что оно	2	4
68	как мы	5	4
69	и по	3	4
70	а также	2	4
71	себе в	2	4
72	но как	6	4
73	как только	3	3
74	или иное	2	3
75	при помощи	8	3
76	и ее	2	3
77	независимо от	2	3
78	если бы	4	3
79	в частности	5	3
80	в них	2	3
81	вообще не	4	3
82	и от	3	3
83	вопрос о	3	3
84	в тех	2	3
85	на первый	4	3
86	так что	11	3
87	не в	2	3
88	в качестве	2	3
89	кроме того	5	3
90	она не	3	3
91	в него	2	3
92	еще в	2	3
93	один из	3	3
94	другими словами	6	3
95	из этого	2	3
96	данном случае	5	3
97	что она	4	3
98	а в	4	3
99	при этом	3	3
100	имеется в	3	3
101	из которых	2	3
102	и наконец	3	3
103	как на	2	3
104	или в	2	3
105	в своих	3	3
106	в данном	10	3
107	и то	10	3
108	их в	4	3
109	сказать что	24	3
110	и только	4	3
111	в себе	5	3
112	не было	3	3
113	как будто	6	3
114	далеко не	4	3
115	и действительно	2	3
116	перед нами	2	2
117	может иметь	2	2
118	о чем	6	2
119	и как	4	2
120	в этих	4	2
121	в своем	4	2
122	отличается от	2	2
123	с этим	5	2
124	первый план	3	2
125	вовсе не	37	2
126	стороны и	4	2
127	утверждать что	2	2
128	на то	6	2
129	можно сказать	6	2
130	к тому	3	2
131	сводится к	2	2
132	для нас	9	2
133	и конечно	2	2
134	что иное	3	2
135	самое время	4	2
136	нами как	2	2
137	но все	2	2
138	что они	3	2
139	одна из	3	2
140	но не	4	2
141	так же	5	2
142	и хотя	2	2
143	только то	3	2
144	что при	4	2
145	что мы	14	2
146	уже давно	5	2
147	было бы	8	2
148	и сам	2	2
149	не так	2	2
150	никто не	3	2
151	большей частью	3	2
152	что из	2	2
153	относится к	6	2
154	всяком случае	10	2
155	или вообще	4	2
156	и др	2	2
157	даже в	2	2
158	но мы	3	2
159	не есть	33	2
160	нам кажется	2	2
161	не имеет	7	2
162	на этой	2	2
163	на тот	2	2
164	ни в	6	2
165	не будем	4	2
166	на него	2	2
167	что же	9	2
168	пор мы	2	2
169	то и	4	2
170	и свои	2	2
171	точно так	3	2
172	он не	2	2
173	должны были	3	2
174	в одно	2	2
175	тем самым	7	2
176	а не	10	2
177	того что	12	2
178	что не	5	2
179	пока не	3	2
180	то или	3	2
181	можно было	5	2
182	или другой	5	2
183	во всяком	13	2
184	быть только	3	2
185	это то	5	2
186	представляет собой	2	2
187	самого себя	2	2
188	о котором	3	2
189	я могу	3	2
190	мы должны	3	2
191	зависимости от	2	2
192	в этой	9	2
193	но вот	2	2
194	которые в	2	2
195	здесь не	2	2
196	когда мы	6	2
197	не вполне	4	2
198	ничего не	10	2
199	или как	2	2
200	значит что	4	2
201	но при	2	2
