N	2gram	Kanaev_Sov_1	Istorich
1	и в	7	28
2	может быть	12	25
3	не может	17	15
4	а не	3	15
5	для нас	3	13
6	мы должны	4	13
7	что в	2	12
8	то же	3	12
9	не только	4	12
10	мы видим	2	11
11	все же	3	10
12	прежде всего	5	10
13	мы не	9	10
14	и что	2	10
15	в том	4	9
16	и не	6	9
17	не в	3	9
18	что это	2	8
19	таким образом	11	8
20	в этом	7	8
21	но в	3	8
22	это не	4	7
23	еще не	3	7
24	было бы	3	7
25	а в	4	7
26	не менее	2	6
27	тем не	2	6
28	в этой	3	6
29	так как	4	6
30	вместе с	4	6
31	в одном	3	5
32	вопрос о	4	5
33	в дальнейшем	4	5
34	не будем	2	5
35	что она	3	5
36	их в	4	5
37	в его	2	5
38	все это	3	4
39	между собой	3	4
40	но все	2	4
41	и пр	2	4
42	друг с	2	4
43	с этим	2	4
44	с одной	2	4
45	как и	6	4
46	и даже	2	4
47	могут быть	2	4
48	все эти	5	4
49	мы знаем	2	4
50	видели что	3	3
51	точку зрения	4	3
52	на котором	2	3
53	на этом	2	3
54	при этом	3	3
55	не можем	7	3
56	в которую	2	3
57	и по	2	3
58	из них	4	3
59	что же	5	3
60	уже не	2	3
61	если мы	4	3
62	как мы	2	3
63	из которых	2	3
64	к чему	2	3
65	же самое	2	3
66	с другом	2	3
67	это за	2	3
68	не могут	2	2
69	самого начала	3	2
70	отличие от	2	2
71	он должен	2	2
72	мы получим	3	2
73	и потому	3	2
74	ясно что	3	2
75	но мы	3	2
76	то ни	2	2
77	мы видели	4	2
78	с самого	3	2
79	в зависимости	4	2
80	зависимости от	4	2
81	одна из	3	2
82	не дает	2	2
83	тот же	2	2
84	и мы	3	2
85	некоторое время	2	2
86	что такое	2	2
87	как бы	4	2
88	в нем	3	2
89	в целом	4	2
90	не знаем	2	2
91	в некоторых	2	2
92	то и	2	2
93	в отличие	2	2
94	в виде	2	2
95	приводит к	2	2
96	основной вопрос	3	2
97	на этот	2	2
98	ничего не	6	2
99	он в	3	2
100	можно назвать	2	2
101	в себе	3	2
102	как он	3	2
103	мы этого	2	2
104	когда мы	3	2
105	в области	3	2
