N	2gram	Losev_Dial_3	Hudozhes
1	том что	8	16
2	и в	24	14
3	так и	5	13
4	а не	26	12
5	в том	5	12
6	не только	23	12
7	при этом	2	12
8	о том	6	12
9	прежде всего	8	11
10	и т	24	11
11	в этом	8	11
12	в себе	2	11
13	для него	4	10
14	у него	2	9
15	что он	13	9
16	как и	7	9
17	то же	6	9
18	то что	14	8
19	же время	3	8
20	в то	5	8
21	в его	2	8
22	ничего не	17	8
23	быть может	3	7
24	это не	4	7
25	личности в	2	7
26	к тому	4	7
27	уже не	5	7
28	не в	3	7
29	еще не	2	7
30	как бы	3	7
31	не может	19	7
32	именно в	2	7
33	а в	2	7
34	никогда не	7	6
35	что в	7	6
36	было бы	5	6
37	не менее	11	5
38	перед нами	3	5
39	с его	2	5
40	в частности	2	5
41	об этом	6	5
42	может быть	13	5
43	только в	5	5
44	и он	2	5
45	но и	9	5
46	жизни и	5	5
47	самом деле	6	5
48	друг друга	3	5
49	и его	5	5
50	потому что	7	5
51	ни в	9	5
52	точки зрения	25	5
53	но в	2	5
54	тому что	4	4
55	в своем	3	4
56	т е	48	4
57	и от	3	4
58	и все	6	4
59	бытия и	2	4
60	на то	3	4
61	и к	5	4
62	тем не	10	4
63	то в	2	4
64	она не	3	4
65	несмотря на	2	4
66	мы уже	3	4
67	в самом	7	4
68	и о	3	4
69	в ней	2	4
70	что она	9	4
71	себя в	2	4
72	из них	3	4
73	как раз	7	4
74	не было	3	4
75	того что	12	4
76	только что	4	4
77	он не	5	4
78	и это	4	4
79	и с	6	4
80	но не	2	3
81	если бы	6	3
82	отнюдь не	10	3
83	что у	2	3
84	превращается в	6	3
85	с этим	3	3
86	же в	2	3
87	как мы	2	3
88	говорить о	4	3
89	на этом	2	3
90	не имеют	2	3
91	и когда	2	3
92	о нем	4	3
93	для себя	2	3
94	в нем	3	3
95	все же	3	3
96	со стороны	2	3
97	то и	3	3
98	т д	23	3
99	и для	2	3
100	все эти	3	3
101	и даже	13	3
102	к этой	2	3
103	с точки	14	3
104	и по	2	3
105	в таком	14	3
106	в своих	2	3
107	или не	5	3
108	ничем не	7	3
109	тем что	3	3
110	и на	3	3
111	может и	2	3
112	ни к	3	2
113	как все	3	2
114	все еще	2	2
115	себя и	2	2
116	так или	2	2
117	так в	2	2
118	в одной	3	2
119	и потому	2	2
120	ясно что	7	2
121	вопрос о	5	2
122	или иного	2	2
123	по себе	20	2
124	мы знаем	3	2
125	так что	8	2
126	же как	2	2
127	одна из	3	2
128	и что	15	2
129	например в	2	2
130	только на	7	2
131	никак не	2	2
132	хотя и	5	2
133	что же	11	2
134	но еще	2	2
135	в их	2	2
136	все это	6	2
137	не знает	3	2
138	все равно	2	2
139	и не	27	2
140	от себя	4	2
141	только потому	2	2
142	они не	2	2
143	что не	5	2
144	того или	3	2
145	не имеет	11	2
146	должно быть	3	2
147	той же	3	2
148	или иначе	2	2
149	с этой	5	2
150	личности и	5	2
151	не о	2	2
152	природы если	3	2
153	нет ничего	9	2
154	но как	2	2
155	я и	2	2
156	мы не	5	2
