N	2gram	Tiupa_Narr_2	Problema
1	и не	14	28
2	то есть	9	27
3	не только	26	24
4	только в	11	23
5	в виде	2	22
6	вовсе не	2	21
7	в том	14	20
8	и в	13	20
9	все эти	3	16
10	то что	8	15
11	потому что	2	15
12	у нас	2	14
13	было бы	2	14
14	той или	3	14
15	но и	15	14
16	точки зрения	5	14
17	перед нами	4	13
18	или иной	3	13
19	не в	8	13
20	в нашем	2	12
21	в себе	8	12
22	том что	13	12
23	прежде всего	6	11
24	с точки	2	11
25	не менее	4	10
26	тем не	5	10
27	отнюдь не	4	10
28	в качестве	14	10
29	не является	4	10
30	так и	9	10
31	и его	3	10
32	едва ли	3	10
33	может быть	10	9
34	и даже	3	9
35	в этом	13	9
36	если бы	4	8
37	что он	5	8
38	таким образом	5	8
39	в той	5	8
40	в результате	2	8
41	и все	4	8
42	но в	6	8
43	с другой	5	7
44	это не	3	7
45	еще не	2	7
46	такого рода	12	7
47	мы не	2	7
48	и тем	5	7
49	то же	4	7
50	именно в	2	7
51	а не	17	7
52	сказать что	3	7
53	в ней	2	7
54	здесь не	2	7
55	хотя бы	2	7
56	об этом	4	6
57	а также	6	6
58	для нас	2	6
59	как и	4	6
60	но это	2	6
61	по своему	2	6
62	при этом	14	6
63	в таком	3	6
64	в данном	10	6
65	мы имеем	3	6
66	но не	3	5
67	на самом	2	5
68	хотя и	5	5
69	в нем	5	5
70	можно сказать	6	5
71	в ее	4	5
72	да и	3	5
73	жизни и	4	5
74	данном случае	6	5
75	как в	5	5
76	так же	2	5
77	то и	3	5
78	не может	8	5
79	уже не	4	5
80	о том	5	5
81	времени и	4	4
82	в какой	4	4
83	или даже	3	4
84	и для	3	4
85	в этой	4	4
86	тем самым	5	4
87	только не	2	4
88	несмотря на	2	4
89	в своей	4	4
90	никак не	3	4
91	что она	2	4
92	как бы	6	4
93	однако не	2	4
94	тем более	2	4
95	не имеет	2	4
96	и т	2	4
97	же в	4	4
98	а в	9	4
99	можно было	2	4
100	как раз	3	4
101	в то	5	4
102	с ним	4	4
103	к тому	9	3
104	и более	2	3
105	если не	2	3
106	точно так	2	3
107	в жизни	6	3
108	или иного	3	3
109	и к	6	3
110	для него	4	3
111	в начале	2	3
112	имеем дело	2	3
113	себе и	2	3
114	в его	6	3
115	только к	3	3
116	что и	2	3
117	что в	4	3
118	в своем	6	3
119	самом деле	3	3
120	которая не	2	3
121	к его	3	3
122	в сознании	2	3
123	в другом	4	3
124	того или	3	3
125	в каждой	2	3
126	как это	4	3
127	в области	2	3
128	как о	2	3
129	в известном	3	2
130	не обязательно	2	2
131	в частности	11	2
132	однако в	2	2
133	со своей	2	2
134	между собой	3	2
135	столь же	2	2
136	в конце	4	2
137	представить себе	3	2
138	в литературе	4	2
139	для себя	3	2
140	с его	3	2
141	с такою	2	2
142	ему в	2	2
143	тому же	4	2
144	что они	3	2
145	со всеми	2	2
146	том как	2	2
147	не являются	2	2
148	что это	4	2
149	в самом	2	2
150	свидетельствует о	4	2
151	в обоих	2	2
152	как показывает	2	2
153	он не	5	2
154	к ней	3	2
155	не вполне	2	2
156	в котором	5	2
157	все же	6	2
158	себя в	2	2
159	не будет	2	2
160	не к	4	2
161	можно назвать	2	2
162	говорит о	2	2
163	только на	2	2
164	дело с	2	2
165	жизни в	6	2
166	и что	2	2
167	того чтобы	3	2
168	и он	2	2
169	только что	2	2
170	и по	3	2
171	в других	2	2
172	с ними	3	2
173	а то	2	2
174	и когда	3	2
175	у меня	2	2
176	говорить о	2	2
177	мы его	2	2
178	далеко не	5	2
179	к своему	2	2
180	в чем	2	2
