N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	41
2	то есть	26	24
3	мы уже	2	18
4	во всех	17	17
5	таким образом	9	17
6	в нем	30	16
7	и с	4	16
8	и его	14	13
9	но и	16	13
10	как мы	8	12
11	в этом	12	12
12	все это	5	11
13	все эти	9	11
14	прежде всего	8	10
15	в самом	5	10
16	не только	16	10
17	и др	14	10
18	у рабле	3	10
19	так как	3	10
20	здесь в	4	9
21	кроме того	4	9
22	и на	14	9
23	и все	4	9
24	о том	3	9
25	никогда не	3	8
26	в сущности	13	8
27	но в	8	8
28	у него	3	7
29	в них	6	7
30	вовсе не	7	7
31	том что	2	7
32	как бы	12	7
33	в особенности	8	7
34	как и	4	7
35	в его	13	7
36	мы видим	2	6
37	например в	2	6
38	один из	4	6
39	или в	8	6
40	также и	3	6
41	сказать что	2	6
42	в то	14	6
43	то же	14	5
44	с его	4	5
45	в одном	2	5
46	в ее	2	5
47	так же	2	5
48	же время	12	5
49	а также	2	5
50	из них	3	5
51	так и	11	5
52	в своем	3	5
53	рядом с	4	5
54	большинстве случаев	6	5
55	в той	10	5
56	той же	2	5
57	но он	2	5
58	в себе	3	5
59	там где	4	5
60	все время	3	4
61	с другой	5	4
62	и от	4	4
63	роль в	2	4
64	именно в	3	4
65	у нас	2	4
66	не в	7	4
67	и вообще	2	4
68	большей или	4	4
69	в большинстве	10	4
70	всех его	7	4
71	одной стороны	4	4
72	в большей	3	4
73	меньшей степени	4	4
74	в ней	4	4
75	в котором	2	4
76	даже в	2	4
77	все же	7	4
78	не может	14	4
79	с одной	4	4
80	как в	8	4
81	и наконец	4	4
82	и даже	6	4
83	одним из	4	4
84	а в	6	4
85	конечно и	2	4
86	более того	3	4
87	в результате	3	4
88	в основе	5	4
89	в другом	2	4
90	того же	6	4
91	с ним	7	4
92	из этого	3	4
93	перед нами	4	3
94	поэтому и	3	3
95	связанных с	4	3
96	первом случае	2	3
97	с этой	3	3
98	с этим	3	3
99	или меньшей	4	3
100	романа в	3	3
101	в духе	2	3
102	на все	2	3
103	одной из	3	3
104	до сих	2	3
105	не были	3	3
106	они были	2	3
107	было бы	3	3
108	и сам	3	3
109	уже сказали	2	3
110	конечно не	3	3
111	но оно	3	3
112	в него	3	3
113	сих пор	2	3
114	и для	4	3
115	при этом	6	3
116	и не	16	3
117	те же	2	3
118	того что	3	3
119	между ними	2	3
120	к нему	5	3
121	с другими	5	3
122	в данном	3	3
123	в плане	6	3
124	выходит за	3	3
125	только в	6	3
126	в первом	3	3
127	потому что	2	3
128	не могут	3	2
129	всех этих	4	2
130	в частности	2	2
131	связана с	2	2
132	в этих	2	2
133	все они	7	2
134	характерно что	2	2
135	и во	3	2
136	почти вовсе	5	2
137	переходит в	3	2
138	что все	2	2
139	если мы	2	2
140	для нас	2	2
141	в том	3	2
142	как его	5	2
143	так что	2	2
144	и самая	2	2
145	связи с	2	2
146	что они	2	2
147	на этом	2	2
148	но не	2	2
149	а на	2	2
150	до конца	12	2
151	и часто	4	2
152	может быть	14	2
153	за пределы	4	2
154	в своей	7	2
155	они могут	7	2
156	хотя и	2	2
157	он не	3	2
158	и потому	4	2
159	был бы	2	2
160	себя в	9	2
161	данном случае	3	2
162	где они	2	2
163	другой стороны	4	2
164	как раз	2	2
165	не на	5	2
166	еще более	5	2
167	в истории	3	2
168	лишь в	4	2
169	а не	15	2
170	и у	2	2
171	с точки	8	2
172	и те	2	2
173	мы не	2	2
174	и то	2	2
175	между тем	2	2
176	образом в	3	2
177	он в	5	2
178	точки зрения	16	2
179	на его	8	2
180	из этих	3	2
181	и этим	3	2
182	так сказать	5	2
183	но здесь	3	2
184	в эту	2	2
185	в романе	21	2
186	влияния на	3	2
