N	2gram	Bakhtin_Pr_5	Problemy
1	чужое слово	6	45
2	и в	35	43
3	и не	27	29
4	чужого слова	6	24
5	может быть	14	23
6	как бы	31	22
7	не может	18	18
8	в пределах	11	16
9	у достоевского	12	14
10	на чужое	2	14
11	но и	14	14
12	как и	18	14
13	точки зрения	7	13
14	в этом	14	13
15	что он	24	13
16	слова в	6	12
17	в нем	16	12
18	в одном	6	12
19	слова и	11	12
20	в каждом	6	11
21	не в	10	11
22	по себе	4	11
23	второй голос	9	11
24	не только	10	11
25	прежде всего	12	10
26	и на	6	10
27	но в	19	10
28	в его	21	10
29	как мы	8	10
30	никогда не	4	9
31	в большинстве	2	9
32	пределах одного	5	9
33	голосов в	5	9
34	авторское слово	2	9
35	еще не	7	9
36	в сущности	14	9
37	он не	13	9
38	слово и	2	9
39	яков петрович	6	8
40	с самим	15	8
41	для него	14	8
42	лишь в	7	8
43	большинстве случаев	2	8
44	то же	15	8
45	слово не	2	8
46	с чужим	2	8
47	с точки	2	8
48	и его	14	8
49	или в	2	8
50	слово в	2	8
51	свой предмет	2	7
52	о себе	17	7
53	он господа	7	7
54	и сам	7	7
55	в него	3	7
56	в самом	6	7
57	голос голядкина	7	7
58	слова с	2	7
59	к себе	18	7
60	к чужому	4	7
61	ведь и	4	7
62	в то	11	7
63	второго голоса	8	7
64	то что	10	7
65	что же	7	7
66	а не	4	7
67	в другом	12	7
68	в этих	2	6
69	в том	5	6
70	при этом	2	6
71	голядкина с	6	6
72	в котором	3	6
73	к одному	3	6
74	и наконец	7	6
75	и все	15	6
76	в речь	3	6
77	у него	4	6
78	не как	3	6
79	что я	13	6
80	о нем	2	6
81	приводит к	2	6
82	так сказать	2	6
83	голоса голядкина	4	5
84	да и	5	5
85	так что	5	5
86	же время	10	5
87	хотя и	2	5
88	у меня	6	5
89	к нему	13	5
90	все это	14	5
91	по отношению	6	5
92	таким образом	7	5
93	все эти	3	5
94	а в	7	5
95	рядом с	4	5
96	и с	12	5
97	тон и	4	5
98	самим собою	9	5
99	внутреннего диалога	13	5
100	но ведь	2	5
101	слово с	6	5
102	бы в	4	5
103	а что	2	5
104	это слово	4	5
105	к другому	16	5
106	вовсе не	7	5
107	ну да	2	5
108	о том	2	5
109	но не	6	5
110	самого голядкина	6	5
111	слов и	3	5
112	было бы	3	5
113	мы увидим	2	5
114	и что	6	5
115	отношению к	7	5
116	двух голосов	4	5
117	в той	4	5
118	самом деле	10	5
119	в речи	2	5
120	и он	2	5
121	в слове	6	5
122	сам по	2	5
123	в себе	5	5
124	чужой голос	6	5
125	героя и	10	5
126	голосов и	2	4
127	я не	8	4
128	и великие	2	4
129	своему предмету	7	4
130	что в	6	4
131	его собственных	2	4
132	принимает форму	3	4
133	в своем	2	4
134	с другой	4	4
