N	2gram	Tiupa_Lite_1	Formalny
1	и не	12	30
2	и в	8	27
3	может быть	13	25
4	не может	5	24
5	так и	4	21
6	и его	4	19
7	таким образом	3	18
8	в этом	12	18
9	а не	16	17
10	точки зрения	6	16
11	самом деле	2	16
12	в нем	2	15
13	то же	5	15
14	как и	6	14
15	с точки	2	14
16	не в	8	12
17	в самом	3	11
18	в жизни	6	11
19	художественное произведение	2	11
20	но и	17	10
21	лишь в	4	9
22	не только	24	9
23	что в	3	8
24	при этом	19	8
25	в пределах	3	8
26	как бы	7	8
27	отнюдь не	2	8
28	то что	10	8
29	как раз	4	8
30	только в	8	8
31	не менее	7	7
32	в том	16	7
33	же время	5	7
34	потому что	3	7
35	в искусстве	2	7
36	в то	5	7
37	его в	3	7
38	между тем	2	7
39	для них	2	7
40	в его	7	7
41	тем же	3	7
42	с другой	3	6
43	всяком случае	2	6
44	все эти	2	6
45	в своих	4	6
46	но в	3	6
47	что он	5	6
48	еще не	4	6
49	было бы	2	6
50	все же	4	6
51	в своей	4	6
52	хотя бы	2	6
53	в данном	5	6
54	во всяком	3	6
55	никогда не	4	5
56	не является	2	5
57	друг друга	4	5
58	в художественном	4	5
59	именно так	2	5
60	но не	4	5
61	сводится к	3	5
62	тому как	2	5
63	тем что	2	5
64	связи с	6	5
65	уже в	5	4
66	прежде всего	11	4
67	к тому	2	4
68	да и	3	4
69	же и	3	4
70	и является	2	4
71	в целом	8	4
72	литературного произведения	4	4
73	жизни и	3	4
74	данном случае	4	4
75	со стороны	4	4
76	в связи	4	4
77	о том	2	4
78	как это	8	4
79	не есть	2	4
80	том что	14	4
81	как в	5	4
82	только на	2	4
83	роль в	2	4
84	в слове	2	4
85	могут быть	2	4
86	подобно тому	2	4
87	произведение в	2	4
88	столь же	4	3
89	это не	4	3
90	в конце	4	3
91	должна быть	2	3
92	того что	6	3
93	одним из	5	3
94	в виду	3	3
95	и тем	4	3
96	только то	2	3
97	по отношению	3	3
98	той же	3	3
99	этом отношении	2	3
100	в основе	3	3
101	нуждается в	3	3
102	он и	3	3
103	раз и	2	3
104	того же	2	3
105	еще в	4	3
106	отношению к	2	3
107	уже не	7	3
108	не на	2	3
109	то он	2	3
110	в себе	7	3
111	для этого	4	2
112	человека и	2	2
113	или иной	2	2
114	в этой	4	2
115	на этом	2	2
116	художественного творчества	3	2
117	в формах	4	2
118	xviii века	2	2
119	и др	3	2
120	из них	4	2
121	дело не	2	2
122	в своем	11	2
123	и только	2	2
124	как совокупность	3	2
125	и даже	3	2
126	одну из	2	2
127	из этих	2	2
128	как он	2	2
129	в россии	2	2
130	с его	5	2
131	перестает быть	4	2
132	однако в	2	2
133	превращается в	2	2
134	не как	4	2
135	но при	2	2
136	одна из	3	2
137	ту или	2	2
138	в сущности	2	2
139	за пределы	2	2
140	на почве	2	2
141	даже в	2	2
142	не могло	2	2
143	должен быть	2	2
144	тем не	2	2
145	жизни с	2	2
146	в отличие	5	2
147	бы не	3	2
148	чтобы не	2	2
149	отношения между	2	2
150	ту же	2	2
151	дело в	3	2
152	отличие от	5	2
153	в области	3	2
