N	2gram	Losev_Dial_2	Psycholo
1	то что	14	37
2	и в	19	30
3	в том	14	27
4	что в	7	24
5	и что	5	23
6	потому что	14	23
7	том что	10	21
8	все время	3	20
9	таким образом	4	20
10	как бы	14	19
11	что он	6	17
12	если мы	2	16
13	и мы	3	16
14	не только	19	16
15	в самом	5	14
16	в этом	8	14
17	так же	2	13
18	как раз	5	13
19	в сущности	2	12
20	вместе с	2	12
21	с одной	2	12
22	может быть	20	11
23	что мы	2	11
24	о том	5	10
25	никогда не	9	9
26	с другой	5	9
27	и когда	4	9
28	не может	9	9
29	и то	7	9
30	сказать что	10	9
31	так как	14	9
32	с тем	2	8
33	что это	10	8
34	тому что	2	8
35	мы имеем	3	8
36	к тому	2	8
37	не в	8	8
38	сейчас же	3	8
39	а не	16	8
40	при этом	4	8
41	того что	6	8
42	заключается в	4	8
43	самом деле	4	8
44	мы видим	2	8
45	могут быть	4	8
46	и это	5	8
47	по себе	18	7
48	в нем	10	7
49	и как	10	7
50	зависимости от	2	7
51	но не	6	7
52	все же	4	7
53	и т	17	7
54	то же	12	7
55	точки зрения	12	7
56	как это	7	7
57	уже в	4	6
58	ясно что	4	6
59	в зависимости	2	6
60	в своем	4	6
61	что она	14	6
62	именно в	2	6
63	как и	10	6
64	что если	3	6
65	что с	2	6
66	и если	4	6
67	совершенно не	7	6
68	в искусстве	2	6
69	но и	12	6
70	что оно	4	6
71	и не	30	6
72	жизни и	6	6
73	и его	5	6
74	или в	2	6
75	тем что	2	6
76	мы уже	8	6
77	о котором	3	6
78	как будто	7	6
79	когда мы	3	6
80	на этом	2	6
81	только не	2	5
82	и есть	4	5
83	несмотря на	2	5
84	как мы	3	5
85	и потому	5	5
86	в этой	3	5
87	что они	6	5
88	еще не	4	5
89	до сих	2	5
90	было бы	3	5
91	сих пор	2	5
92	другой стороны	4	5
93	во внимание	3	5
94	в своих	2	5
95	в себе	15	5
96	но в	2	5
97	только в	5	5
98	же самое	2	5
99	как только	3	4
100	в результате	2	4
101	в частности	2	4
102	и все	12	4
103	прежде всего	8	4
104	то это	2	4
105	есть не	7	4
106	и к	7	4
107	в своей	8	4
108	от того	4	4
109	в ней	2	4
110	не есть	47	4
111	только что	5	4
112	а в	4	4
113	что всякая	3	4
114	как ни	2	4
115	и совершенно	2	4
116	в конце	2	4
117	о чем	3	4
118	в виду	5	4
119	не могут	4	3
120	и уже	3	3
121	была бы	3	3
122	что у	2	3
123	в состоянии	2	3
124	хотя бы	4	3
125	это не	10	3
126	не как	2	3
127	вовсе не	13	3
128	вопрос о	3	3
129	самого начала	2	3
130	одно и	4	3
131	что на	2	3
132	об этом	3	3
133	с самого	2	3
134	так что	7	3
135	это есть	8	3
136	эти два	2	3
137	что здесь	2	3
138	можно на	2	3
139	он не	4	3
140	как из	2	3
141	в ее	4	3
142	что и	5	3
143	на его	2	3
144	ни в	10	3
145	данном случае	2	3
146	так и	10	3
147	как в	2	3
148	в их	2	3
149	есть нечто	8	3
150	это только	3	3
151	и только	4	3
152	т д	15	3
153	времени и	9	3
154	но только	3	3
155	в той	3	3
156	тем же	2	3
157	в таком	4	3
158	в силу	5	3
159	сам по	3	3
160	но он	4	3
161	в каком	4	3
162	в данном	3	3
163	т п	2	3
164	в другом	4	3
165	мы должны	2	3
166	в этих	3	3
167	иметь в	2	3
168	в которой	2	3
169	выражение лица	2	2
170	перед нами	2	2
171	в душе	7	2
172	же как	3	2
173	это может	2	2
174	связи с	4	2
175	говорил что	2	2
176	понятно что	2	2
177	в противоположность	2	2
178	в одной	4	2
179	с этим	3	2
180	в одном	4	2
181	в каждом	2	2
182	что эти	2	2
183	не что	3	2
184	можно сказать	5	2
185	и можно	2	2
186	же в	2	2
187	различия между	2	2
188	но все	2	2
189	и при	2	2
190	очевидно что	2	2
191	должна быть	5	2
192	это значит	8	2
193	что по	2	2
194	или на	2	2
195	и та	6	2
196	как они	3	2
197	и следовательно	5	2
198	той или	4	2
199	себе не	3	2
200	сами по	3	2
201	его с	3	2
202	тех пор	3	2
203	себе и	3	2
204	но мы	2	2
205	иное как	3	2
206	из них	3	2
207	во всех	2	2
208	на сцене	2	2
209	быть и	4	2
210	мы только	2	2
211	все это	4	2
212	что есть	2	2
213	того как	2	2
214	все равно	5	2
215	это и	3	2
216	мы находим	3	2
217	и вот	4	2
218	с точки	8	2
219	и даже	14	2
220	принять во	3	2
221	есть только	4	2
222	должно быть	7	2
223	время как	7	2
224	в сферу	2	2
225	ничего не	3	2
226	и с	5	2
227	само по	2	2
228	что иное	3	2
229	в то	6	2
230	как он	4	2
231	все эти	2	2
232	только о	2	2
233	же не	3	2
234	нет ни	3	2
235	на самом	2	2
