N	2gram	Propp_Morf_1	FransuaR
1	и в	13	49
2	прежде всего	9	19
3	не только	4	17
4	и не	12	15
5	в этом	14	15
6	только в	2	13
7	но и	4	13
8	во время	6	12
9	как и	3	11
10	как бы	3	11
11	вовсе не	4	10
12	в этой	2	10
13	и др	10	9
14	в сущности	3	8
15	все же	7	7
16	один из	5	7
17	не может	14	7
18	таким образом	21	7
19	то же	7	7
20	все эти	2	7
21	как мы	6	7
22	то что	8	6
23	во всех	4	6
24	так и	6	6
25	сказать что	2	6
26	точки зрения	2	6
27	в то	3	6
28	так как	16	6
29	с его	2	5
30	в начале	3	5
31	но не	4	5
32	может быть	52	5
33	с точки	2	5
34	с другой	8	4
35	и к	4	4
36	том что	4	4
37	но все	3	4
38	этот момент	3	4
39	одна из	4	4
40	в свое	2	4
41	благодаря этому	3	4
42	в этих	13	4
43	в форме	6	4
44	а в	7	4
45	тем что	4	4
46	там где	5	4
47	но в	2	4
48	связана с	3	3
49	в собственном	3	3
50	что он	4	3
51	же в	2	3
52	в том	6	3
53	а затем	4	3
54	нельзя было	2	3
55	было бы	3	3
56	из них	3	3
57	несмотря на	4	3
58	другой стороны	4	3
59	к нему	3	3
60	можно было	2	3
61	также и	4	3
62	далеко не	5	3
63	о том	2	3
64	учение о	3	2
65	связи с	10	2
66	что в	8	2
67	могут быть	16	2
68	в нашем	3	2
69	до наших	2	2
70	в качестве	5	2
71	никто не	3	2
72	та же	2	2
73	имеем в	6	2
74	на то	2	2
75	в тех	6	2
76	можно сказать	2	2
77	без всякого	2	2
78	по существу	12	2
79	это и	2	2
80	но это	6	2
81	что они	2	2
82	здесь же	3	2
83	так например	3	2
84	ничего не	4	2
85	в пределах	3	2
86	еще не	3	2
87	и другие	6	2
88	этого момента	3	2
89	хотя и	3	2
90	эти формы	2	2
91	и за	2	2
92	собственном смысле	3	2
93	целый ряд	3	2
94	вряд ли	2	2
95	в связи	9	2
96	того как	2	2
97	на самом	4	2
98	того чтобы	3	2
99	так же	3	2
100	тому как	5	2
101	во всяком	2	2
102	подобно тому	6	2
103	наших дней	2	2
104	на его	4	2
105	в другом	2	2
106	со смертью	2	2
107	мы должны	3	2
108	тех же	4	2
109	здесь не	2	2
110	всяком случае	2	2
111	мы можем	2	2
