N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	29
2	то есть	20	21
3	таким образом	3	20
4	и не	11	16
5	в эпоху	5	15
6	и все	2	13
7	в этой	2	13
8	как и	16	12
9	и т.п	12	12
10	но в	8	12
11	так и	8	11
12	и на	5	11
13	в этом	15	11
14	то же	7	10
15	как мы	2	10
16	в то	3	10
17	не только	28	10
18	но и	14	9
19	же время	4	8
20	прежде всего	11	8
21	в его	7	8
22	и его	2	8
23	как бы	5	8
24	в них	4	7
25	в том	23	7
26	из них	3	6
27	здесь в	2	6
28	в сущности	2	6
29	своего рода	8	6
30	это не	3	5
31	того же	3	5
32	и о	4	5
33	далеко не	10	5
34	в нем	9	5
35	в своей	5	5
36	и по	2	5
37	сказать что	3	5
38	перед нами	3	4
39	но они	2	4
40	с его	4	4
41	в литературе	2	4
42	что он	4	4
43	по своему	3	4
44	еще не	14	4
45	и есть	2	4
46	и др	2	4
47	один из	3	4
48	то что	5	4
49	и одновременно	2	4
50	с другой	10	4
51	также и	3	4
52	тем что	3	4
53	точки зрения	3	4
54	том числе	2	3
55	тому как	3	3
56	в частности	9	3
57	в качестве	34	3
58	в своем	6	3
59	с ее	2	3
60	в ее	3	3
61	все же	3	3
62	но как	2	3
63	том что	19	3
64	и как	6	3
65	более или	2	3
66	того что	3	3
67	или менее	2	3
68	другой стороны	3	3
69	как к	2	3
70	одновременно и	2	3
71	при этом	13	3
72	в году	2	3
73	и даже	3	3
74	роль в	7	3
75	подобно тому	2	3
76	в себе	7	3
77	по своей	11	3
78	своего времени	2	3
79	уже в	2	2
80	времени и	3	2
81	связи с	4	2
82	к этому	2	2
83	числе и	2	2
84	жизни в	2	2
85	это в	2	2
86	в различных	2	2
87	к тому	5	2
88	и к	4	2
89	одной из	4	2
90	соответствии с	2	2
91	есть в	2	2
92	именно в	3	2
93	на этом	2	2
94	но не	11	2
95	в себя	5	2
96	одной стороны	9	2
97	было в	2	2
98	не может	9	2
99	о чем	2	2
100	на его	4	2
101	может быть	17	2
102	хотя и	2	2
103	наших дней	2	2
104	никогда не	2	2
105	уже не	4	2
106	а также	8	2
107	в виду	2	2
108	в котором	5	2
109	со стороны	7	2
110	себя в	2	2
111	как в	10	2
112	в их	5	2
113	в особенности	4	2
114	с одной	9	2
115	они не	2	2
116	или в	2	2
117	принадлежат к	3	2
118	в своих	3	2
119	в основе	7	2
120	в одной	3	2
121	только в	7	2
122	существенную роль	3	2
123	о том	8	2
124	так сказать	2	2
125	к которому	2	2
126	в новом	2	2
