N	2gram	Voloshinov_1	Narrotol
1	не только	5	31
2	но и	4	27
3	и не	16	23
4	при этом	7	19
5	может быть	13	15
6	в качестве	2	14
7	как и	6	13
8	а не	2	13
9	а в	6	13
10	только в	6	12
11	в этом	13	12
12	и в	15	11
13	в данном	3	11
14	и его	15	10
15	то что	10	9
16	то же	7	8
17	в том	4	8
18	данном случае	3	8
19	со стороны	2	8
20	и т.п	2	8
21	не может	13	8
22	уже не	5	8
23	если бы	3	7
24	у него	3	7
25	том что	5	7
26	на протяжении	5	7
27	но в	9	7
28	к тому	4	6
29	об этом	4	6
30	не в	4	6
31	в самом	6	6
32	как бы	11	6
33	один из	4	6
34	жизни и	5	6
35	как раз	2	6
36	во втором	3	6
37	в себе	4	6
38	в его	9	6
39	в этой	5	6
40	можно сказать	4	5
41	в своей	9	5
42	так и	10	5
43	и на	3	5
44	потому что	4	5
45	точки зрения	13	5
46	с его	8	4
47	никогда не	7	4
48	из этих	4	4
49	к себе	3	4
50	матери и	2	4
51	все же	5	4
52	для него	5	4
53	но не	5	4
54	же время	5	4
55	прежде всего	11	4
56	еще не	7	4
57	к нему	7	4
58	в ней	5	4
59	в нем	4	4
60	в первом	2	4
61	по себе	2	4
62	как в	3	4
63	того что	2	4
64	того чтобы	2	4
65	однако и	2	4
66	на себя	2	4
67	в то	6	4
68	одна из	3	4
69	из наиболее	3	4
70	в одном	3	4
71	в сознании	3	4
72	не существует	3	3
73	не менее	3	3
74	он сам	4	3
75	что в	6	3
76	в следующей	5	3
77	в нашем	3	3
78	в своем	2	3
79	это не	2	3
80	в жизни	5	3
81	не всегда	4	3
82	что он	8	3
83	сводится к	3	3
84	тем не	2	3
85	у нас	3	3
86	в целом	2	3
87	самом деле	7	3
88	и о	3	3
89	он не	4	3
90	не является	3	3
91	его жизни	6	3
92	отношению к	9	3
93	по отношению	11	3
94	в центре	3	3
95	не было	4	3
96	этом отношении	2	3
97	именно в	3	3
98	о них	2	3
99	мы не	4	3
100	и то	2	3
101	их в	2	3
102	и с	7	3
103	и ее	3	3
104	и все	4	3
105	между тем	2	3
106	этого не	2	2
107	для них	3	2
108	отнюдь не	2	2
109	в зависимости	2	2
110	в этих	2	2
111	его и	2	2
112	между собой	4	2
113	этих двух	2	2
114	в свою	2	2
115	что может	3	2
116	как мы	10	2
117	с ее	3	2
118	зависимости от	2	2
119	все что	9	2
120	чем он	2	2
121	между ними	2	2
122	до конца	5	2
123	до сих	3	2
124	она не	2	2
125	во сне	2	2
126	всяком случае	3	2
127	оно не	2	2
128	на две	3	2
129	хотя бы	7	2
130	себя в	2	2
131	вместе с	4	2
132	быть и	2	2
133	сих пор	3	2
134	только на	2	2
135	жизни в	3	2
136	и только	4	2
137	и через	2	2
138	человека в	3	2
139	и вот	6	2
140	и даже	2	2
141	и для	2	2
142	роль в	6	2
143	в таком	3	2
144	ничего не	2	2
145	с ними	4	2
146	нас в	2	2
147	сказать что	6	2
148	во всяком	4	2
149	мы можем	12	2
150	он и	2	2
151	что мы	2	2
152	один и	2	2
153	жизни но	2	2
154	дело в	2	2
155	так сказать	3	2
156	в чем	4	2
157	с ним	12	2
158	в области	3	2
