N	2gram	Bakhtin_Pr_3	EvropaiE
1	и в	34	37
2	в отношении	9	32
3	в пределах	6	25
4	точки зрения	8	23
5	что в	7	21
6	не только	10	18
7	с точки	4	17
8	в то	12	16
9	хотя бы	5	15
10	то же	14	15
11	отношении к	7	15
12	в своем	2	14
13	же время	12	14
14	но и	12	14
15	и не	29	14
16	но в	16	14
17	в этом	16	12
18	в том	3	11
19	так и	6	10
20	отнюдь не	2	9
21	прежде всего	15	9
22	не может	19	9
23	т е	12	9
24	в себе	6	9
25	только в	6	9
26	так же	8	9
27	к тому	5	8
28	в ее	3	8
29	было бы	2	8
30	в своей	3	8
31	между тем	3	8
32	как и	18	7
33	по своему	3	7
34	того что	5	7
35	с другой	4	7
36	так как	4	7
37	с этой	2	6
38	вовсе не	11	6
39	том что	3	6
40	может быть	19	6
41	как бы	27	6
42	то что	11	6
43	во всех	2	6
44	и даже	7	6
45	и на	6	6
46	столь же	2	5
47	не в	9	5
48	но не	4	5
49	как мы	7	5
50	в той	2	5
51	в виде	4	5
52	и потому	2	5
53	ни было	4	4
54	то ни	4	4
55	вопрос о	2	4
56	или иной	2	4
57	бы то	4	4
58	в самом	8	4
59	то в	2	4
60	в ней	3	4
61	к ней	2	4
62	той или	2	4
63	даже в	5	4
64	по себе	3	4
65	сказать что	2	4
66	того или	2	4
67	и к	12	3
68	но на	4	3
69	с тем	5	3
70	никогда не	8	3
71	и со	2	3
72	в них	2	3
73	вообще не	2	3
74	и от	5	3
75	с другом	2	3
76	этом смысле	4	3
77	в общем	4	3
78	мы видели	3	3
79	ли это	2	3
80	того же	2	3
81	друг с	2	3
82	из них	5	3
83	всяком случае	5	3
84	не является	2	3
85	что и	5	3
86	говорит о	2	3
87	когда он	2	3
88	бы и	4	3
89	как в	4	3
90	и только	2	3
91	она в	2	3
92	и для	8	3
93	и прежде	4	3
94	как на	2	3
95	в которых	2	3
96	потому что	12	3
97	во всяком	5	3
98	тем что	4	3
99	о том	2	3
100	там где	7	3
101	большинстве случаев	3	3
102	что все	4	2
103	он сам	5	2
104	а не	9	2
105	еще более	2	2
106	и во	3	2
107	с этим	2	2
108	в большинстве	2	2
109	и все	19	2
110	в одном	5	2
111	к нему	14	2
112	именно потому	2	2
113	и того	2	2
114	и как	3	2
115	в сторону	2	2
116	такой же	3	2
117	но как	4	2
118	но именно	2	2
119	что это	5	2
120	кажется что	2	2
121	и если	2	2
122	эти последние	2	2
123	дело идет	5	2
124	он не	15	2
125	в его	22	2
126	мог бы	2	2
127	и этот	2	2
128	в котором	3	2
129	в мире	4	2
130	жизни и	3	2
131	вместе с	4	2
132	что же	8	2
133	а в	5	2
134	таким образом	5	2
135	если бы	4	2
136	на них	5	2
137	но с	2	2
138	и что	5	2
139	и наконец	5	2
140	другой стороны	3	2
141	и тут	2	2
142	тому чтобы	2	2
143	с другими	4	2
144	в другой	2	2
145	и с	15	2
146	хотя и	3	2
147	ведь и	3	2
148	и то	3	2
149	как будто	7	2
150	мы должны	5	2
151	далеко не	3	2
152	бы в	3	2
