N	2gram	Bakhtin_Pr_3	Myslijsy
1	потому что	5	49
2	то есть	48	30
3	и в	53	24
4	может быть	12	23
5	в сознании	2	23
6	то что	9	20
7	и не	15	19
8	а не	11	18
9	в том	14	18
10	что в	2	16
11	не только	4	15
12	того же	2	14
13	при этом	3	13
14	было бы	5	13
15	не в	2	13
16	но не	5	12
17	не может	2	12
18	то же	6	12
19	мы можем	5	12
20	что и	3	11
21	вместе с	2	11
22	мы не	4	11
23	только в	4	11
24	таким образом	6	11
25	в себе	5	10
26	как в	7	10
27	так как	7	10
28	вовсе не	3	9
29	в нем	10	9
30	как бы	14	9
31	но и	7	9
32	а в	2	8
33	том что	5	8
34	более или	3	8
35	или менее	3	8
36	и на	18	8
37	в этом	8	8
38	могут быть	4	8
39	прежде всего	15	7
40	во всех	12	7
41	как и	11	7
42	тем что	2	7
43	с этим	2	7
44	с другой	2	6
45	тем не	2	6
46	не было	4	6
47	между тем	2	6
48	в то	5	6
49	уже в	2	5
50	и уже	2	5
51	не менее	3	5
52	с ним	2	5
53	тот же	2	5
54	если б	7	5
55	о том	2	5
56	и их	2	5
57	так и	6	5
58	в них	2	5
59	с другими	3	5
60	из них	4	5
61	в которой	2	5
62	место в	2	4
63	главным образом	3	4
64	никогда не	2	4
65	мысли о	2	4
66	образом в	2	4
67	а между	2	4
68	что он	4	4
69	одна из	7	4
70	до сих	5	4
71	еще не	5	4
72	и если	3	4
73	в самом	2	4
74	в некоторых	4	4
75	сих пор	5	4
76	в таком	2	4
77	влияние на	12	4
78	они не	3	4
79	от него	3	4
80	как он	2	4
81	так сказать	5	4
82	но в	5	4
83	что это	2	3
84	смысле этого	2	3
85	так например	2	3
86	это не	6	3
87	и от	3	3
88	и все	10	3
89	человека и	7	3
90	на все	2	3
91	хотя и	4	3
92	но это	3	3
93	например в	5	3
94	которые мы	2	3
95	к другим	2	3
96	в ней	7	3
97	и во	4	3
98	его в	2	3
99	и тем	2	3
100	слова и	3	3
101	человека в	3	3
102	и у	7	3
103	и для	4	3
104	той же	5	3
105	и вообще	3	3
106	далеко не	2	3
107	в этих	5	3
108	которые не	2	3
109	в эту	3	3
110	и той	2	2
111	в каждом	4	2
112	самого начала	4	2
113	связанные с	3	2
114	и его	10	2
115	но он	2	2
116	хотя бы	2	2
117	и это	3	2
118	в жизни	8	2
119	между ними	2	2
120	к этому	4	2
121	значение и	2	2
122	в собственном	2	2
123	с его	2	2
124	которой мы	2	2
125	все эти	9	2
126	есть в	3	2
127	же время	5	2
128	и тот	3	2
129	в его	8	2
130	и потому	5	2
131	себя и	2	2
132	один из	6	2
133	можно назвать	2	2
134	все это	8	2
135	над собою	2	2
136	близки к	2	2
137	в связи	2	2
138	и других	9	2
139	и они	2	2
140	в себя	6	2
141	мы находим	2	2
142	с самого	3	2
143	других в	2	2
144	мы видим	2	2
145	ко всем	2	2
146	и по	3	2
147	как это	2	2
148	нам по	2	2
149	по отношению	2	2
150	их в	2	2
151	сказать что	10	2
152	быть только	2	2
153	даже и	2	2
154	не то	3	2
155	во всем	2	2
156	во все	5	2
157	или по	3	2
158	мы должны	4	2
159	это было	3	2
