N	2gram	Nazirov_Tv_1	FransuaR
1	и в	21	49
2	то есть	12	32
3	прежде всего	4	19
4	в его	13	18
5	не только	7	17
6	и его	6	17
7	и на	7	17
8	и не	7	15
9	в этом	6	15
10	только в	5	13
11	но и	3	13
12	в году	7	13
13	как и	12	11
14	как бы	17	11
15	вовсе не	5	10
16	в этой	5	10
17	все это	10	9
18	в романе	10	9
19	для него	6	9
20	в нем	3	9
21	все же	5	7
22	один из	4	7
23	жизни и	3	7
24	не может	4	7
25	таким образом	5	7
26	то же	13	7
27	на протяжении	3	7
28	именно в	2	6
29	то что	8	6
30	в литературе	2	6
31	в себя	2	6
32	же время	12	6
33	времени и	4	6
34	так и	2	6
35	сказать что	2	6
36	и с	3	6
37	но он	2	6
38	в то	15	6
39	так как	3	6
40	в творчестве	6	6
41	с его	11	5
42	никогда не	3	5
43	в своем	4	5
44	уже в	3	5
45	протяжении всего	2	5
46	но не	3	5
47	при этом	7	5
48	тот же	2	5
49	может быть	5	5
50	в основном	4	5
51	в своей	4	5
52	в духе	2	4
53	с другой	3	4
54	в жизни	2	4
55	в себе	2	4
56	том что	11	4
57	одна из	2	4
58	в своих	5	4
59	в этих	2	4
60	а в	6	4
61	мы находим	2	4
62	году в	2	4
63	с ним	3	4
64	но в	7	4
65	место в	3	3
66	в книге	3	3
67	жизни в	6	3
68	человека и	4	3
69	не был	3	3
70	что он	6	3
71	в том	7	3
72	а затем	2	3
73	из них	2	3
74	в самом	3	3
75	даже в	3	3
76	с ее	3	3
77	связан с	3	3
78	на земле	3	3
79	что для	2	3
80	и все	6	3
81	и других	3	3
82	на первом	2	3
83	далеко не	3	3
84	о том	6	3
85	первом плане	2	3
86	в виду	2	3
87	лицо его	2	2
88	одного из	2	2
89	что в	12	2
90	отчасти и	2	2
91	могут быть	2	2
92	в качестве	2	2
93	та же	4	2
94	это в	3	2
95	века с	2	2
96	на площади	2	2
97	вот в	2	2
98	xix века	6	2
99	можно сказать	2	2
100	там же	3	2
101	это и	3	2
102	в дальнейшем	3	2
103	но это	5	2
104	вокруг себя	2	2
105	он видит	3	2
106	до конца	2	2
107	и другие	3	2
108	со всеми	3	2
109	одним из	4	2
110	у него	7	2
111	хотя и	3	2
112	в ней	2	2
113	к ней	2	2
114	в него	2	2
115	еще в	2	2
116	в мире	4	2
117	по преимуществу	2	2
118	вместе с	2	2
119	ее в	3	2
120	ту эпоху	2	2
121	в ту	3	2
122	в их	3	2
123	вряд ли	2	2
124	не во	2	2
125	страх перед	2	2
126	на самом	3	2
127	и даже	3	2
128	так же	3	2
129	традиции в	2	2
130	одной из	4	2
131	на его	3	2
132	как к	2	2
133	на эту	4	2
134	же с	2	2
