N	2gram	Bakhtin_sl_1	Myshleni
1	в процессе	4	27
2	и в	41	25
3	в том	3	23
4	том что	2	20
5	и речи	2	20
6	внутренней речи	3	19
7	так же	2	17
8	таким образом	9	17
9	в основе	5	16
10	как и	4	15
11	в его	13	15
12	в этом	12	14
13	может быть	14	13
14	в целом	2	13
15	между собой	2	13
16	так как	3	12
17	в качестве	3	12
18	по своему	2	11
19	перед нами	4	10
20	что они	2	10
21	как бы	12	10
22	и не	16	10
23	того что	3	10
24	было бы	3	10
25	только в	6	10
26	связи с	2	9
27	как в	8	9
28	мы не	2	9
29	не является	2	8
30	взаимного понимания	2	8
31	как мы	8	8
32	столь же	2	7
33	все эти	9	7
34	для того	2	7
35	с другой	5	6
36	не в	7	6
37	же как	2	6
38	и у	2	6
39	один из	4	6
40	не может	14	6
41	и на	14	6
42	потому что	2	6
43	в основном	3	6
44	от этого	2	6
45	в отношении	6	6
46	зависимости от	3	6
47	но не	2	6
48	того же	6	6
49	не только	16	6
50	все же	7	6
51	точки зрения	16	6
52	все это	5	6
53	можно было	2	6
54	слова и	13	6
55	так и	11	5
56	именно в	3	5
57	для него	3	5
58	одной стороны	4	5
59	при этом	6	5
60	друг с	2	5
61	одним из	4	5
62	с одной	4	5
63	и по	2	5
64	с ее	4	5
65	в зависимости	3	5
66	слов и	2	5
67	мы уже	2	5
68	и к	5	5
69	о том	3	5
70	входит в	4	5
71	могут быть	19	5
72	с другом	2	5
73	не могут	3	4
74	в частности	2	4
75	никогда не	3	4
76	в своем	3	4
77	из этих	3	4
78	прежде всего	8	4
79	в смысле	4	4
80	к тому	3	4
81	всяком случае	5	4
82	время как	2	4
83	речь и	3	4
84	из них	3	4
85	но и	16	4
86	друг друга	3	4
87	а в	6	4
88	сказать что	2	4
89	в то	14	4
90	с ним	7	4
91	которая не	3	4
92	в известном	2	4
93	с этим	3	4
94	и все	4	4
95	тем и	2	4
96	основе их	2	4
97	то время	2	4
98	еще не	4	4
99	он не	3	4
100	речи в	4	4
101	той же	2	4
102	во всяком	7	4
103	там где	4	4
104	с этой	3	3
105	в свою	3	3
106	как оно	3	3
107	на этом	2	3
108	и сам	3	3
109	в самом	5	3
110	в него	3	3
111	в котором	2	3
112	на том	2	3
113	другой стороны	4	3
114	с ними	3	3
115	в результате	3	3
116	между тем	2	3
117	его в	3	3
118	с которыми	2	3
119	не как	4	3
120	к этому	2	3
121	мы видим	2	3
122	то в	2	3
123	или иной	9	3
124	эта форма	3	3
125	не есть	2	3
126	с ней	2	3
127	связь с	2	3
128	или менее	3	3
129	а с	2	3
130	если мы	2	3
131	и слово	2	3
132	между ними	2	3
133	в виде	2	3
134	которые в	3	3
135	слова в	8	2
136	то же	14	2
137	все время	3	2
138	известном смысле	2	2
139	в этих	2	2
140	все они	7	2
141	тому что	2	2
142	и одновременно	2	2
143	и от	4	2
144	одного из	2	2
145	исторического развития	2	2
146	для нас	2	2
147	ни было	2	2
148	так что	2	2
149	мы и	2	2
150	в построении	2	2
151	на которые	2	2
152	свою очередь	2	2
153	смысле слова	2	2
154	такого рода	2	2
155	и той	2	2
156	хотя и	2	2
157	той или	9	2
158	в нем	30	2
159	где они	2	2
160	имеет дело	2	2
161	и других	3	2
162	должно быть	2	2
163	на его	8	2
164	и здесь	3	2
165	того или	2	2
166	зрения на	7	2
167	лишь на	3	2
168	в чисто	2	2
169	в плане	6	2
170	с его	4	2
171	всех этих	4	2
172	речи но	2	2
173	но по	2	2
174	в них	6	2
175	и во	3	2
176	в одном	2	2
177	связанные с	3	2
178	или иного	2	2
179	и эти	2	2
180	одна из	2	2
181	и может	3	2
182	которые являются	2	2
183	и потому	4	2
184	а также	2	2
185	в прямой	2	2
186	оно не	6	2
187	в своей	7	2
188	нами в	2	2
189	уже не	2	2
190	и эта	2	2
191	и для	4	2
192	речь в	2	2
193	и его	14	2
194	или в	8	2
195	с другими	5	2
196	и то	2	2
197	в себе	3	2
198	в эту	2	2
199	а как	2	2
