N	2gram	Losev_Vlad_2	Dialekti
1	не есть	4	40
2	и не	18	30
3	по себе	5	25
4	и в	30	18
5	ничего не	2	17
6	может быть	7	17
7	точки зрения	7	17
8	в нем	4	16
9	и есть	2	16
10	ни в	7	15
11	так что	5	15
12	не имеет	2	15
13	а не	7	14
14	потому что	9	14
15	что в	12	13
16	то что	20	13
17	не только	12	13
18	и даже	10	13
19	было бы	9	12
20	и что	5	12
21	с точки	3	12
22	в этом	20	12
23	не может	9	12
24	что это	4	11
25	что он	13	11
26	как бы	5	11
27	учение о	3	11
28	все это	5	11
29	это значит	2	11
30	в себе	6	11
31	так как	5	11
32	прежде всего	6	10
33	несмотря на	4	10
34	есть нечто	2	10
35	то же	4	10
36	сказать что	11	10
37	никогда не	7	9
38	это не	2	9
39	в том	18	9
40	так и	5	9
41	том что	12	9
42	и то	5	9
43	но это	4	8
44	к нему	2	8
45	вовсе не	4	7
46	и как	3	7
47	то в	5	7
48	но и	8	7
49	мы находим	2	7
50	что не	2	7
51	также и	6	7
52	можно сказать	4	6
53	да и	3	6
54	хотя бы	3	6
55	она не	2	6
56	никак не	3	6
57	ни с	2	6
58	не было	10	6
59	и вот	3	6
60	не в	9	6
61	его не	2	6
62	в то	9	6
63	в чем	2	6
64	с ним	5	6
65	не то	3	6
66	но в	8	6
67	сам по	2	6
68	я не	4	5
69	он сам	2	5
70	в этих	4	5
71	в своем	8	5
72	на то	2	5
73	в дальнейшем	5	5
74	есть и	2	5
75	и мы	4	5
76	ровно ничего	2	5
77	все же	9	5
78	отношение к	4	5
79	в отношении	3	5
80	и он	4	5
81	а в	11	5
82	само по	2	5
83	можно было	2	5
84	и с	14	5
85	мы должны	4	5
86	в виду	2	5
87	нисколько не	2	4
88	больше того	2	4
89	по крайней	4	4
90	в конце	13	4
91	к тому	2	4
92	во всяком	6	4
93	это мы	5	4
94	об этом	6	4
95	крайней мере	4	4
96	но не	3	4
97	же время	3	4
98	не могу	2	4
99	хотя и	6	4
100	не о	2	4
101	в котором	5	4
102	то это	4	4
103	так же	4	4
104	собственно говоря	2	4
105	и притом	2	4
106	только и	3	4
107	как мы	11	4
108	к ней	3	4
109	и вообще	10	4
110	о том	4	4
111	как он	2	4
112	и жизни	2	4
113	как это	7	4
114	для меня	4	4
115	а он	2	3
116	содержит в	4	3
117	всех этих	3	3
118	в них	3	3
119	имеет никакого	2	3
120	же это	2	3
121	что и	3	3
122	которой не	2	3
123	вплоть до	3	3
124	что я	3	3
125	более или	3	3
126	уже и	2	3
127	но что	5	3
128	относиться к	2	3
129	конечно не	4	3
130	и о	4	3
131	есть просто	2	3
132	и из	2	3
133	он не	4	3
134	в его	11	3
135	и потому	2	3
136	даже в	2	3
137	гораздо более	2	3
138	жизни и	6	3
139	отношения к	3	3
140	или менее	3	3
141	что же	8	3
142	мысли и	2	3
143	в их	2	3
144	в самом	2	3
145	еще и	6	3
146	еще более	3	3
147	но все	2	3
148	должно быть	3	3
149	что для	2	3
150	конце концов	3	3
151	в данном	3	3
152	очень много	2	3
153	в ней	4	3
154	даже и	3	3
155	и вы	2	3
156	только в	6	3
157	но вот	3	3
158	и все	7	3
159	как у	2	2
160	на этом	2	2
161	не менее	7	2
162	даже больше	2	2
163	не был	2	2
164	того что	5	2
165	именно в	4	2
166	в виде	3	2
167	в частности	2	2
168	как в	3	2
169	с этой	4	2
170	эти последние	4	2
171	и от	2	2
172	из этих	3	2
173	точно так	3	2
174	раз и	2	2
175	мы сами	2	2
176	к этому	6	2
177	быть в	3	2
178	от всякой	2	2
179	как и	5	2
180	и при	2	2
181	что если	2	2
182	совершенно ничего	2	2
183	здесь в	2	2
184	для него	9	2
185	только тогда	2	2
186	и может	2	2
187	для того	2	2
188	о чем	6	2
189	и больше	3	2
190	о своем	2	2
191	себе и	2	2
192	это за	2	2
193	всяком случае	6	2
194	тем более	3	2
195	но уже	2	2
196	другими словами	5	2
197	в своей	5	2
198	с ней	2	2
199	которое в	2	2
200	со стороны	4	2
201	есть для	2	2
202	нужно понимать	2	2
203	иной раз	2	2
204	с этим	5	2
205	на земле	2	2
206	все эти	5	2
207	уже не	3	2
208	можно говорить	3	2
209	он на	2	2
210	и для	3	2
211	стремится к	2	2
212	учения о	3	2
213	ее на	2	2
214	же и	2	2
215	что касается	3	2
216	он и	3	2
217	ко всему	4	2
218	я в	3	2
219	или по	2	2
220	говоря о	3	2
221	и это	3	2
222	время как	2	2
223	это было	4	2
