N	2gram	Vygotskiy__3	Myslijsy
1	потому что	6	52
2	и в	25	39
3	может быть	13	27
4	в том	23	26
5	только в	10	25
6	что в	17	22
7	не может	6	22
8	так как	12	21
9	не только	6	21
10	в нем	2	20
11	но и	4	20
12	и не	10	18
13	том что	20	16
14	так что	2	16
15	не в	6	15
16	в этом	14	15
17	если бы	5	14
18	отношению к	2	13
19	так и	5	13
20	по отношению	3	13
21	в себе	2	13
22	таким образом	17	13
23	было бы	10	12
24	мы не	9	10
25	по себе	7	10
26	не есть	3	10
27	то что	15	10
28	как в	9	10
29	и что	10	10
30	речи и	8	10
31	могут быть	5	9
32	для нас	2	9
33	как и	15	9
34	тем что	8	9
35	тогда когда	4	9
36	в одном	2	8
37	но не	6	8
38	вместе с	14	8
39	того что	10	8
40	точки зрения	6	8
41	с другой	6	7
42	должно быть	2	7
43	с этим	4	7
44	то и	4	7
45	в этих	2	7
46	не менее	6	6
47	независимо от	4	6
48	от нее	4	6
49	тем не	5	6
50	и как	5	6
51	еще не	4	6
52	как бы	10	6
53	что и	10	6
54	все же	6	6
55	то же	2	6
56	при этом	5	6
57	и по	5	6
58	в каком	2	6
59	того как	3	6
60	с тем	16	5
61	но это	5	5
62	то в	3	5
63	и потому	2	5
64	в его	15	5
65	другой стороны	3	5
66	так же	17	5
67	а в	4	5
68	и для	2	5
69	друг друга	4	5
70	и его	2	5
71	в таком	2	5
72	между тем	3	5
73	не могут	4	4
74	никогда не	4	4
75	однако в	2	4
76	тем самым	2	4
77	с нею	2	4
78	этом смысле	2	4
79	прежде всего	4	4
80	в свою	3	4
81	в смысле	4	4
82	мы видели	6	4
83	мы видим	3	4
84	свою очередь	2	4
85	для него	5	4
86	слов и	5	4
87	к тому	4	4
88	от того	4	4
89	в своих	2	4
90	бы быть	2	4
91	и других	2	4
92	все остальные	2	4
93	тому как	2	4
94	говорит он	4	4
95	само по	2	4
96	из этих	4	4
97	во всем	3	4
98	в то	4	4
99	что мы	7	4
100	слова и	6	4
101	там где	4	4
102	бы в	2	4
103	на деле	3	4
104	что это	5	3
105	тому что	2	3
106	в них	2	3
107	столь же	7	3
108	что слово	4	3
109	оно не	2	3
110	и во	2	3
111	и от	2	3
112	и это	4	3
113	в жизни	3	3
114	показывает что	8	3
115	самого начала	6	3
116	о котором	2	3
117	слова мы	2	3
118	как она	3	3
119	только потому	2	3
120	с самого	6	3
121	когда в	3	3
122	в этой	5	3
123	в своем	4	3
124	того же	6	3
125	если мы	3	3
126	но тем	2	3
127	мы увидим	4	3
128	одной стороны	5	3
129	все более	2	3
130	в своей	2	3
131	и их	3	3
132	для того	7	3
133	об отношении	2	3
134	в мире	2	3
135	связи с	9	3
136	и той	2	3
137	в самом	3	3
138	были бы	3	3
139	что как	2	3
140	с одной	5	3
141	одной и	2	3
142	заключается в	9	3
143	не мог	4	3
144	что понятие	4	3
145	как на	2	3
146	той же	4	3
147	с ним	4	3
148	понятия и	3	3
149	что по	2	3
150	и то	2	3
151	вопрос об	2	3
152	сказать что	4	3
153	во всяком	4	3
154	хотя и	2	3
155	он не	4	3
156	этим последним	2	3
157	мы должны	6	3
158	могло бы	4	3
159	и все	4	3
160	этих последних	2	3
161	и другое	5	3
162	к которому	3	3
163	но как	3	3
164	слова в	2	2
165	мы будем	2	2
166	пути развития	3	2
167	взаимного понимания	8	2
168	но на	3	2
169	самый процесс	2	2
170	по этому	3	2
171	в животном	6	2
172	все они	2	2
173	не создает	3	2
174	с этой	3	2
175	одного и	4	2
176	мы называем	2	2
177	эти формы	2	2
178	в понятии	5	2
179	одного из	2	2
180	связь с	3	2
181	и вместе	2	2
182	в собственном	6	2
183	не можем	3	2
184	на то	4	2
185	а как	2	2
186	к одному	5	2
187	таким же	2	2
188	как мы	8	2
189	же в	2	2
190	в другую	2	2
191	понятий в	6	2
192	ни было	2	2
193	уже не	2	2
194	но все	2	2
195	не будет	2	2
196	все что	2	2
197	с понятием	3	2
198	и может	2	2
199	того чтобы	8	2
200	мог бы	4	2
201	мы в	2	2
202	могли бы	11	2
203	предметов и	4	2
204	имеет место	3	2
205	одним из	5	2
206	к другим	2	2
207	словом или	2	2
208	но всегда	2	2
209	с ее	5	2
210	в целом	13	2
211	слова не	2	2
212	заключает в	2	2
213	на основании	11	2
214	только при	2	2
215	только что	2	2
216	для этого	2	2
217	ничего общего	3	2
218	связь между	4	2
219	и только	2	2
220	из основных	3	2
221	и того	4	2
222	что оно	4	2
223	связи между	5	2
224	этот вопрос	3	2
225	из того	2	2
226	образом что	2	2
227	вытекает из	2	2
228	в течение	2	2
229	что речь	4	2
230	на этот	2	2
231	тем же	4	2
232	речь и	4	2
233	или в	2	2
234	рода но	2	2
235	и том	2	2
236	в начале	2	2
237	в один	2	2
238	его к	3	2
239	о том	5	2
240	связанное с	2	2
241	которые не	4	2
242	не могли	3	2
243	и которые	3	2
244	мы можем	7	2
