N	2gram	Tiupa_Disk_2	Problema
1	и не	15	28
2	то есть	12	27
3	не только	10	24
4	только в	3	23
5	в том	8	20
6	и в	16	20
7	ни в	7	17
8	все эти	3	16
9	то что	5	15
10	потому что	4	15
11	той или	3	14
12	но и	11	14
13	точки зрения	4	14
14	перед нами	3	13
15	или иной	3	13
16	не в	3	13
17	также и	3	13
18	в себе	19	12
19	том что	10	12
20	прежде всего	7	11
21	с точки	2	11
22	как будто	3	11
23	не менее	7	10
24	отнюдь не	6	10
25	в качестве	16	10
26	не является	4	10
27	так и	9	10
28	и его	3	10
29	может быть	16	9
30	все это	2	9
31	в этом	16	9
32	содержит в	2	8
33	что он	2	8
34	в той	2	8
35	в результате	2	8
36	и все	3	8
37	но в	11	8
38	с другой	5	7
39	это не	3	7
40	есть в	2	7
41	еще не	6	7
42	такого рода	9	7
43	то же	6	7
44	именно в	2	7
45	а не	14	7
46	и с	2	7
47	в ней	2	7
48	здесь не	2	7
49	а также	8	6
50	как и	16	6
51	но это	3	6
52	при этом	17	6
53	другой стороны	2	6
54	в данном	7	6
55	мы имеем	2	6
56	но не	7	5
57	в нем	7	5
58	здесь в	3	5
59	можно сказать	3	5
60	известного рода	4	5
61	человеческой жизни	2	5
62	жизни и	3	5
63	вместе с	2	5
64	данном случае	6	5
65	как в	8	5
66	не может	9	5
67	в них	3	5
68	уже не	3	5
69	в этих	3	5
70	о том	4	5
71	времени и	2	4
72	и для	2	4
73	в одном	4	4
74	и ее	3	4
75	в этой	4	4
76	тем самым	6	4
77	в своей	6	4
78	как бы	4	4
79	а в	2	4
80	и наконец	3	4
81	в то	5	4
82	человека в	4	3
83	у пушкина	2	3
84	или иного	2	3
85	для него	5	3
86	и как	3	3
87	в его	3	3
88	но она	3	3
89	что и	2	3
90	что в	5	3
91	в своем	5	3
92	не было	3	3
93	тут же	2	3
94	и на	5	3
95	из них	3	3
96	к его	4	3
97	в другом	3	3
98	в области	2	3
99	в частности	12	2
100	столь же	3	2
101	для себя	2	2
102	стороны и	2	2
103	с его	6	2
104	является не	2	2
105	в пределах	4	2
106	и может	3	2
107	по преимуществу	2	2
108	некоторого рода	2	2
109	в обоих	2	2
110	он не	3	2
111	в котором	3	2
112	все же	6	2
113	с ее	2	2
114	себя в	6	2
115	не к	2	2
116	можно назвать	4	2
117	с ней	2	2
118	и прежде	2	2
119	жизни в	3	2
120	там же	2	2
121	ни к	5	2
122	и возможность	2	2
123	говорить о	2	2
124	и то	4	2
125	или по	2	2
126	далеко не	2	2
127	его в	3	2
128	и это	2	2
129	дело в	2	2
130	к своему	2	2
131	того же	2	2
