N	2gram	Tiupa_Narr_1	Analitik
1	не только	32	22
2	тогда как	12	20
3	и в	19	18
4	как и	7	14
5	так и	9	14
6	в этом	17	14
7	но и	23	13
8	и его	5	13
9	в частности	14	12
10	том что	14	12
11	в качестве	21	12
12	и не	20	12
13	при этом	9	11
14	коммуникативного события	12	11
15	а в	11	10
16	как бы	4	10
17	то есть	19	10
18	может быть	25	9
19	со стороны	9	9
20	в тексте	16	9
21	что в	3	9
22	а не	12	9
23	в том	18	9
24	с его	6	8
25	своего рода	12	8
26	и даже	3	8
27	не случайно	2	8
28	всего лишь	2	8
29	с другой	8	7
30	но не	5	7
31	в его	9	7
32	отношению к	6	7
33	во второй	2	7
34	как раз	2	7
35	по отношению	7	7
36	к тому	7	6
37	не в	14	6
38	для него	2	6
39	еще не	7	6
40	в этой	5	6
41	он не	3	6
42	и самого	3	6
43	текста в	2	6
44	о том	6	6
45	никогда не	3	5
46	однако в	2	5
47	не является	8	5
48	в случае	7	5
49	прежде всего	4	5
50	в свою	3	5
51	или иной	5	5
52	такого рода	7	5
53	как правило	4	5
54	в мире	9	5
55	и т.п	8	5
56	другой стороны	4	5
57	в сущности	3	5
58	уже не	5	5
59	в результате	2	5
60	между тем	3	5
61	мы имеем	2	5
62	креативная компетенция	6	5
63	представляет собой	13	5
64	не менее	3	4
65	перед нами	4	4
66	о чем	2	4
67	отнюдь не	5	4
68	в своем	2	4
69	столь же	3	4
70	состоит в	13	4
71	по себе	5	4
72	что он	6	4
73	можно сказать	5	4
74	и как	5	4
75	себя в	5	4
76	свою очередь	3	4
77	во втором	4	4
78	имеем дело	2	4
79	в пределах	2	4
80	картина мира	5	4
81	не есть	3	4
82	все же	7	4
83	картины мира	5	4
84	в притче	3	4
85	приводит к	2	4
86	коммуникативной стратегии	3	4
87	тем самым	6	4
88	и на	3	4
89	в данном	5	4
90	далеко не	5	4
91	героя и	4	4
92	что по	2	4
93	уже в	3	3
94	в рамках	12	3
95	восходит к	3	3
96	не столько	4	3
97	из этих	3	3
98	ключ к	2	3
99	говорит и	2	3
100	личности в	2	3
101	не всегда	2	3
102	форма авторства	2	3
103	его как	2	3
104	в ее	3	3
105	тому же	5	3
106	сказания или	4	3
107	что они	3	3
108	было бы	4	3
109	же время	4	3
110	к содержанию	3	3
111	той или	4	3
112	> как	2	3
113	если в	3	3
114	с ее	3	3
115	не будет	3	3
116	как говорит	3	3
117	данном случае	4	3
118	как в	7	3
119	который в	2	3
120	дело с	2	3
121	то же	4	3
122	не было	2	3
123	этом отношении	3	3
124	именно в	6	3
125	что не	4	3
126	роль в	2	3
127	без исключения	2	3
128	ничего не	2	3
129	здесь и	2	3
130	пока еще	4	3
131	являет собой	2	3
132	компетенция анекдота	2	3
133	следует признать	2	3
134	точки зрения	10	3
135	подобно тому	2	3
136	что касается	2	3
137	но как	2	3
138	говорить о	2	3
139	в то	3	3
140	его в	2	3
141	в произведении	3	3
142	здесь не	4	3
143	в особенности	4	3
144	как это	6	3
145	к сообщаемому	2	2
146	художественного высказывания	2	2
147	в противоположность	2	2
148	например как	2	2
149	как формы	2	2
150	или анекдота	3	2
151	ни столь	2	2
152	очевидным образом	2	2
153	могут быть	3	2
154	говоря словами	2	2
155	анекдотического дискурса	2	2
156	все эти	2	2
157	конечном счете	2	2
158	сказания это	2	2
159	в анекдоте	2	2
160	это не	2	2
161	не как	2	2
162	риторика сказания	2	2
163	до которой	2	2
164	риторический предел	2	2
165	совершенно очевидно	2	2
166	в нем	4	2
167	и ее	2	2
168	несмотря на	2	2
169	тем не	3	2
170	же в	4	2
171	кто говорит	2	2
172	да и	4	2
173	дискурса в	2	2
174	говорит о	2	2
175	субъекта и	2	2
176	вплоть до	2	2
177	то в	6	2
178	в противовес	4	2
179	речевого замысла	2	2
180	сознания к	2	2
181	одна из	3	2
182	мира и	2	2
183	компетенция жанра	2	2
184	подход к	2	2
185	не предполагает	5	2
186	одной стороны	7	2
187	как справедливо	2	2
188	это и	3	2
189	писал он	2	2
190	не от	2	2
191	ситуации рассказывания	2	2
192	совершенно не	2	2
193	например в	2	2
194	значительной степени	2	2
195	коммуникативной ситуации	2	2
196	иначе говоря	6	2
197	ни для	7	2
198	сказание или	2	2
199	хотя и	3	2
200	в ней	3	2
201	в конечном	3	2
202	и потому	2	2
203	а также	7	2
204	по своей	3	2
205	авторской позиции	2	2
206	даже в	2	2
207	по сути	2	2
208	один из	3	2
209	которого он	2	2
210	не с	3	2
211	то что	11	2
