N	2gram	Vinokur_St_1	Istorich
1	и в	44	22
2	мы имеем	2	19
3	в этом	21	17
4	и т	30	16
5	т е	15	16
6	т д	21	15
7	что в	30	15
8	не только	18	14
9	но и	10	12
10	и не	16	12
11	может быть	15	11
12	в этих	2	11
13	еще не	3	10
14	таким образом	7	10
15	но в	10	10
16	что он	10	9
17	в нем	5	9
18	что и	6	9
19	в том	36	9
20	что они	7	8
21	с этим	3	8
22	не знаю	2	8
23	том что	29	8
24	другой стороны	7	7
25	с другой	9	7
26	но не	3	7
27	то что	18	7
28	из них	8	7
29	так как	5	7
30	там где	5	7
31	это не	8	6
32	что здесь	2	6
33	не все	3	6
34	а в	17	6
35	то же	5	6
36	возможно что	3	6
37	а не	16	6
38	во время	3	6
39	ничего не	2	6
40	если бы	9	6
41	не менее	5	5
42	в частности	4	5
43	тем не	2	5
44	так что	6	5
45	до сих	7	5
46	все же	8	5
47	этом случае	2	5
48	что она	4	5
49	он не	2	5
50	того что	9	5
51	сих пор	7	5
52	к нему	2	5
53	могут быть	5	5
54	в этой	11	5
55	не всегда	2	4
56	как это	4	4
57	у нас	11	4
58	не в	12	4
59	только в	10	4
60	она не	2	4
61	что на	2	4
62	отношение к	2	4
63	для нас	7	4
64	а именно	3	4
65	и его	8	4
66	в данном	14	4
67	можно найти	2	4
68	не может	8	4
69	но он	2	4
70	тем что	5	4
71	все эти	5	4
72	в других	2	4
73	и с	3	4
74	я не	7	3
75	что у	4	3
76	превращается в	2	3
77	целый ряд	2	3
78	и все	2	3
79	представление о	4	3
80	прежде всего	7	3
81	очень часто	3	3
82	как и	9	3
83	но это	6	3
84	у него	2	3
85	было бы	17	3
86	между прочим	2	3
87	можно ли	4	3
88	в его	9	3
89	никогда не	5	3
90	в целом	5	3
91	быть и	2	3
92	данном случае	6	3
93	со стороны	6	3
94	должен был	2	3
95	и у	2	3
96	а если	2	3
97	так же	5	3
98	сказать что	7	3
99	потому что	6	3
100	из этих	6	3
101	о том	17	3
102	его в	2	3
103	при помощи	2	3
104	их в	2	3
105	в чем	3	3
106	если это	3	3
107	и и	2	2
108	не было	4	2
109	всех этих	2	2
110	в сторону	2	2
111	и так	3	2
112	вовсе не	19	2
113	вопрос о	4	2
114	нет никаких	2	2
115	в тех	3	2
116	во всяком	6	2
117	уже выше	2	2
118	ни в	3	2
119	но все	4	2
120	такой же	5	2
121	и более	2	2
122	с одной	3	2
123	как в	13	2
124	при этом	2	2
125	в качестве	4	2
126	что там	2	2
127	то время	2	2
128	ни один	2	2
129	одной стороны	2	2
130	совершенно не	5	2
131	например в	8	2
132	же как	3	2
133	да и	3	2
134	в ней	3	2
135	и потому	2	2
136	всяком случае	6	2
137	в котором	5	2
138	даже в	3	2
139	не имеет	4	2
140	то это	3	2
141	и уже	2	2
142	отношению к	3	2
143	должно было	2	2
144	и это	2	2
145	жизни и	5	2
146	так и	9	2
147	даже не	4	2
148	по отношению	3	2
149	в своем	2	2
150	не могла	2	2
151	никто не	4	2
152	той же	5	2
153	если не	2	2
154	еще более	4	2
155	на самом	6	2
156	этот вопрос	4	2
157	из того	2	2
158	и что	4	2
159	что не	3	2
160	и даже	5	2
161	здесь дело	2	2
162	есть только	2	2
163	и для	3	2
164	время как	2	2
165	а то	2	2
166	в которых	5	2
167	и то	5	2
168	дело с	2	2
169	из которого	2	2
170	между тем	3	2
171	в виде	3	2
172	точки зрения	11	2
173	в другом	3	2
174	в то	9	2
175	видно что	3	2
176	как будто	4	2
177	как правило	2	2
178	во многих	3	2
179	на полу	3	2
180	то не	2	2
181	а также	2	2
182	в наших	2	2
183	случае в	4	2
