N	2gram	Bakhtin_Fr_3	Literetu
1	не только	13	24
2	при этом	3	19
3	но и	11	17
4	а не	5	16
5	в том	8	16
6	в частности	3	15
7	том что	4	14
8	может быть	9	13
9	в году	5	13
10	и не	13	12
11	в этом	15	12
12	прежде всего	16	11
13	в своем	7	11
14	своего рода	2	11
15	такого рода	3	10
16	то что	5	10
17	в целом	2	8
18	и в	40	8
19	только в	3	8
20	не менее	2	7
21	в его	13	7
22	как бы	3	7
23	в себе	3	7
24	как и	11	6
25	и сам	2	6
26	связи с	6	6
27	точки зрения	2	6
28	xix века	4	6
29	то есть	18	6
30	с его	3	5
31	что он	2	5
32	же время	6	5
33	а также	4	5
34	как в	3	5
35	не может	3	5
36	то же	7	5
37	в отличие	3	5
38	уже в	2	5
39	одним из	2	5
40	в данном	4	5
41	в то	6	5
42	отличие от	3	5
43	для этого	3	4
44	это не	2	4
45	в конце	3	4
46	но не	2	4
47	еще не	3	4
48	еще в	3	4
49	все же	2	4
50	из них	4	4
51	по преимуществу	2	4
52	в своей	6	4
53	данном случае	2	4
54	так и	3	4
55	и т.п	10	4
56	в связи	5	4
57	лишь в	2	4
58	и его	17	4
59	как раз	5	4
60	в своих	5	4
61	в этой	3	4
62	в основе	5	3
63	не было	5	3
64	что в	12	3
65	и есть	3	3
66	с другой	2	3
67	одного из	2	3
68	одна из	3	3
69	в культуре	4	3
70	и прежде	3	3
71	века в	2	3
72	например в	2	3
73	в самом	6	3
74	у него	8	3
75	том же	2	3
76	же и	3	3
77	один из	4	3
78	и др	7	3
79	жизни и	4	3
80	в их	4	3
81	по отношению	3	3
82	а в	3	3
83	таким образом	10	3
84	еще и	2	3
85	тем же	2	3
86	и даже	4	3
87	той же	8	3
88	потому что	2	3
89	одно из	3	3
90	нуждается в	3	3
91	он и	7	3
92	но в	8	3
93	также и	4	3
94	далеко не	2	3
95	дело в	2	3
96	в области	4	3
97	в виду	7	3
98	на этом	2	2
99	дело не	3	2
100	для всей	2	2
101	из этих	2	2
102	для понимания	3	2
103	в мире	4	2
104	в другом	3	2
105	в нашей	2	2
106	или иной	2	2
107	того же	2	2
108	для него	5	2
109	было бы	4	2
110	от языка	2	2
111	вплоть до	3	2
112	xx века	5	2
113	даже в	4	2
114	в нем	5	2
115	отношению к	2	2
116	не к	2	2
117	в сущности	9	2
118	жизни с	2	2
119	только на	4	2
120	этом отношении	2	2
121	все эти	8	2
122	самом деле	3	2
123	ко всему	2	2
124	хотя бы	2	2
125	что для	2	2
126	роль в	4	2
127	можно было	3	2
128	между тем	3	2
129	нового времени	2	2
130	тем что	3	2
131	о том	4	2
132	как он	2	2
