N	2gram	Propp_Isto_2	slovoVRo
1	и в	15	41
2	в нем	7	30
3	и т	19	28
4	могут быть	2	19
5	во всех	2	17
6	но и	14	16
7	и не	11	16
8	не только	18	16
9	а не	5	15
10	то же	10	14
11	может быть	17	14
12	и др	4	14
13	не может	5	14
14	и его	3	14
15	и на	4	14
16	в сущности	2	13
17	в его	6	13
18	как бы	6	12
19	в этом	11	12
20	так и	5	11
21	таким образом	7	9
22	все эти	4	9
23	слова в	2	8
24	прежде всего	5	8
25	на его	2	8
26	в особенности	2	8
27	но в	6	8
28	как в	5	8
29	или в	2	8
30	не в	7	7
31	все же	9	7
32	это не	2	6
33	при этом	4	6
34	а в	12	6
35	только в	6	6
36	с другой	2	5
37	все это	3	5
38	т д	18	5
39	к нему	5	5
40	с другими	2	5
41	он в	3	5
42	так сказать	2	5
43	перед нами	2	4
44	оно и	2	4
45	кроме того	2	4
46	одной стороны	3	4
47	и часто	2	4
48	в ней	4	4
49	один из	8	4
50	с ее	2	4
51	в их	3	4
52	с одной	4	4
53	и наконец	5	4
54	и с	4	4
55	в которой	2	4
56	всех этих	3	4
57	как и	2	4
58	здесь в	2	4
59	еще не	9	4
60	о нем	4	4
61	другой стороны	2	4
62	и для	2	4
63	ничего не	7	4
64	никогда не	15	3
65	хотя бы	2	3
66	из этих	3	3
67	к тому	5	3
68	в том	6	3
69	в него	2	3
70	из них	2	3
71	его и	4	3
72	в разных	2	3
73	именно в	2	3
74	того что	3	3
75	в других	3	3
76	с ними	2	3
77	и здесь	9	3
78	не было	2	3
79	о том	3	3
80	его в	10	3
81	так как	14	3
82	у него	4	3
83	с этим	5	3
84	в себе	4	3
85	по существу	2	3
86	в качестве	3	3
87	она не	5	3
88	и может	2	3
89	было бы	5	3
90	одной из	4	3
91	он не	8	3
92	в основном	2	3
93	и ее	2	3
94	связана с	6	2
95	же как	5	2
96	в другой	4	2
97	этом случае	5	2
98	для нас	4	2
99	так что	6	2
100	они были	2	2
101	что они	10	2
102	например в	2	2
103	был бы	2	2
104	и по	2	2
105	в этих	11	2
106	не могла	2	2
107	так же	13	2
108	сказать что	2	2
109	потому что	9	2
110	же и	3	2
111	но он	4	2
112	других случаях	2	2
113	нисколько не	2	2
114	в котором	5	2
115	но по	3	2
116	дело не	4	2
117	в одном	5	2
118	связь с	4	2
119	и эти	2	2
120	том что	7	2
121	мы видим	8	2
122	одна из	2	2
123	но не	2	2
124	до сих	6	2
125	мы уже	6	2
126	на один	2	2
127	а также	2	2
128	сих пор	7	2
129	так в	3	2
130	а с	2	2
131	на самом	2	2
132	той же	2	2
133	роль в	3	2
134	мы не	3	2
135	можно было	5	2
136	и то	2	2
137	эти слова	3	2
138	в другом	9	2
139	связи с	8	2
140	здесь не	2	2
141	в эту	2	2
142	из него	2	2
143	не видят	4	2
