N	2gram	Tiupa_Hudo_1	Problema
1	и в	19	30
2	в своей	5	22
3	то есть	18	21
4	то что	4	18
5	не только	16	18
6	том что	8	17
7	в этом	11	17
8	в стихотворении	3	14
9	но и	10	13
10	таким образом	3	13
11	потому что	3	13
12	в том	18	12
13	в его	9	12
14	и не	15	12
15	а именно	2	12
16	о том	2	12
17	в своем	2	11
18	точки зрения	10	10
19	в этой	2	10
20	который в	2	9
21	сказать что	4	9
22	но в	7	9
23	только в	5	9
24	вовсе не	2	8
25	художественного творчества	4	8
26	хотя и	3	8
27	с точки	3	8
28	никогда не	2	7
29	что он	3	7
30	как и	2	7
31	но не	11	7
32	может быть	14	7
33	так и	11	7
34	не в	7	7
35	здесь не	2	7
36	с другой	7	6
37	прежде всего	4	6
38	можно сказать	5	6
39	уже не	4	6
40	и как	3	6
41	и для	2	6
42	как бы	9	6
43	в нем	5	6
44	что и	2	6
45	другой стороны	5	6
46	и что	3	6
47	а в	12	6
48	и его	12	6
49	и на	2	6
50	его в	2	6
51	не менее	3	5
52	что в	6	5
53	в которой	2	5
54	тем не	3	5
55	так же	2	5
56	в самом	5	5
57	и о	3	5
58	для себя	2	5
59	не может	7	5
60	в году	2	5
61	а не	9	5
62	и притом	3	5
63	и то	4	5
64	но он	3	5
65	как раз	3	5
66	в частности	13	4
67	отнюдь не	2	4
68	жизни в	2	4
69	нового времени	2	4
70	ни в	5	4
71	об этом	2	4
72	при этом	13	4
73	того же	2	4
74	в качестве	24	4
75	а с	2	4
76	и к	3	4
77	или в	2	4
78	в себе	9	4
79	в то	6	4
80	далеко не	2	4
81	из этого	2	4
82	в противоположность	3	3
83	в самой	2	3
84	именно в	2	3
85	и другие	2	3
86	однако в	4	3
87	в отношении	3	3
88	в ее	5	3
89	еще не	3	3
90	одной стороны	2	3
91	для того	2	3
92	он не	4	3
93	а также	5	3
94	в русской	3	3
95	и тем	2	3
96	русской литературе	2	3
97	с одной	2	3
98	того что	4	3
99	к нему	3	3
100	в другом	3	3
101	этом смысле	3	3
102	и который	2	3
103	с ним	2	3
104	в одном	2	3
105	в виду	5	3
106	мира в	2	3
107	по мысли	2	2
108	я не	2	2
109	и более	2	2
110	в них	2	2
111	том числе	2	2
112	в какой	2	2
113	как в	2	2
114	это не	2	2
115	во втором	4	2
116	не все	2	2
117	один из	2	2
118	была бы	3	2
119	или иных	2	2
120	по себе	2	2
121	к тому	4	2
122	то же	10	2
123	не будет	2	2
124	в глаза	2	2
125	в свою	3	2
126	в данном	4	2
127	мы имеем	6	2
128	такого рода	10	2
129	в роли	3	2
130	отношению к	9	2
131	ее в	2	2
132	человеческой жизни	2	2
133	отношение к	5	2
134	по отношению	9	2
135	все эти	2	2
136	тех или	2	2
137	того чтобы	2	2
138	не входит	2	2
139	между тем	4	2
140	всей своей	2	2
141	о себе	2	2
142	по своей	7	2
143	из тех	2	2
144	есть в	2	2
145	мира и	2	2
146	в чем	2	2
147	в области	6	2
