N	3gram	Losev_Prob_4	KulturaY
1	и т д	3	14
2	в том что	8	10
3	можно было бы	4	9
4	с точки зрения	11	8
5	для того чтобы	2	8
6	с другой стороны	6	7
7	по крайней мере	6	6
8	во всяком случае	4	5
9	в этом смысле	3	5
10	тем не менее	10	5
11	в зависимости от	3	4
12	и тем не	3	4
13	не только в	4	4
14	в связи с	3	3
15	в то же	2	3
16	точно так же	3	3
17	хотя бы и	2	2
18	дело не в	2	2
19	в нашем смысле	10	2
20	вместе с тем	3	2
21	но даже и	4	2
22	на самом деле	3	2
23	того или иного	3	2
24	не говоря уже	2	2
25	только в том	3	2
26	потому что он	2	2
