N	3gram	Vygotskiy__5	Analitik
1	не может быть	3	16
2	в том что	11	9
3	в отличие от	2	6
4	по отношению к	12	5
5	и не может	2	4
6	с точки зрения	9	4
7	из того что	4	3
8	состоит в том	3	3
9	подобно тому как	4	3
10	с одной стороны	3	3
11	для того чтобы	14	3
12	о том что	4	3
13	мере в какой	3	2
14	в самом деле	2	2
15	именно в этом	2	2
16	в этом отношении	5	2
17	в свое время	2	2
18	том что он	2	2
19	в той мере	3	2
20	одного и того	3	2
21	то же самое	4	2
22	той мере в	3	2
23	и того же	3	2
24	с другой стороны	2	2
