N	2gram	Propp_Morf_1	FransuaR
1	и в	13	40
2	прежде всего	9	16
3	в этом	14	15
4	не только	4	13
5	и не	12	13
6	что в	8	12
7	вовсе не	4	12
8	как и	3	11
9	но и	4	11
10	таким образом	21	10
11	как мы	6	10
12	в сущности	3	9
13	может быть	52	9
14	он не	3	9
15	во время	6	8
16	в том	6	8
17	все эти	2	8
18	но в	2	8
19	и др	10	7
20	то же	7	7
21	в этих	13	6
22	к этому	3	6
23	во всех	4	6
24	связи с	10	6
25	в то	3	6
26	мы видим	13	5
27	то что	8	5
28	в связи	9	5
29	а не	11	5
30	и для	2	5
31	в нашем	3	4
32	у нас	2	4
33	том что	4	4
34	смысле слова	4	4
35	было бы	3	4
36	из них	3	4
37	а также	4	4
38	один из	5	4
39	о том	2	4
40	того чтобы	3	4
41	также и	4	4
42	и здесь	5	4
43	так как	16	4
44	с его	2	3
45	если бы	2	3
46	в частности	2	3
47	и к	4	3
48	об этом	4	3
49	но это	6	3
50	в начале	3	3
51	в этой	2	3
52	одна из	4	3
53	еще не	3	3
54	и есть	2	3
55	как бы	3	3
56	в таких	2	3
57	что и	7	3
58	дело не	2	3
59	так и	6	3
60	как в	3	3
61	по отношению	4	3
62	не может	14	3
63	этого нельзя	2	3
64	а в	7	3
65	на самом	4	3
66	там где	5	3
67	самом деле	4	3
68	для того	2	3
69	и как	5	3
70	для этой	3	3
71	но все	3	3
72	можно было	2	3
73	сказать что	2	3
74	между тем	5	3
75	тем что	4	3
76	в другом	2	3
77	только в	2	3
78	здесь не	2	3
79	в других	3	3
80	не менее	5	2
81	связана с	3	2
82	есть и	4	2
83	до наших	2	2
84	хотя бы	4	2
85	с другой	8	2
86	это не	6	2
87	что он	4	2
88	можно сказать	2	2
89	все же	7	2
90	это и	2	2
91	со смертью	2	2
92	на этом	3	2
93	но не	4	2
94	очень часто	6	2
95	в последнем	2	2
96	мы увидим	8	2
97	и другие	6	2
98	например в	2	2
99	на его	4	2
100	к нему	3	2
101	отношению к	4	2
102	в целом	3	2
103	они и	3	2
104	в форме	6	2
105	который в	2	2
106	или же	6	2
107	здесь мы	3	2
108	потому что	3	2
109	с этим	11	2
110	точки зрения	2	2
111	наших дней	2	2
112	и ее	3	2
113	но как	2	2
114	в один	3	2
115	с того	3	2
116	далеко не	5	2
117	в которой	3	2
118	мы не	8	2
