N	2gram	Nazirov_Tr_1	Problemy
1	и в	18	35
2	как бы	7	31
3	и не	7	27
4	что он	6	24
5	в его	3	21
6	но в	6	19
7	не может	5	18
8	как и	5	18
9	в нем	4	16
10	то есть	3	16
11	то же	5	15
12	и все	4	15
13	но и	4	14
14	для него	3	14
15	может быть	7	14
16	все это	4	14
17	и его	6	14
18	в этом	9	14
19	к нему	3	13
20	что я	4	13
21	он не	2	13
22	у достоевского	5	12
23	прежде всего	4	12
24	и с	7	12
25	в то	5	11
26	по замыслу	2	11
27	а я	5	10
28	не в	2	10
29	же время	6	10
30	не только	8	10
31	то что	4	10
32	я не	4	8
33	так и	5	8
34	потому что	2	8
35	все же	5	8
36	замыслу достоевского	2	7
37	и сам	3	7
38	так же	4	7
39	с ним	3	7
40	с его	2	7
41	еще не	4	7
42	в виде	2	7
43	он сам	7	6
44	что в	4	6
45	к тому	2	6
46	но это	4	6
47	и что	4	6
48	отношение к	2	6
49	в самом	2	6
50	и на	7	6
51	в одном	2	6
52	на меня	2	6
53	в конце	3	5
54	в том	2	5
55	так что	2	5
56	в глаза	2	5
57	и даже	4	5
58	он и	2	5
59	я все	2	5
60	как в	3	5
61	и то	2	5
62	в себе	4	5
63	и это	2	5
64	настасья филипповна	2	5
65	никогда не	2	4
66	романах достоевского	2	4
67	в мире	3	4
68	но все	2	4
69	его за	2	4
70	до конца	2	4
71	я ведь	2	4
72	его в	2	4
73	у него	6	4
74	ивана карамазова	2	4
75	еще в	2	4
76	тем что	2	4
77	как будто	3	4
78	что это	5	4
79	уже в	3	3
80	знает что	2	3
81	нет в	2	3
82	если б	2	3
83	с ее	3	3
84	в целом	4	3
85	все эти	3	3
86	не мог	2	3
87	должно быть	3	3
88	это не	5	3
89	под влиянием	2	3
90	с тем	2	3
91	раз и	2	3
92	в ее	2	3
93	том что	4	3
94	достоевского в	3	3
95	что и	2	3
96	уже не	2	3
97	ничего не	2	3
98	что вы	3	2
99	в душе	2	2
100	это уже	2	2
101	ставрогина к	2	2
102	столь же	2	2
103	что все	2	2
104	вопрос о	2	2
105	ни в	2	2
106	в дальнейшем	5	2
107	что с	3	2
108	при этом	3	2
109	было в	2	2
110	мог бы	3	2
111	на суде	3	2
112	в своем	3	2
113	не просто	2	2
114	но эта	2	2
115	я к	2	2
116	эпизод с	3	2
117	а что	2	2
118	для достоевского	2	2
119	о том	2	2
120	в первом	2	2
121	а как	2	2
122	очень важно	2	2
123	друг друга	2	2
124	своего рода	3	2
125	бы и	2	2
126	говорит о	2	2
127	в отличие	2	2
128	жизнь и	3	2
129	в силах	2	2
130	и он	3	2
131	и как	3	2
132	в рассказе	2	2
133	не случайно	2	2
134	в записках	2	2
135	ненависть к	2	2
136	один в	3	2
137	этими двумя	2	2
138	отличие от	2	2
