N	2gram	Voloshinov_1	Literetu
1	а не	7	20
2	и в	19	19
3	может быть	26	17
4	то же	7	12
5	и не	26	11
6	и т.п	10	10
7	в том	6	10
8	как и	12	10
9	но и	8	10
10	же время	3	9
11	не может	24	9
12	в этом	16	9
13	в то	3	9
14	с другой	5	8
15	не только	8	8
16	и даже	2	8
17	том что	3	7
18	то что	8	7
19	так и	11	7
20	и т.д	2	7
21	слова и	3	7
22	не менее	4	6
23	в себе	2	6
24	при этом	8	6
25	и на	4	6
26	для всех	2	5
27	у нас	2	5
28	одна из	2	5
29	в качестве	2	5
30	он не	3	5
31	того что	3	5
32	что в	4	4
33	в частности	2	4
34	жизни в	4	4
35	прежде всего	13	4
36	не в	5	4
37	отнюдь не	6	4
38	того же	6	4
39	для него	9	4
40	в ней	4	4
41	в его	6	4
42	жизни и	2	4
43	и других	2	4
44	человека в	2	4
45	другой стороны	6	4
46	мы не	6	4
47	по отношению	3	4
48	тем что	2	4
49	точки зрения	34	4
50	в русской	2	4
51	в области	3	4
52	никогда не	2	3
53	что он	2	3
54	в нем	10	3
55	и как	3	3
56	одним из	2	3
57	в начале	5	3
58	и он	2	3
59	в сущности	3	3
60	во всех	7	3
61	и др	2	3
62	отношению к	2	3
63	себе и	2	3
64	и для	11	3
65	этом отношении	3	3
66	так как	2	3
67	с точки	20	3
68	а в	4	3
69	и его	19	3
70	не столько	4	3
71	и с	2	3
72	в данном	4	3
73	как к	2	3
74	в другом	2	3
75	ничего не	6	3
76	том числе	2	2
77	не было	3	2
78	ни было	10	2
79	же как	2	2
80	в нашем	2	2
81	не является	4	2
82	в какой	3	2
83	с этой	2	2
84	в конце	5	2
85	в виду	2	2
86	в каждом	7	2
87	вовсе не	5	2
88	и к	3	2
89	этом случае	3	2
90	в ее	7	2
91	тем не	2	2
92	творческий акт	2	2
93	до конца	5	2
94	тот же	4	2
95	еще не	4	2
96	было бы	4	2
97	одной из	3	2
98	как бы	15	2
99	что и	2	2
100	как он	2	2
101	все же	8	2
102	с ее	2	2
103	из них	3	2
104	могут быть	2	2
105	то как	2	2
106	по преимуществу	5	2
107	в истории	3	2
108	мысли и	4	2
109	как раз	2	2
110	и только	2	2
111	той же	2	2
112	к своему	2	2
113	превращаясь в	2	2
114	для того	4	2
115	что не	2	2
116	из которых	2	2
117	хотя бы	5	2
118	и иных	2	2
119	друг друга	8	2
120	не знает	2	2
121	в своих	2	2
122	то в	2	2
123	в результате	9	2
124	в основе	2	2
125	ту же	2	2
126	о том	2	2
127	к этой	2	2
128	но в	7	2
