N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	23	40
2	то что	18	28
3	и не	34	25
4	не только	13	25
5	то есть	24	24
6	у него	6	24
7	но и	11	18
8	в том	11	18
9	том что	9	18
10	что в	8	17
11	в этом	25	16
12	в его	24	14
13	не может	11	14
14	точки зрения	21	13
15	вовсе не	8	13
16	только в	8	13
17	сказать что	5	12
18	в конце	5	12
19	никогда не	5	11
20	таким образом	11	11
21	потому что	12	11
22	о том	2	11
23	прежде всего	7	10
24	ни в	3	10
25	и потому	3	10
26	как раз	4	10
27	и его	13	10
28	уже не	8	9
29	и с	4	9
30	в своей	11	9
31	в себе	5	9
32	в своем	8	8
33	в этой	4	8
34	для него	15	8
35	может быть	21	8
36	так же	6	8
37	раз и	3	8
38	он не	4	8
39	как мы	5	8
40	а не	20	8
41	что все	3	7
42	и как	8	7
43	несмотря на	6	7
44	а в	7	7
45	в своих	2	7
46	так как	7	7
47	того что	2	7
48	в то	10	7
49	что и	5	7
50	вместе с	2	7
51	как и	8	7
52	и здесь	3	6
53	да и	2	6
54	кроме того	3	6
55	и даже	3	6
56	и на	10	6
57	по себе	7	6
58	в смысле	2	6
59	так и	10	6
60	хотя бы	2	6
61	с точки	15	6
62	но это	5	6
63	и это	5	6
64	с другой	2	5
65	для нас	3	5
66	отношения к	2	5
67	в отношении	2	5
68	не было	3	5
69	все эти	8	5
70	в истории	2	5
71	в одном	9	5
72	что он	10	5
73	мы уже	2	5
74	для себя	2	5
75	можно было	3	5
76	конце концов	4	5
77	в данном	2	5
78	тем что	3	5
79	ничего не	6	5
80	тому что	2	4
81	точно так	2	4
82	вопрос о	4	4
83	до конца	5	4
84	в самом	8	4
85	в котором	2	4
86	от того	2	4
87	бы и	4	4
88	в результате	4	4
89	только при	2	4
90	мы должны	2	4
91	и все	3	4
92	по существу	4	4
93	чем в	2	4
94	но не	8	4
95	то время	2	4
96	еще не	5	4
97	было бы	6	4
98	и о	3	4
99	никак не	2	4
100	в основном	2	4
101	даже в	2	4
102	него в	2	4
103	то же	10	4
104	то он	3	4
105	все же	5	4
106	но в	4	4
107	или как	5	4
108	перед нами	4	3
109	уже в	5	3
110	я не	3	3
111	вот что	2	3
112	то ни	3	3
113	это не	10	3
114	из этих	2	3
115	и был	3	3
116	но все	4	3
117	является не	3	3
118	при этом	3	3
119	но для	2	3
120	как бы	28	3
121	всяком случае	3	3
122	был бы	5	3
123	и тем	2	3
124	в нем	20	3
125	к нему	3	3
126	бы то	3	3
127	отличается от	2	3
128	именно в	6	3
129	весь этот	2	3
130	как на	2	3
131	не столько	3	3
132	все то	4	3
133	нисколько не	2	3
134	если бы	10	3
135	само по	2	3
136	по этому	2	3
137	в духе	3	3
138	этом смысле	9	3
139	же в	2	3
140	с их	5	3
141	за пределы	6	3
142	оно не	2	3
143	в отличие	2	3
144	на самом	4	3
145	того чтобы	4	3
146	и у	4	3
147	и притом	2	3
148	не в	6	3
149	и для	3	3
150	во всяком	4	3
151	отличие от	2	3
152	он понимает	2	2
153	он сам	3	2
154	не могут	6	2
155	должна быть	2	2
156	в этих	2	2
157	для понимания	3	2
158	во что	2	2
159	является для	2	2
160	же время	7	2
161	и само	2	2
162	жизни а	2	2
163	которые были	3	2
164	и наконец	5	2
165	себе и	3	2
166	в целом	4	2
167	только то	3	2
168	что она	2	2
169	в их	3	2
170	другой стороны	2	2
171	в изображении	2	2
172	то и	2	2
173	точке зрения	2	2
174	и по	2	2
175	и вполне	2	2
176	друг друга	3	2
177	его творчества	7	2
178	этом отношении	5	2
179	нему и	2	2
180	но как	3	2
181	ни на	2	2
182	его в	4	2
183	бы в	3	2
184	нет ни	2	2
185	только с	2	2
186	в книге	3	2
187	с его	6	2
188	в настоящем	3	2
189	не как	12	2
190	в жизни	6	2
191	к этому	2	2
192	есть не	2	2
193	и к	4	2
194	она не	5	2
195	из них	2	2
196	но у	2	2
197	в сущности	5	2
198	по преимуществу	3	2
199	в этот	2	2
200	со стороны	2	2
201	как можно	2	2
202	в мире	7	2
203	как не	4	2
204	данном случае	2	2
205	на него	2	2
206	не на	3	2
207	заметить что	2	2
208	для того	2	2
209	роль в	2	2
210	мы не	2	2
211	на себя	3	2
212	как например	2	2
213	в которой	4	2
