N	2gram	Bakhtin_Pr_4	Istorich
1	и в	46	28
2	может быть	23	25
3	не может	19	15
4	а не	11	15
5	никогда не	6	14
6	для нас	2	13
7	мы имеем	3	13
8	что в	4	12
9	то же	6	12
10	не только	14	12
11	только в	6	11
12	что он	6	10
13	все же	4	10
14	мы увидим	6	10
15	прежде всего	9	10
16	но и	12	10
17	мы не	4	10
18	и что	3	10
19	в том	9	9
20	о том	5	9
21	то что	4	9
22	и не	27	9
23	не в	10	9
24	так и	4	9
25	если бы	3	8
26	таким образом	4	8
27	в этом	16	8
28	но в	6	8
29	в этих	4	7
30	это не	5	7
31	том что	4	7
32	еще не	7	7
33	было бы	3	7
34	а в	2	7
35	этот вопрос	2	7
36	так же	3	7
37	и здесь	4	7
38	что мы	2	7
39	с другой	3	6
40	не менее	2	6
41	к тому	2	6
42	что и	3	6
43	когда он	2	6
44	в этой	3	6
45	так как	5	6
46	вместе с	2	6
47	мы будем	2	5
48	должна быть	2	5
49	не знает	4	5
50	в одном	11	5
51	вопрос о	2	5
52	по существу	3	5
53	более или	3	5
54	но не	4	5
55	до сих	8	5
56	например в	4	5
57	сих пор	8	5
58	или менее	3	5
59	другой стороны	3	5
60	в своем	3	5
61	можно было	2	5
62	увидим что	2	5
63	или в	8	5
64	их в	3	5
65	сказать что	2	5
66	героя в	3	5
67	в его	9	5
68	все это	6	4
69	и другие	3	4
70	там где	2	4
71	превращается в	4	4
72	в пределах	10	4
73	на то	3	4
74	об этом	2	4
75	так что	2	4
76	но все	2	4
77	но это	6	4
78	в большинстве	9	4
79	и пр	2	4
80	друг с	5	4
81	на него	3	4
82	так в	2	4
83	с этим	2	4
84	как и	12	4
85	и даже	3	4
86	хотя бы	2	4
87	и для	3	4
88	и с	7	4
89	и на	11	4
90	к ним	4	4
91	потому что	4	4
92	могут быть	2	4
93	они не	2	4
94	все эти	4	4
95	здесь не	4	4
96	большинстве случаев	8	4
97	не как	3	3
98	перед нами	12	3
99	по себе	7	3
100	очень часто	4	3
101	для этого	2	3
102	на этом	3	3
103	при этом	5	3
104	там и	2	3
105	у меня	3	3
106	и их	3	3
107	в котором	5	3
108	и по	2	3
109	то это	3	3
110	отношению к	5	3
111	того как	2	3
112	в их	4	3
113	что же	3	3
114	уже не	4	3
115	и его	6	3
116	если мы	5	3
117	как мы	12	3
118	мы здесь	2	3
119	и он	6	3
120	по отношению	5	3
121	также и	3	3
122	тем что	3	3
123	в другом	2	3
124	во всем	4	3
125	в то	5	3
126	с другом	5	3
127	дело в	3	3
128	раз и	4	3
129	почти не	2	3
130	не могут	3	2
131	отличие от	3	2
132	по мере	4	2
133	отчего же	3	2
134	или меньшей	2	2
135	между ними	10	2
136	вовсе не	9	2
137	здесь в	2	2
138	к своему	3	2
139	его как	2	2
140	живет в	2	2
141	и как	2	2
142	так чтобы	3	2
143	по своей	3	2
144	одна из	2	2
145	большей или	2	2
146	не дает	2	2
147	для него	2	2
148	что такое	2	2
149	с ним	2	2
150	же как	2	2
151	но если	3	2
152	как бы	19	2
153	о нем	6	2
154	и тем	2	2
155	в нем	17	2
156	себя в	3	2
157	во всех	5	2
158	образов и	2	2
159	конечно не	8	2
160	указывает на	2	2
161	как в	4	2
162	как раз	7	2
163	то и	2	2
164	в отличие	3	2
165	и только	3	2
166	отношения к	2	2
167	он не	4	2
168	еще и	4	2
169	приводит к	4	2
170	этих случаях	2	2
171	на этот	2	2
172	одним из	3	2
173	должно быть	4	2
174	ничего не	2	2
175	между тем	2	2
176	от этого	2	2
177	в себе	7	2
178	бы в	3	2
179	как он	3	2
180	которые в	2	2
181	и между	6	2
182	и этим	3	2
