N	2gram	Bakhtin_Pr_3	Vladivir
1	и в	34	31
2	не только	10	24
3	а к	2	22
4	но и	12	19
5	то что	11	18
6	и не	29	17
7	у него	4	15
8	и даже	7	15
9	том что	3	14
10	что в	7	14
11	в этом	16	14
12	и с	15	14
13	что он	23	12
14	в его	22	12
15	но в	16	12
16	с его	6	11
17	в том	3	11
18	потому что	12	11
19	о том	2	11
20	так что	5	10
21	и то	3	10
22	он не	15	10
23	никогда не	8	9
24	как мы	7	9
25	а в	5	9
26	даже и	4	9
27	только в	6	9
28	в конце	5	9
29	в то	12	8
30	так как	4	8
31	уже в	3	7
32	для него	13	7
33	о нем	2	7
34	в эти	2	7
35	как раз	4	7
36	и его	16	7
37	сказать что	2	7
38	мы уже	6	7
39	он и	5	6
40	и к	12	6
41	того же	2	6
42	и потому	2	6
43	и сам	5	6
44	может быть	19	6
45	в котором	3	6
46	так и	6	6
47	не может	19	6
48	то же	14	6
49	и что	5	6
50	это было	3	6
51	а с	3	5
52	все это	16	5
53	вовсе не	11	5
54	не в	9	5
55	но как	4	5
56	которой он	2	5
57	и если	2	5
58	и от	5	5
59	что и	5	5
60	жизни и	3	5
61	когда он	2	5
62	что же	8	5
63	не было	2	5
64	но он	3	5
65	с ним	8	5
66	я не	7	4
67	же время	12	4
68	в своем	2	4
69	что у	6	4
70	и все	19	4
71	этом смысле	4	4
72	в нем	19	4
73	к ней	2	4
74	в себе	6	4
75	да и	4	4
76	что его	3	4
77	и вообще	2	4
78	как и	18	4
79	и как	3	4
80	мы и	2	4
81	совсем не	3	4
82	он уже	3	4
83	хотя и	3	4
84	еще в	3	4
85	один из	2	4
86	в своей	3	4
87	в этот	2	4
88	и у	5	4
89	из его	4	4
90	во всем	3	4
91	как он	3	4
92	к нему	14	4
93	в которой	2	4
94	мы увидим	2	3
95	под влиянием	3	3
96	в общем	4	3
97	но только	2	3
98	но на	4	3
99	к тому	5	3
100	в виде	4	3
101	отнюдь не	2	3
102	с другой	4	3
103	и так	5	3
104	раз и	3	3
105	он как	4	3
106	в жизни	2	3
107	как в	4	3
108	к своему	5	3
109	но не	4	3
110	но это	4	3
111	но я	2	3
112	что они	6	3
113	по своему	3	3
114	всю жизнь	2	3
115	ничего не	4	3
116	тот же	2	3
117	за пределы	2	3
118	конце концов	3	3
119	все же	7	3
120	на его	4	3
121	в целом	5	3
122	отношение к	6	3
123	вместе с	4	3
124	на него	7	3
125	только на	4	3
126	другой стороны	3	3
127	в отношении	9	3
128	таким образом	5	3
129	человека как	4	3
130	все эти	4	3
131	и вот	5	3
132	если не	3	3
133	не мог	5	3
134	уже не	2	3
135	и он	2	3
136	жизнь и	2	3
137	и на	6	3
138	он в	4	3
139	в начале	4	3
140	во время	2	3
141	но этот	2	3
142	из своего	4	3
143	тем что	4	2
144	он сам	5	2
145	нисколько не	2	2
146	с тем	5	2
147	не менее	3	2
148	для его	2	2
149	нет и	3	2
150	в них	2	2
151	хотя бы	5	2
152	к концу	3	2
153	что все	4	2
154	на всю	2	2
155	его к	3	2
156	но зато	3	2
157	тем не	2	2
158	мы знаем	2	2
159	ни в	4	2
160	тому же	2	2
161	это и	2	2
162	что я	15	2
163	от него	6	2
164	на этом	4	2
165	что с	3	2
166	еще не	4	2
167	при этом	4	2
168	того что	5	2
169	было бы	2	2
170	кажется что	2	2
171	в самом	8	2
172	конечно не	2	2
173	и кажется	4	2
174	всяком случае	5	2
175	с которым	7	2
176	даже в	5	2
177	для себя	6	2
178	отношением к	4	2
179	и тут	2	2
180	которого он	3	2
181	и т	8	2
182	из них	5	2
183	только что	3	2
184	которых он	2	2
185	как к	4	2
186	т д	2	2
187	и для	8	2
188	чем не	2	2
189	лишь в	5	2
190	что такое	2	2
191	и почти	2	2
192	как на	2	2
193	той же	2	2
194	с ними	6	2
195	где он	3	2
196	пока еще	2	2
197	во всяком	5	2
198	за границей	2	2
199	точки зрения	8	2
200	к себе	17	2
201	у меня	6	2
202	мы должны	5	2
203	что сам	2	2
204	и это	4	2
205	в чем	5	2
