N	2gram	Medvedev_F_2	Psycholo
1	в том	11	37
2	и в	38	32
3	том что	2	21
4	то что	6	21
5	таким образом	20	21
6	в искусстве	2	21
7	потому что	2	21
8	что в	7	20
9	может быть	23	18
10	что и	8	17
11	не может	14	17
12	точки зрения	8	17
13	самом деле	8	16
14	того чтобы	3	14
15	что он	5	13
16	при этом	9	13
17	то же	6	13
18	для того	3	13
19	в этом	27	13
20	по себе	7	12
21	если мы	5	12
22	в самом	16	12
23	не только	9	12
24	так как	4	12
25	с тем	11	11
26	было бы	6	11
27	в основе	5	11
28	при помощи	2	10
29	как и	9	10
30	и т	14	10
31	но и	13	10
32	и не	20	10
33	с точки	7	10
34	никогда не	2	9
35	как в	4	9
36	тем что	8	9
37	что это	3	8
38	не в	15	8
39	т п	9	8
40	того что	3	8
41	к тому	4	7
42	мы знаем	3	7
43	и как	3	7
44	такой же	3	7
45	а не	6	7
46	в сущности	4	7
47	все эти	6	7
48	и его	21	7
49	что для	2	7
50	сказать что	2	7
51	только в	6	7
52	что они	4	7
53	все время	6	6
54	в этой	6	6
55	он не	6	6
56	как бы	4	6
57	в художественном	2	6
58	художественное произведение	2	6
59	формы и	2	6
60	если бы	5	6
61	художественного произведения	6	5
62	отнюдь не	8	5
63	в ней	6	5
64	все это	3	5
65	как раз	6	5
66	этом отношении	7	5
67	на самом	3	5
68	только на	3	5
69	и даже	4	5
70	есть только	2	5
71	и на	3	5
72	в то	5	5
73	сам по	3	4
74	и более	2	4
75	же как	3	4
76	столь же	2	4
77	едва ли	2	4
78	искусство как	3	4
79	что на	2	4
80	как это	2	4
81	том случае	2	4
82	в чем	2	4
83	из этого	2	4
84	совершенно не	4	4
85	что искусство	2	4
86	произведения искусства	2	4
87	и по	2	4
88	и тем	2	4
89	в нем	13	4
90	все же	8	4
91	из них	4	4
92	жизни и	3	4
93	и до	3	4
94	а в	6	4
95	и все	3	4
96	не имеет	2	4
97	и для	5	4
98	в языке	6	4
99	тому что	2	4
100	и с	9	4
101	говорит он	5	4
102	могут быть	6	4
103	с этим	5	4
104	в целом	3	4
105	если же	2	4
106	и это	2	4
107	ничего не	4	4
108	как она	2	4
109	между тем	2	4
110	в общем	5	3
111	не могут	7	3
112	главным образом	3	3
113	состоит в	2	3
114	для этого	2	3
115	хотя бы	6	3
116	с другой	3	3
117	не как	4	3
118	в конце	2	3
119	как прием	2	3
120	представление о	2	3
121	и к	4	3
122	а только	2	3
123	поэтического произведения	8	3
124	по существу	7	3
125	что именно	2	3
126	но как	2	3
127	до конца	2	3
128	мы в	2	3
129	например в	3	3
130	в своей	7	3
131	конце концов	2	3
132	но совершенно	2	3
133	чтобы показать	3	3
134	сами по	2	3
135	не могли	2	3
136	один из	2	3
137	то это	3	3
138	так и	8	3
139	не к	2	3
140	во всех	5	3
141	и их	3	3
142	и ее	6	3
143	в их	6	3
144	что же	5	3
145	на этом	2	3
146	еще более	5	3
147	и других	2	3
148	этот вопрос	2	3
149	что не	4	3
150	и совершенно	2	3
151	как к	3	3
152	он в	2	3
153	и то	2	3
154	ни на	2	3
155	в поэзии	12	3
156	того или	4	3
157	или же	2	3
158	та же	2	3
159	но в	4	3
160	мы не	3	3
161	в виду	2	3
162	это было	3	3
163	слова в	3	2
164	место в	3	2
165	и многие	2	2
166	по учению	4	2
167	этих двух	2	2
168	с его	11	2
169	однако не	3	2
170	все более	2	2
171	к действительности	3	2
172	материала и	4	2
173	то ни	2	2
174	в какой	3	2
175	это не	2	2
176	и от	2	2
177	с другими	10	2
178	была бы	3	2
179	этого факта	2	2
180	или иного	5	2
181	во всяком	5	2
182	сводится к	5	2
183	и здесь	3	2
184	ни в	2	2
185	тем и	2	2
186	же время	5	2
187	а к	2	2
188	его от	4	2
189	но не	2	2
190	самое понятие	2	2
191	очевидно что	2	2
192	она не	2	2
193	формализма и	2	2
194	вовсе не	11	2
195	должен был	2	2
196	к нему	3	2
197	и приемы	2	2
198	в его	10	2
199	всяком случае	5	2
200	если в	3	2
201	в ее	2	2
202	для нее	2	2
203	произведение как	2	2
204	его с	3	2
205	оно не	4	2
206	не так	2	2
207	имеет значение	2	2
208	в этих	2	2
209	отношение к	2	2
210	в процессе	9	2
211	вместе с	6	2
212	значение и	3	2
213	так в	3	2
214	при анализе	2	2
215	другой стороны	4	2
216	в особенности	4	2
217	т д	5	2
218	не было	6	2
219	что оно	4	2
220	роль в	3	2
221	потебни и	2	2
222	именно на	3	2
223	и другое	2	2
224	в других	7	2
225	отличие от	2	2
226	в поэтическом	7	2
227	в таком	2	2
228	каждый из	3	2
229	но это	2	2
230	их в	2	2
231	материал и	3	2
232	в первый	5	2
233	смысл и	2	2
234	и только	5	2
235	говорит эйхенбаум	3	2
236	от смысла	3	2
237	там где	4	2
238	в которой	2	2
239	произведения как	2	2
