N	2gram	Bakhtin_fo_2	Formalny
1	и в	46	24
2	в его	8	23
3	прежде всего	14	22
4	и не	9	20
5	так и	7	18
6	и пр	2	17
7	не может	2	16
8	точки зрения	10	16
9	в этом	22	15
10	в нем	5	14
11	может быть	7	14
12	с точки	8	13
13	таким образом	3	13
14	и т	14	12
15	в своем	5	11
16	как и	8	11
17	должно быть	5	11
18	в их	3	11
19	вовсе не	13	10
20	и их	4	10
21	то же	8	10
22	а не	4	10
23	и его	12	10
24	и потому	2	9
25	все это	6	9
26	в то	5	9
27	же время	4	8
28	именно в	2	8
29	литературы в	2	8
30	то что	7	8
31	как в	4	8
32	т д	3	8
33	лишь в	2	8
34	и на	7	8
35	не в	9	8
36	и с	6	8
37	место в	4	7
38	и от	2	7
39	до конца	2	7
40	не только	11	7
41	жизни и	8	7
42	но и	9	7
43	отнюдь не	4	6
44	и все	6	6
45	было бы	2	6
46	в том	10	6
47	в этой	2	6
48	до сих	2	6
49	в пределах	5	6
50	она не	2	6
51	еще не	6	6
52	как бы	10	6
53	сих пор	2	6
54	а в	3	6
55	отношения к	4	6
56	все эти	5	6
57	на основе	3	6
58	как это	2	6
59	по себе	2	5
60	в литературе	2	5
61	у нас	2	5
62	при этом	6	5
63	и др	5	5
64	во всех	11	5
65	и до	2	5
66	как мы	6	5
67	того что	3	5
68	с другой	2	5
69	но в	10	5
70	в частности	5	4
71	никогда не	6	4
72	и к	2	4
73	в мире	4	4
74	конечно не	4	4
75	быть и	2	4
76	так же	2	4
77	т п	11	4
78	в связи	8	4
79	что в	5	4
80	с одной	2	4
81	как на	2	4
82	с этой	4	4
83	во всяком	2	4
84	в истории	4	4
85	отчасти и	3	4
86	но не	5	3
87	в отношении	2	3
88	вещей и	7	3
89	всех этих	7	3
90	связи с	8	3
91	борьба с	3	3
92	перестает быть	2	3
93	в них	7	3
94	что он	3	3
95	с помощью	3	3
96	к тому	3	3
97	для него	3	3
98	и как	3	3
99	но это	2	3
100	громадное значение	5	3
101	в большинстве	3	3
102	со всеми	2	3
103	дело идет	2	3
104	он не	5	3
105	в основном	8	3
106	один из	2	3
107	все же	6	3
108	же в	4	3
109	отношение к	3	3
110	значение и	4	3
111	всего в	3	3
112	влияние на	2	3
113	по аналогии	2	3
114	в особенности	6	3
115	особенно в	2	3
116	не было	3	3
117	и других	2	3
118	не для	2	3
119	не боится	2	3
120	и наконец	6	3
121	и даже	3	3
122	между ними	2	3
123	его в	6	3
124	целый ряд	3	3
125	наконец в	2	3
126	у них	2	3
127	жизнь и	3	3
128	в основе	6	3
129	в себе	4	3
130	человек не	2	3
131	здесь не	2	3
132	так сказать	7	3
133	жизнь как	2	3
134	прежде чем	3	2
135	и более	2	2
136	с тем	2	2
137	жизни в	4	2
138	сами по	2	2
139	это не	2	2
140	с этим	5	2
141	в одном	7	2
142	эпохи и	2	2
143	что было	3	2
144	здесь в	6	2
145	но эта	2	2
146	все в	2	2
147	за свой	2	2
148	в самой	2	2
149	уже не	3	2
150	по существу	5	2
151	мы видели	2	2
152	одновременно с	2	2
153	в ряду	4	2
154	только в	11	2
155	от друга	2	2
156	нет и	3	2
157	точка зрения	3	2
158	что и	3	2
159	дана в	3	2
160	друг от	2	2
161	вместе с	9	2
162	не на	3	2
163	не могла	2	2
164	ее к	2	2
165	и вот	2	2
166	следовательно и	3	2
167	для других	3	2
168	значение для	2	2
169	от этого	2	2
170	и самый	2	2
171	они были	2	2
172	жизни но	2	2
173	и это	2	2
174	большинстве случаев	3	2
175	с ним	4	2
176	и должно	2	2
177	мира в	3	2
178	оно было	2	2
