N	2gram	Vinokur_St_2	Formalny
1	т е	10	34
2	и в	29	24
3	в его	13	23
4	прежде всего	5	22
5	и не	9	20
6	так и	9	18
7	и пр	8	17
8	не может	2	16
9	точки зрения	5	16
10	в этом	21	15
11	в нем	4	14
12	может быть	2	14
13	на почве	2	13
14	с точки	2	13
15	таким образом	10	13
16	и т	9	12
17	в своем	9	11
18	не менее	3	11
19	как и	2	11
20	в своей	7	11
21	в их	3	11
22	вовсе не	6	10
23	то же	2	10
24	в ней	7	10
25	а не	5	10
26	и его	6	10
27	и потому	2	9
28	в процессе	2	9
29	все это	11	9
30	в то	2	9
31	в ее	2	8
32	именно в	4	8
33	то что	11	8
34	как в	3	8
35	т д	6	8
36	и на	6	8
37	не в	4	8
38	и с	4	8
39	в содержании	2	7
40	до конца	3	7
41	не только	19	7
42	но и	19	7
43	на самом	3	7
44	и здесь	3	6
45	было бы	5	6
46	в том	27	6
47	в этой	2	6
48	более или	2	6
49	самом деле	3	6
50	до сих	6	6
51	как бы	5	6
52	сих пор	5	6
53	или менее	2	6
54	все эти	2	6
55	как это	2	6
56	хотя бы	3	5
57	по себе	3	5
58	бы ни	2	5
59	у нас	3	5
60	при этом	2	5
61	и др	2	5
62	не могло	3	5
63	в самом	7	5
64	со стороны	2	5
65	искусства и	2	5
66	того что	5	5
67	с другой	4	5
68	но в	8	5
69	с его	2	4
70	в частности	4	4
71	никогда не	3	4
72	ближайшим образом	2	4
73	и к	4	4
74	если бы	2	4
75	всяком случае	3	4
76	оно не	3	4
77	так же	3	4
78	т п	3	4
79	что в	19	4
80	как на	9	4
81	в которой	11	4
82	с этой	2	4
83	во всяком	3	4
84	в истории	2	4
85	но не	3	3
86	в отношении	2	3
87	связи с	4	3
88	борьба с	2	3
89	в них	2	3
90	то ни	2	3
91	бы то	2	3
92	что он	13	3
93	к тому	10	3
94	его как	2	3
95	для него	4	3
96	и как	2	3
97	но это	3	3
98	так например	7	3
99	в общем	3	3
100	не по	2	3
101	он не	9	3
102	все же	6	3
103	в россии	3	3
104	в особенности	2	3
105	особенно в	2	3
106	не было	3	3
107	и даже	3	3
108	его в	2	3
109	наконец в	3	3
110	они не	2	3
111	в себе	2	3
112	в области	2	3
113	а как	4	2
114	и более	2	2
115	же как	3	2
116	с тем	7	2
117	сами по	2	2
118	с этим	3	2
119	в одном	6	2
120	что было	2	2
121	вопрос о	6	2
122	в году	3	2
123	идет о	3	2
124	о мире	2	2
125	ни было	2	2
126	ни в	3	2
127	нас не	2	2
128	по существу	2	2
129	но все	7	2
130	только в	2	2
131	ко времени	2	2
132	одной из	3	2
133	как раз	8	2
134	только не	2	2
135	еще в	2	2
136	была бы	5	2
137	нет и	2	2
138	что и	2	2
139	вместе с	7	2
140	не дает	2	2
141	не на	2	2
142	не приходится	4	2
143	и что	6	2
144	ни одного	3	2
145	его не	3	2
146	и те	2	2
147	из этой	2	2
148	в результате	2	2
149	между тем	5	2
150	и самый	2	2
151	на его	2	2
152	отношении к	3	2
153	ничего не	4	2
154	и это	2	2
155	на нее	3	2
156	в эту	3	2
157	что такое	2	2
