N	3gram	Losev_Prob_1	Myshleni
1	с точки зрения	3	18
2	в том что	5	15
3	для того чтобы	8	15
4	с другой стороны	3	9
5	о том что	5	6
6	так же как	2	5
7	не может быть	2	5
8	можно сказать что	3	4
9	до сих пор	3	4
10	сам по себе	7	3
11	на то что	8	3
12	то же самое	9	3
13	можно было бы	2	3
14	во всяком случае	3	3
15	и тем самым	3	3
16	указывает на то	3	2
17	в данном случае	8	2
18	именно в этом	2	2
19	так как он	2	2
20	в самом деле	2	2
21	мы говорили выше	2	2
22	в то же	4	2
23	если мы хотим	2	2
24	что может быть	2	2
25	тем и другим	2	2
