N	2gram	Voloshinov_1	EvropaiC
1	таким образом	21	32
2	в том	4	31
3	и в	15	24
4	том что	5	20
5	все эти	9	19
6	не может	13	18
7	то что	10	17
8	может быть	13	15
9	все же	5	15
10	точки зрения	13	13
11	в своем	2	12
12	до сих	3	12
13	сих пор	3	12
14	самом деле	7	12
15	в этом	13	12
16	все это	5	11
17	между тем	2	11
18	с этим	6	11
19	отношению к	9	10
20	мы знаем	7	10
21	как бы	11	10
22	по отношению	11	10
23	все что	9	10
24	во всех	8	10
25	так и	10	10
26	при этом	7	9
27	как и	6	9
28	что в	6	9
29	не в	4	8
30	в самом	6	8
31	знаем что	3	8
32	если бы	3	8
33	и все	4	8
34	с точки	10	8
35	не менее	3	7
36	для этого	4	7
37	к тому	4	7
38	но и	4	7
39	и не	16	7
40	и что	3	7
41	из этих	4	7
42	что он	8	7
43	в психике	3	7
44	на самом	2	7
45	того чтобы	2	7
46	из этого	2	7
47	все они	2	6
48	в этой	5	6
49	того что	2	6
50	как на	3	6
51	и на	3	6
52	так как	9	6
53	с ним	12	6
54	в сознании	3	6
55	и при	3	6
56	еще не	7	6
57	что и	2	6
58	мы можем	12	6
59	только в	6	6
60	вместе с	4	6
61	именно в	3	5
62	что это	3	5
63	на все	2	5
64	что все	5	5
65	у него	3	5
66	в целом	2	5
67	и с	7	5
68	потому что	4	5
69	его в	8	5
70	но в	9	5
71	к этому	7	5
72	и к	7	5
73	в то	6	5
74	что при	2	5
75	в его	9	5
76	не только	5	5
77	быть и	2	5
78	и для	2	5
79	но все	2	5
80	в себе	4	5
81	далеко не	4	5
82	и истории	2	5
83	не могут	3	4
84	никогда не	7	4
85	самого себя	2	4
86	из того	2	4
87	тем не	2	4
88	в дальнейшем	2	4
89	одним из	3	4
90	отношение к	7	4
91	а потому	2	4
92	должно быть	2	4
93	и то	2	4
94	всех этих	5	4
95	между собой	4	4
96	в состоянии	2	4
97	ни один	2	4
98	социальной жизни	2	4
99	мы должны	7	4
100	мы уже	5	4
101	он не	4	4
102	совершенно не	2	4
103	то же	7	4
104	в течение	2	4
105	этой области	3	4
106	если мы	5	4
107	и у	6	4
108	хотя бы	7	4
109	в таком	3	4
110	в области	3	4
111	в нашем	3	3
112	в этих	2	3
113	в культурном	2	3
114	в нем	4	3
115	на этой	2	3
116	данном случае	3	3
117	от того	3	3
118	в совершенно	2	3
119	что оно	2	3
120	и наконец	10	3
121	и по	5	3
122	а в	6	3
123	это не	2	3
124	в истории	3	3
125	что мы	2	3
126	и потому	8	3
127	бы в	2	3
128	прежде всего	11	3
129	в жизни	5	3
130	у нас	3	3
131	сейчас же	2	3
132	тот же	5	3
133	и может	4	3
134	конечно не	3	3
135	на почве	2	3
136	должны быть	3	3
137	в данном	3	3
138	в психологии	2	3
139	ничего общего	2	3
140	себя и	3	2
141	тому что	3	2
142	точку зрения	4	2
143	о них	2	2
144	как мы	10	2
145	сводится к	3	2
146	для него	5	2
147	эта часть	2	2
148	мы и	4	2
149	на этом	5	2
150	же время	5	2
151	в свою	2	2
152	к нему	7	2
153	в ней	5	2
154	но если	2	2
155	всяком случае	3	2
156	с ее	3	2
157	мы видели	5	2
158	каждого человека	2	2
159	другими словами	3	2
160	и до	3	2
161	этот процесс	4	2
162	что она	2	2
163	те же	4	2
164	они не	2	2
165	во втором	3	2
166	с ними	4	2
167	не следует	2	2
168	одно из	3	2
169	не было	4	2
170	все то	2	2
171	во всяком	4	2
172	в основе	3	2
173	борьбы с	4	2
174	отнюдь не	2	2
175	он должен	2	2
176	этих двух	2	2
177	должен быть	2	2
178	если он	5	2
179	вовсе не	2	2
180	конечно в	2	2
181	одна из	3	2
182	но не	5	2
183	только то	3	2
184	она не	2	2
185	было бы	6	2
186	жизни и	5	2
187	сил и	3	2
188	в процессе	4	2
189	на него	4	2
190	что же	4	2
191	в себя	5	2
192	о которой	2	2
193	ко всему	2	2
194	между ними	2	2
195	для самого	2	2
196	которой мы	3	2
197	из этой	2	2
198	и социальной	2	2
199	потому и	3	2
200	к психологии	2	2
201	и ее	3	2
202	не знает	3	2
203	и только	4	2
204	теперь мы	4	2
205	в эту	2	2
206	все его	2	2
207	из него	2	2
