N	2gram	Losev_Vlad_3	Hudozhes
1	в мире	2	23
2	в качестве	3	19
3	то есть	24	18
4	и не	25	16
5	в том	18	15
6	и в	40	15
7	не только	25	15
8	может быть	8	13
9	при этом	3	12
10	а в	7	12
11	и его	10	12
12	но не	4	11
13	в этом	16	11
14	в себе	9	11
15	как бы	3	10
16	но и	18	10
17	так и	6	10
18	то же	4	10
19	а не	8	10
20	такого рода	4	9
21	в его	14	9
22	точки зрения	13	9
23	сводится к	3	8
24	с другой	5	7
25	в отличие	3	7
26	в то	7	7
27	отличие от	3	7
28	но в	4	7
29	с его	2	6
30	что в	17	6
31	том что	18	6
32	не в	3	6
33	же время	2	6
34	не может	14	6
35	по своей	2	6
36	а также	8	5
37	ни в	10	5
38	только в	13	5
39	тем самым	2	5
40	в самом	4	5
41	того что	7	5
42	той или	2	5
43	в нем	3	5
44	то что	28	5
45	или менее	5	5
46	другой стороны	2	5
47	в их	2	5
48	уже не	9	5
49	более или	5	5
50	в этих	2	4
51	не столько	3	4
52	прежде всего	10	4
53	к тому	7	4
54	а только	7	4
55	и как	7	4
56	в другом	2	4
57	для него	8	4
58	еще не	4	4
59	хотя и	7	4
60	он не	8	4
61	и тем	3	4
62	в своей	9	4
63	со стороны	2	4
64	отношения к	5	4
65	и то	9	4
66	сказать что	12	4
67	мы имеем	3	4
68	как это	4	4
69	не менее	9	3
70	если бы	3	3
71	в отношении	5	3
72	это не	3	3
73	этом смысле	3	3
74	что он	5	3
75	и к	2	3
76	к его	2	3
77	тем не	10	3
78	того же	2	3
79	одно и	2	3
80	мог бы	4	3
81	как раз	10	3
82	далеко не	3	3
83	к нему	3	3
84	не будет	6	3
85	как говорит	2	3
86	в целом	2	3
87	не на	2	3
88	таким образом	11	3
89	как и	7	3
90	и что	8	3
91	с точки	6	3
92	и для	3	3
93	в таком	3	3
94	потому что	11	3
95	в данном	5	3
96	его в	2	3
97	в которой	2	3
98	в виду	3	3
99	я не	3	2
100	но на	2	2
101	и более	2	2
102	таком случае	2	2
103	ни к	2	2
104	в сторону	2	2
105	так или	2	2
106	в нашем	2	2
107	тому что	4	2
108	в своем	8	2
109	не как	2	2
110	и весьма	3	2
111	в одном	5	2
112	человека и	3	2
113	вовсе не	13	2
114	по себе	6	2
115	для понимания	2	2
116	только о	3	2
117	роль в	2	2
118	к своему	2	2
119	об этом	6	2
120	при условии	2	2
121	это тоже	2	2
122	что каждый	2	2
123	говорит в	3	2
124	в глаза	4	2
125	с их	3	2
126	одной стороны	3	2
127	несмотря на	7	2
128	за пределы	3	2
129	и о	4	2
130	одной из	2	2
131	и потому	10	2
132	не вполне	2	2
133	чем это	2	2
134	на почве	2	2
135	даже в	4	2
136	не является	2	2
137	для себя	5	2
138	оно не	3	2
139	не все	3	2
140	по преимуществу	2	2
141	могло быть	2	2
142	а именно	12	2
143	здесь не	3	2
144	собственно говоря	3	2
145	а с	4	2
146	и притом	3	2
147	с одной	3	2
148	именно в	3	2
149	все эти	5	2
150	в году	10	2
151	того чтобы	3	2
152	для того	2	2
153	и по	2	2
154	так же	8	2
155	или иначе	2	2
156	и на	6	2
157	в силу	2	2
158	у него	24	2
159	всей своей	2	2
160	но как	2	2
161	в этой	8	2
162	о том	11	2
163	и это	6	2
164	из этого	2	2
165	в чем	3	2
