N	2gram	Tiupa_Teor_1	FransuaR
1	и в	18	65
2	то есть	12	45
3	как бы	5	22
4	и не	13	22
5	вовсе не	3	18
6	и т.п	4	17
7	в том	16	16
8	в этом	8	15
9	но в	9	14
10	в нем	4	13
11	нового времени	3	13
12	прежде всего	2	11
13	том числе	2	10
14	и его	8	10
15	и потому	2	10
16	не только	16	10
17	но и	9	10
18	так и	10	10
19	все эти	2	10
20	в его	6	9
21	все это	2	9
22	по своему	2	8
23	в своем	4	8
24	в основе	3	8
25	и другие	2	8
26	и даже	2	8
27	за пределы	2	8
28	его в	2	7
29	в области	4	7
30	точки зрения	9	7
31	только в	6	7
32	никогда не	4	6
33	не знает	3	6
34	том что	9	6
35	времени и	2	6
36	еще не	4	6
37	при этом	12	6
38	может быть	17	6
39	в отношении	3	6
40	сказать что	3	6
41	в литературе	2	6
42	с его	5	5
43	в одном	2	5
44	в частности	16	5
45	жизни в	2	5
46	в них	2	5
47	превращается в	2	5
48	потому что	3	5
49	отличие от	6	5
50	есть в	2	5
51	или иной	4	5
52	для него	2	5
53	в своей	6	5
54	и одновременно	4	5
55	как в	5	5
56	как и	4	5
57	в той	2	5
58	с их	2	5
59	между тем	5	5
60	и к	3	4
61	не в	7	4
62	в этой	3	4
63	в узком	3	4
64	отношение к	5	4
65	в самом	4	4
66	в их	2	4
67	в отличие	6	4
68	между ними	4	4
69	в жизни	2	4
70	не могут	2	3
71	что в	9	3
72	не является	4	3
73	это не	2	3
74	на фоне	2	3
75	в ее	5	3
76	в самой	2	3
77	по своей	3	3
78	даже в	3	3
79	с точки	3	3
80	то что	3	3
81	как раз	2	3
82	не может	4	3
83	в себя	3	3
84	в форме	2	3
85	уже не	4	3
86	жизни как	4	3
87	с другой	7	3
88	жить и	2	3
89	в себе	9	3
90	в искусстве	6	3
91	далеко не	2	3
92	и здесь	2	3
93	в виду	5	3
94	ни к	3	2
95	но не	9	2
96	к тому	2	2
97	узком значении	2	2
98	в противоположность	2	2
99	или даже	4	2
100	из этих	3	2
101	этих двух	2	2
102	можно сказать	3	2
103	в романе	3	2
104	общения между	2	2
105	от своего	2	2
106	одной стороны	2	2
107	хотя и	3	2
108	он не	3	2
109	не вполне	2	2
110	и особенно	2	2
111	и для	2	2
112	в целом	3	2
113	во второй	7	2
114	в большинстве	2	2
115	к жизни	2	2
116	в эпизоде	3	2
117	приводит к	5	2
118	отношения к	2	2
119	с одной	2	2
120	и вот	3	2
121	того что	4	2
122	и по	2	2
123	одним из	2	2
124	роль в	2	2
125	или в	3	2
126	их в	3	2
127	в этих	3	2
128	речи и	2	2
129	могут быть	4	2
130	жизни но	2	2
131	из тех	2	2
132	и это	2	2
133	дело в	2	2
134	это было	2	2
