N	2gram	Vinokur_St_2	Narrotol
1	не только	19	32
2	может быть	2	25
3	но и	19	23
4	в качестве	5	21
5	и не	9	20
6	и в	29	19
7	в том	27	18
8	в этом	21	17
9	в частности	4	14
10	том что	27	14
11	не в	4	14
12	а не	5	12
13	своего рода	5	12
14	тогда как	2	12
15	то что	11	11
16	не может	2	10
17	точки зрения	5	10
18	при этом	2	9
19	со стороны	2	9
20	так и	9	9
21	в его	13	9
22	с другой	4	8
23	не является	3	8
24	в себе	2	8
25	времени и	4	7
26	как и	2	7
27	к тому	10	7
28	такого рода	2	7
29	а также	2	7
30	все же	6	7
31	как в	3	7
32	с его	2	6
33	что он	13	6
34	но не	3	6
35	именно в	4	6
36	в той	5	6
37	как это	2	6
38	о том	17	6
39	но в	8	6
40	и как	2	5
41	по себе	3	5
42	тому же	3	5
43	и его	6	5
44	в данном	2	5
45	в отличие	2	5
46	отличие от	2	5
47	в этой	2	5
48	прежде всего	5	4
49	в нем	4	4
50	то же	2	4
51	но все	7	4
52	если не	2	4
53	было бы	5	4
54	связи с	4	4
55	одной из	3	4
56	как бы	5	4
57	речь идет	4	4
58	хотя бы	3	4
59	другой стороны	3	4
60	в особенности	2	4
61	не мог	3	4
62	не столько	7	4
63	сказать что	2	4
64	только в	2	4
65	и с	4	4
66	не менее	3	3
67	а с	3	3
68	ни было	2	3
69	же как	3	3
70	что в	19	3
71	никогда не	3	3
72	тем не	2	3
73	ни в	3	3
74	что они	2	3
75	обращает на	3	3
76	хотя и	4	3
77	в ней	7	3
78	он не	9	3
79	и даже	3	3
80	себя внимание	2	3
81	как говорит	2	3
82	бы то	2	3
83	из них	3	3
84	в ее	2	3
85	особенно в	2	3
86	то ни	2	3
87	этом отношении	9	3
88	и он	3	3
89	и на	6	3
90	между тем	5	3
91	тем что	3	3
92	на себя	3	3
93	в то	2	3
94	что это	3	3
95	в известном	3	2
96	в полном	3	2
97	в своем	9	2
98	что у	4	2
99	в какой	2	2
100	оно не	3	2
101	не могло	3	2
102	идет о	3	2
103	утверждать что	2	2
104	что именно	2	2
105	и сейчас	3	2
106	что на	3	2
107	его как	2	2
108	говорит о	2	2
109	по существу	2	2
110	только о	2	2
111	более или	2	2
112	о своей	2	2
113	в значительной	2	2
114	как известно	2	2
115	для него	4	2
116	несмотря на	2	2
117	например в	3	2
118	значительной степени	2	2
119	наконец в	3	2
120	в обоих	3	2
121	и потому	2	2
122	и др	2	2
123	даже в	2	2
124	нет и	2	2
125	не имеет	2	2
126	сами по	2	2
127	или менее	2	2
128	так же	3	2
129	как раз	8	2
130	не на	2	2
131	не было	3	2
132	все эти	2	2
133	совершенно не	2	2
134	они не	2	2
135	самом деле	3	2
136	одним из	6	2
137	с точки	2	2
138	в результате	2	2
139	не то	3	2
140	его в	2	2
141	для своей	2	2
142	ничего не	4	2
143	истории и	2	2
144	о чем	5	2
