N	2gram	Voloshinov_1	Problemy
1	и не	10	31
2	и в	12	29
3	в его	2	24
4	может быть	14	24
5	а не	5	22
6	в этом	4	22
7	как бы	13	19
8	в нем	6	19
9	точки зрения	14	19
10	для него	3	18
11	не только	4	15
12	то что	5	15
13	но и	3	14
14	и его	13	14
15	то же	5	14
16	в пределах	3	13
17	уже не	4	13
18	с точки	2	13
19	как и	5	12
20	точка зрения	3	12
21	не может	16	12
22	таким образом	12	12
23	в самом	4	10
24	в то	2	10
25	только в	6	10
26	героя и	5	10
27	там где	2	10
28	с его	2	9
29	это не	2	9
30	все же	4	9
31	но не	2	9
32	все эти	3	9
33	если бы	9	9
34	в своем	2	8
35	до конца	2	8
36	по себе	3	8
37	что в	2	8
38	отношению к	11	8
39	как не	2	8
40	в своей	3	8
41	по отношению	11	8
42	в том	6	8
43	прежде всего	8	7
44	том что	5	7
45	не в	4	7
46	она не	2	7
47	за пределы	4	7
48	так и	4	7
49	в форме	2	7
50	с другими	2	7
51	и на	4	7
52	в себе	3	7
53	но в	5	7
54	все это	3	6
55	точку зрения	2	6
56	выражение в	2	6
57	сливается с	2	6
58	к нему	4	6
59	как в	5	6
60	самом деле	3	6
61	так же	3	6
62	могут быть	2	6
63	его в	4	6
64	и потому	2	6
65	так как	9	6
66	должна быть	5	5
67	и др	5	5
68	но все	2	5
69	более того	2	5
70	зависимости от	4	5
71	еще не	3	5
72	он не	2	5
73	в зависимости	2	5
74	на самом	4	5
75	в творчестве	3	5
76	между тем	3	5
77	автора и	2	5
78	с ним	3	5
79	ничего не	2	5
80	перестает быть	2	4
81	тем как	2	4
82	в литературе	4	4
83	что и	2	4
84	его как	2	4
85	но это	2	4
86	и с	3	4
87	и следовательно	5	4
88	в процессе	6	4
89	от того	4	4
90	и для	3	4
91	как же	2	4
92	и наконец	3	4
93	уже в	2	3
94	была бы	2	3
95	никогда не	5	3
96	в них	3	3
97	с другой	4	3
98	на материале	2	3
99	точек зрения	3	3
100	ни в	3	3
101	и слово	2	3
102	художественного творчества	3	3
103	кроме того	2	3
104	и пр	3	3
105	оно не	2	3
106	на него	2	3
107	другой стороны	2	3
108	как на	2	3
109	в себя	2	3
110	и здесь	2	3
111	сказать что	7	3
112	героев и	2	3
113	как к	3	3
114	отношении к	3	3
115	если же	2	3
116	в художественном	3	3
117	и самое	2	3
118	они ни	2	2
119	и уже	3	2
120	все время	6	2
121	находит свое	3	2
122	себя и	2	2
123	то ни	3	2
124	хотя бы	5	2
125	с этой	2	2
126	те же	2	2
127	в жизни	5	2
128	в условиях	2	2
129	его к	2	2
130	и ее	3	2
131	и к	4	2
132	не есть	2	2
133	является для	2	2
134	жизни и	4	2
135	бы то	3	2
136	при этом	6	2
137	оценки которые	3	2
138	социальной жизни	2	2
139	конечно не	3	2
140	идеологического творчества	2	2
141	с героем	3	2
142	до сих	3	2
143	в котором	3	2
144	отношение к	4	2
145	сих пор	3	2
146	данном случае	2	2
147	ни было	4	2
148	в отношении	2	2
149	и вполне	2	2
150	слово в	3	2
151	и что	2	2
152	произведения и	3	2
153	между ними	2	2
154	слова но	2	2
155	для других	2	2
156	в данном	2	2
157	самое слово	2	2
158	в ней	6	2
159	свое своеобразие	2	2
160	художественную форму	6	2
161	совпадает с	2	2
