N	2gram	Vinokur_Ku_1	Problema
1	и в	24	30
2	в своей	2	22
3	то что	9	18
4	не только	10	18
5	том что	21	17
6	в этом	14	17
7	и даже	3	14
8	но и	6	13
9	таким образом	12	13
10	потому что	23	13
11	в том	30	12
12	в его	12	12
13	и не	12	12
14	а именно	2	12
15	также и	2	12
16	о том	9	12
17	в своем	3	11
18	так что	4	11
19	для нас	2	10
20	точки зрения	14	10
21	в этой	3	10
22	все же	12	9
23	но в	2	9
24	только в	11	9
25	и все	2	9
26	вовсе не	10	8
27	никак не	2	8
28	хотя и	3	8
29	с точки	9	8
30	никогда не	2	7
31	что он	6	7
32	у нас	10	7
33	как и	2	7
34	связи с	7	7
35	но не	5	7
36	может быть	13	7
37	вместе с	7	7
38	так и	7	7
39	в связи	3	7
40	не в	11	7
41	здесь не	3	7
42	в результате	5	7
43	с другой	7	6
44	прежде всего	9	6
45	можно сказать	3	6
46	уже не	8	6
47	и как	2	6
48	несмотря на	3	6
49	и для	2	6
50	как бы	7	6
51	в нем	4	6
52	что и	4	6
53	другой стороны	6	6
54	и что	5	6
55	а в	5	6
56	и его	5	6
57	и на	4	6
58	так как	9	6
59	не менее	7	5
60	нисколько не	3	5
61	с тем	5	5
62	что в	17	5
63	в которой	6	5
64	тем не	4	5
65	в силу	10	5
66	так же	4	5
67	в самом	10	5
68	не может	7	5
69	не просто	5	5
70	а не	8	5
71	и то	3	5
72	как раз	8	5
73	того как	4	5
74	и с	5	5
75	если не	3	4
76	еще и	5	4
77	в частности	4	4
78	как именно	2	4
79	как о	2	4
80	по крайней	5	4
81	тогда когда	6	4
82	ни в	2	4
83	ясно что	3	4
84	в смысле	2	4
85	но все	2	4
86	при этом	6	4
87	того же	4	4
88	было бы	15	4
89	в качестве	7	4
90	крайней мере	5	4
91	гораздо более	3	4
92	а с	3	4
93	не мог	2	4
94	и он	3	4
95	или в	2	4
96	даже и	3	4
97	в себе	3	4
98	в то	2	4
99	учение о	4	3
100	в самой	4	3
101	для них	2	3
102	именно в	6	3
103	в духе	3	3
104	не всегда	2	3
105	о котором	2	3
106	же в	4	3
107	что его	2	3
108	что они	4	3
109	тот же	2	3
110	только тогда	3	3
111	еще не	5	3
112	для того	16	3
113	обратить внимание	2	3
114	он не	2	3
115	и тем	2	3
116	иное как	2	3
117	только и	3	3
118	того что	9	3
119	внимание на	4	3
120	от этого	2	3
121	в ней	6	3
122	что касается	2	3
123	этом смысле	3	3
124	с ним	5	3
125	в одном	3	3
126	в виду	5	3
127	я не	2	2
128	не могут	2	2
129	и более	2	2
130	уже и	3	2
131	в них	7	2
132	в какой	6	2
133	хотя бы	10	2
134	как в	4	2
135	это не	7	2
136	во втором	2	2
137	с этой	2	2
138	уже в	3	2
139	не все	2	2
140	на месте	2	2
141	один из	4	2
142	представление о	3	2
143	была бы	3	2
144	значение и	2	2
145	по себе	2	2
146	на то	4	2
147	к тому	5	2
148	то же	8	2
149	ли не	3	2
150	по существу	4	2
151	в свою	3	2
152	до сих	4	2
153	в это	2	2
154	в данном	4	2
155	что не	5	2
156	мы имеем	6	2
157	на его	3	2
158	конечно не	2	2
159	и является	4	2
160	иной раз	2	2
161	всяком случае	5	2
162	в котором	3	2
163	отношению к	9	2
164	но уже	5	2
165	из них	4	2
166	когда он	3	2
167	себя самого	2	2
168	ее в	2	2
169	но еще	3	2
170	и тогда	4	2
171	по отношению	8	2
172	то и	2	2
173	все эти	6	2
174	с помощью	7	2
175	они не	3	2
176	здесь как	2	2
177	самом деле	9	2
178	того чтобы	17	2
179	свидетельствует о	2	2
180	в науке	4	2
181	в таком	3	2
182	бы на	2	2
183	доказывает что	2	2
184	доказать что	2	2
185	можно было	6	2
186	во всяком	5	2
187	между тем	5	2
188	тем что	8	2
189	мере в	6	2
190	как с	2	2
191	обстоятельство что	8	2
192	в таких	4	2
193	есть в	4	2
194	ли в	2	2
195	в области	7	2
196	ничего не	2	2
197	любви к	2	2
198	сих пор	4	2
