N	2gram	Vinokur_St_3	Myshleni
1	и в	25	25
2	в развитии	2	24
3	в том	20	23
4	на основе	2	22
5	том что	15	20
6	что в	19	17
7	таким образом	10	17
8	с тем	4	16
9	как и	4	15
10	то что	12	15
11	в его	12	15
12	в этом	24	14
13	вместе с	2	14
14	может быть	19	13
15	в целом	4	13
16	так как	3	12
17	в качестве	4	12
18	что они	2	10
19	как бы	6	10
20	и не	10	10
21	и что	3	10
22	того что	5	10
23	было бы	7	10
24	только в	6	10
25	заключается в	2	9
26	связи с	3	9
27	как в	6	9
28	мы не	2	9
29	ни в	5	9
30	показывает что	3	8
31	не является	3	8
32	тем что	19	8
33	как мы	2	8
34	уже в	3	7
35	все эти	3	7
36	что мы	3	7
37	для того	2	7
38	в области	6	7
39	самого начала	2	6
40	не менее	2	6
41	с другой	5	6
42	с самого	2	6
43	не в	6	6
44	и у	2	6
45	один из	2	6
46	не может	7	6
47	в связи	3	6
48	и на	6	6
49	потому что	5	6
50	что он	19	6
51	в отношении	2	6
52	но не	2	6
53	того же	2	6
54	не только	12	6
55	все же	4	6
56	точки зрения	7	6
57	все это	8	6
58	так и	5	5
59	что это	16	5
60	тем не	2	5
61	но это	4	5
62	для него	3	5
63	одной стороны	3	5
64	с одной	2	5
65	и по	2	5
66	отношения между	5	5
67	с ее	2	5
68	если бы	4	5
69	и к	4	5
70	о том	8	5
71	из которых	4	5
72	могут быть	2	5
73	в этой	14	5
74	независимо от	5	4
75	никогда не	2	4
76	в какой	3	4
77	из этих	6	4
78	прежде всего	10	4
79	на то	5	4
80	в смысле	4	4
81	к тому	2	4
82	не мог	2	4
83	в ряде	2	4
84	всяком случае	4	4
85	время как	4	4
86	но и	9	4
87	от того	2	4
88	не столько	2	4
89	то и	2	4
90	а в	6	4
91	сказать что	4	4
92	в то	7	4
93	мы имеем	5	4
94	тогда когда	2	4
95	от нее	3	4
96	с этим	7	4
97	мы имели	2	4
98	то время	4	4
99	еще не	2	4
100	он не	5	4
101	той же	2	4
102	во всяком	4	4
103	этого слова	2	4
104	и это	5	4
105	с этой	3	3
106	что эти	4	3
107	в свою	2	3
108	на этом	3	3
109	формы в	2	3
110	в самом	2	3
111	в котором	5	3
112	если в	2	3
113	другой стороны	5	3
114	отличается от	4	3
115	то обстоятельство	5	3
116	в которых	2	3
117	этом отношении	4	3
118	в результате	2	3
119	между тем	6	3
120	обстоятельство что	5	3
121	с которыми	2	3
122	к которому	3	3
123	и которые	2	3
124	по этому	3	3
125	не как	2	3
126	в жизни	4	3
127	состоит в	4	3
128	к этому	3	3
129	но как	2	3
130	его к	2	3
131	мы видим	4	3
132	то в	4	3
133	или иной	2	3
134	этот тип	2	3
135	связь с	4	3
136	им в	2	3
137	а с	2	3
138	в виде	3	3
139	которые в	2	3
140	место в	6	2
141	то же	5	2
142	все время	2	2
143	в этих	11	2
144	все они	3	2
145	тому что	3	2
146	раньше чем	3	2
147	одного из	2	2
148	а по	2	2
149	так что	11	2
150	но все	2	2
151	такого рода	5	2
152	по форме	5	2
153	все более	2	2
154	нас к	2	2
155	для этого	2	2
156	и только	2	2
157	и других	2	2
158	как на	6	2
159	в своих	8	2
160	на его	4	2
161	и здесь	3	2
162	в начале	4	2
163	ни на	2	2
164	в чисто	2	2
165	что по	3	2
166	в плане	2	2
167	цели и	2	2
168	но они	2	2
169	с его	3	2
170	всех этих	3	2
171	находит свое	3	2
172	вступают в	2	2
173	в них	5	2
174	на котором	2	2
175	и во	2	2
176	этом смысле	4	2
177	говорит и	2	2
178	об этом	5	2
179	одна из	2	2
180	и может	2	2
181	а также	4	2
182	в своей	4	2
183	только что	2	2
184	внимание на	2	2
185	в течение	4	2
186	уже не	3	2
187	в речи	4	2
188	и для	4	2
189	и его	3	2
190	или в	2	2
191	связан с	3	2
192	в каком	4	2
193	в чем	4	2
194	в эту	4	2
195	а как	4	2
