N	2gram	Losev_Prob_1	Formalny
1	и в	32	24
2	в его	6	23
3	прежде всего	10	22
4	и не	31	20
5	так и	12	18
6	и пр	4	17
7	не может	8	16
8	точки зрения	3	16
9	в этом	19	15
10	в нем	13	14
11	может быть	14	14
12	с точки	3	13
13	таким образом	6	13
14	и т	11	12
15	именно как	4	12
16	в своем	5	11
17	не менее	19	11
18	как и	3	11
19	должно быть	2	11
20	в своей	8	11
21	в их	4	11
22	вовсе не	35	10
23	и ее	8	10
24	в настоящее	3	10
25	то же	10	10
26	а не	15	10
27	и его	3	10
28	настоящее время	3	10
29	и потому	2	9
30	все это	7	9
31	в то	6	9
32	в ее	3	8
33	именно в	4	8
34	то что	42	8
35	как в	4	8
36	т д	10	8
37	и на	8	8
38	не в	4	8
39	и с	2	8
40	не только	17	7
41	но и	9	7
42	на самом	6	7
43	отнюдь не	10	6
44	и все	7	6
45	и здесь	6	6
46	было бы	8	6
47	в том	9	6
48	в этой	10	6
49	более или	3	6
50	самом деле	6	6
51	до сих	3	6
52	она не	2	6
53	еще не	9	6
54	как бы	14	6
55	сих пор	3	6
56	или менее	3	6
57	входит в	4	6
58	а в	4	6
59	все эти	8	6
60	как это	6	6
61	хотя бы	3	5
62	по себе	15	5
63	в литературе	4	5
64	в искусстве	3	5
65	у нас	14	5
66	при этом	6	5
67	только на	4	5
68	во всех	7	5
69	в самом	6	5
70	и до	2	5
71	как мы	7	5
72	искусства и	3	5
73	того что	7	5
74	с другой	3	5
75	но в	14	5
76	мы увидим	3	4
77	с его	2	4
78	никогда не	7	4
79	не как	2	4
80	с другими	2	4
81	для этого	3	4
82	учение о	3	4
83	и может	2	4
84	если бы	4	4
85	всяком случае	3	4
86	оно не	3	4
87	быть и	3	4
88	так же	9	4
89	в связи	4	4
90	что в	12	4
91	только и	3	4
92	в которой	2	4
93	во всяком	7	4
94	в истории	4	4
95	но не	9	3
96	в отношении	3	3
97	всех этих	7	3
98	связи с	5	3
99	в них	7	3
100	он должен	2	3
101	направление в	2	3
102	в жизни	3	3
103	ясно что	3	3
104	или иного	2	3
105	что он	7	3
106	к тому	3	3
107	его как	2	3
108	для него	2	3
109	и как	6	3
110	но это	8	3
111	ни на	4	3
112	со всеми	2	3
113	действительности и	5	3
114	но для	3	3
115	не о	2	3
116	он не	3	3
117	один из	4	3
118	же в	4	3
119	особенно в	2	3
120	не было	4	3
121	не для	2	3
122	мы не	2	3
123	тем самым	4	3
124	и даже	11	3
125	его в	6	3
126	со всем	2	3
127	от всех	2	3
128	в себе	15	3
129	в конкретном	2	3
130	здесь не	7	3
131	в области	2	3
132	того или	2	2
133	сама по	4	2
134	нисколько не	3	2
135	прежде чем	3	2
136	же как	2	2
137	с тем	5	2
138	учения о	2	2
139	сами по	3	2
140	это не	6	2
141	она является	2	2
142	и особенно	2	2
143	с этим	3	2
144	для нашего	2	2
145	она есть	5	2
146	а часто	2	2
147	не можем	2	2
148	здесь в	3	2
149	и заключается	2	2
150	а только	5	2
151	все время	2	2
152	ни в	7	2
153	в самой	3	2
154	нас не	2	2
155	уже не	3	2
156	по существу	2	2
157	но все	3	2
158	перейти к	4	2
159	литературы и	4	2
160	если мы	11	2
161	и чисто	3	2
162	только в	7	2
163	в действительности	3	2
164	но есть	2	2
165	и если	6	2
166	действительности в	3	2
167	как раз	13	2
168	и является	7	2
169	в него	2	2
170	только не	3	2
171	за пределы	6	2
172	однако не	3	2
173	нет и	2	2
174	не есть	29	2
175	вместе с	2	2
176	он в	2	2
177	во всей	3	2
178	не на	3	2
179	может и	3	2
180	и что	9	2
181	бы оно	3	2
182	литературе и	4	2
183	раз и	9	2
184	в науке	2	2
185	как такового	2	2
186	следовательно и	2	2
187	часто и	2	2
188	или иначе	2	2
189	в результате	2	2
190	между тем	2	2
191	чем же	2	2
192	даже и	8	2
193	или на	3	2
194	на его	2	2
195	ничего не	10	2
196	но ведь	3	2
197	и это	9	2
198	с ним	3	2
199	и должно	2	2
200	в эту	2	2
201	что такое	6	2
