N	2gram	Losev_Dial_1	Istorich
1	и в	18	24
2	что он	11	21
3	не только	13	21
4	и т	21	17
5	т е	25	16
6	т д	19	16
7	может быть	17	14
8	не может	12	14
9	в этих	5	13
10	что в	13	13
11	мы имеем	2	12
12	как в	2	12
13	в этом	12	12
14	но и	7	11
15	это не	9	10
16	том что	9	10
17	а в	5	10
18	и что	12	10
19	мы видим	4	10
20	с другой	6	9
21	не в	6	9
22	все же	5	9
23	о том	4	9
24	потому что	14	9
25	еще не	2	8
26	что и	3	8
27	все это	11	8
28	другой стороны	4	8
29	то же	10	8
30	а не	14	8
31	так как	11	8
32	один из	3	7
33	в том	9	7
34	в первую	2	7
35	то что	13	7
36	к нему	8	7
37	что здесь	2	7
38	всех этих	3	6
39	с этой	2	6
40	об этом	4	6
41	как и	2	6
42	так же	4	6
43	но не	4	6
44	мы увидим	2	6
45	в нем	16	6
46	он не	3	6
47	и все	3	6
48	того что	2	6
49	только в	3	6
50	как он	4	6
51	что это	11	6
52	не менее	2	5
53	тот кто	2	5
54	одной стороны	2	5
55	то это	4	5
56	отношение к	5	5
57	дело не	2	5
58	так и	9	5
59	с одной	2	5
60	что она	7	5
61	в чем	6	5
62	с ним	6	5
63	ничего не	17	5
64	но в	6	5
65	никогда не	9	4
66	вовсе не	7	4
67	но все	3	4
68	есть и	5	4
69	же как	2	4
70	как бы	11	4
71	в их	3	4
72	то и	2	4
73	и не	30	4
74	ее на	2	4
75	не имеет	15	4
76	точки зрения	17	4
77	в данном	3	4
78	мы должны	5	4
79	то не	2	4
80	мы можем	4	4
81	в качестве	2	3
82	в них	3	3
83	но они	2	3
84	вопрос о	2	3
85	на то	5	3
86	чаще всего	2	3
87	так что	15	3
88	в дальнейшем	5	3
89	что они	3	3
90	но есть	2	3
91	себе и	2	3
92	с ней	2	3
93	сих пор	2	3
94	как мы	4	3
95	этой точки	2	3
96	этой стороны	2	3
97	и даже	13	3
98	и он	5	3
99	но это	8	3
100	хотя и	4	3
101	из этих	2	3
102	от него	4	3
103	в конце	4	3
104	тоже не	2	3
105	на земле	2	2
106	как только	2	2
107	много но	2	2
108	в мифе	12	2
109	для нее	2	2
110	тому что	3	2
111	думать что	3	2
112	того кто	2	2
113	та же	3	2
114	и так	2	2
115	и от	2	2
116	к этому	2	2
117	этот обряд	3	2
118	прежде всего	10	2
119	в одну	3	2
120	стороны и	3	2
121	в то	6	2
122	ни в	15	2
123	нас не	2	2
124	говорит о	5	2
125	можно указать	2	2
126	это значит	11	2
127	стороны не	3	2
128	связанные с	2	2
129	она не	6	2
130	было бы	12	2
131	в самом	3	2
132	и эта	2	2
133	и о	3	2
134	ни с	6	2
135	к ним	2	2
136	к ней	4	2
137	в котором	4	2
138	если в	3	2
139	тем более	2	2
140	а потом	5	2
141	идти дальше	2	2
142	другими словами	2	2
143	со стороны	2	2
144	в отдельности	2	2
145	но конечно	2	2
146	отличается от	2	2
147	вплоть до	3	2
148	точно так	2	2
149	уже не	2	2
150	в особенности	5	2
151	не просто	7	2
152	но эта	3	2
153	он на	2	2
154	что не	7	2
155	и у	2	2
156	что такое	10	2
157	как это	4	2
158	его не	6	2
159	время как	2	2
160	почти всегда	4	2
161	можно найти	2	2
162	очень много	3	2
163	сказать что	10	2
164	ничем не	3	2
165	в основе	3	2
166	из них	2	2
167	с этим	2	2
168	во всем	2	2
169	и другое	2	2
170	только на	3	2
171	но вот	3	2
172	все эти	2	2
173	и это	2	2
174	конечно не	3	2
175	это конечно	2	2
176	если это	2	2
177	до сих	2	2
