N	2gram	Voloshinov_1	StatiiOP
1	и в	12	44
2	в том	6	36
3	что в	2	30
4	том что	5	29
5	в этом	4	21
6	то что	5	18
7	не только	4	18
8	о том	3	17
9	и не	10	16
10	а не	5	16
11	может быть	14	15
12	в данном	2	14
13	как в	5	13
14	не в	4	12
15	самом деле	3	11
16	точки зрения	14	11
17	ясно что	3	10
18	но и	3	10
19	но в	5	10
20	только в	6	10
21	в отношении	2	9
22	с другой	4	9
23	если бы	9	9
24	в то	2	9
25	как и	5	9
26	того что	3	9
27	так и	4	9
28	в его	2	9
29	все же	4	8
30	не может	16	8
31	и его	13	8
32	это не	2	8
33	с точки	2	8
34	прежде всего	8	7
35	в самом	4	7
36	для нас	7	7
37	сих пор	3	7
38	до сих	3	7
39	другой стороны	2	7
40	таким образом	12	7
41	сказать что	7	7
42	но это	2	6
43	для него	3	6
44	что и	2	6
45	в своей	3	6
46	данном случае	2	6
47	на самом	4	6
48	дело в	4	6
49	хотя бы	5	6
50	не менее	3	5
51	никогда не	5	5
52	была бы	2	5
53	такой же	2	5
54	так же	3	5
55	что мы	5	5
56	в котором	3	5
57	в нем	6	5
58	жизни и	4	5
59	все это	3	5
60	то же	5	5
61	и по	3	5
62	и то	2	5
63	могут быть	2	5
64	все эти	3	5
65	так как	9	5
66	там где	2	5
67	но все	2	4
68	и что	2	4
69	как бы	13	4
70	как это	2	4
71	точку зрения	2	3
72	в какой	2	3
73	и с	3	3
74	с этой	2	3
75	и так	2	3
76	должна быть	5	3
77	этих двух	2	3
78	ни в	3	3
79	да и	3	3
80	но не	2	3
81	еще не	3	3
82	что не	4	3
83	и для	3	3
84	общего с	2	3
85	в ней	6	3
86	отношению к	11	3
87	по отношению	11	3
88	с одной	2	3
89	и вполне	2	3
90	в чем	2	3
91	как к	3	3
92	в каком	3	3
93	ведь и	3	3
94	и вообще	3	3
95	между тем	3	3
96	истории литературы	2	2
97	уже в	2	2
98	бы не	2	2
99	бы мы	3	2
100	в этих	2	2
101	материала и	4	2
102	в своем	2	2
103	в такой	3	2
104	и более	3	2
105	литературы и	4	2
106	при этом	6	2
107	быть и	3	2
108	она не	2	2
109	одной стороны	2	2
110	за пределы	4	2
111	совпадает с	2	2
112	но для	3	2
113	и потому	2	2
114	так называемой	3	2
115	и уже	3	2
116	тем не	3	2
117	отношение к	4	2
118	подчеркнуть что	2	2
119	конечно не	3	2
120	на него	2	2
121	допустим что	2	2
122	он должен	3	2
123	и те	2	2
124	мы не	3	2
125	ничего не	2	2
126	дело с	2	2
127	можно найти	2	2
128	ни на	2	2
129	он не	2	2
130	в себе	3	2
131	и все	2	2
132	его в	4	2
133	к нему	4	2
134	мы имеем	2	2
