N	2gram	Bakhtin_Fr_1	Myslijsy
1	потому что	5	49
2	для нас	4	31
3	то есть	45	30
4	и в	65	24
5	может быть	6	23
6	то что	3	20
7	и не	22	19
8	в том	16	18
9	что в	3	16
10	не только	10	15
11	при этом	6	13
12	не в	4	13
13	но не	2	12
14	не может	3	12
15	что мы	2	11
16	только в	7	11
17	для него	5	10
18	в себе	3	10
19	как в	5	10
20	так как	6	10
21	вовсе не	18	9
22	в нем	13	9
23	как бы	22	9
24	но и	10	9
25	том что	6	8
26	и на	11	8
27	в этом	15	8
28	могут быть	2	8
29	не могут	3	7
30	прежде всего	11	7
31	во всех	9	7
32	как и	5	7
33	того что	2	7
34	в чем	2	7
35	в состоянии	3	6
36	связи с	4	6
37	с другой	3	6
38	в одном	5	6
39	в ряду	3	6
40	есть только	2	6
41	между тем	5	6
42	с ним	3	5
43	же в	2	5
44	что не	2	5
45	о том	2	5
46	и их	3	5
47	так и	10	5
48	в них	5	5
49	от того	2	5
50	бы ни	2	5
51	из них	4	5
52	все же	6	5
53	во время	4	4
54	главным образом	6	4
55	никогда не	6	4
56	из этих	2	4
57	образом в	2	4
58	что он	3	4
59	уже не	3	4
60	до сих	4	4
61	еще не	6	4
62	в самом	4	4
63	между прочим	2	4
64	нам кажется	2	4
65	в некоторых	2	4
66	сих пор	4	4
67	с одной	2	4
68	в таком	2	4
69	влияние на	7	4
70	от него	2	4
71	так сказать	4	4
72	в других	3	4
73	но в	14	4
74	так например	2	3
75	это не	3	3
76	и от	2	3
77	и все	5	3
78	на все	2	3
79	хотя и	2	3
80	одной стороны	2	3
81	но это	3	3
82	например в	2	3
83	в самой	3	3
84	в ней	6	3
85	и во	3	3
86	его в	7	3
87	в целом	2	3
88	на него	2	3
89	и у	6	3
90	и для	2	3
91	бы быть	2	3
92	рядом с	5	3
93	во многих	2	3
94	одно из	6	3
95	и вообще	3	3
96	далеко не	3	3
97	в этих	2	3
98	всех этих	8	2
99	но на	3	2
100	перестает быть	3	2
101	и его	10	2
102	превращается в	5	2
103	и это	2	2
104	стремление к	2	2
105	в жизни	4	2
106	между ними	4	2
107	значение и	2	2
108	с его	5	2
109	за пределы	8	2
110	но все	3	2
111	все эти	10	2
112	есть в	5	2
113	в общем	4	2
114	его на	2	2
115	в его	9	2
116	это определение	2	2
117	и потому	10	2
118	ни с	2	2
119	все это	9	2
120	и других	3	2
121	на самом	6	2
122	в себя	3	2
123	самом деле	3	2
124	мы видим	2	2
125	и по	2	2
126	друг друга	3	2
127	отношения к	2	2
128	или в	2	2
129	и здесь	3	2
130	их в	2	2
131	сказать что	6	2
132	быть только	2	2
133	даже и	3	2
134	во всем	2	2
135	это было	2	2
