N	2gram	Ircho_Kome_1	Formalny
1	т е	13	34
2	и в	22	24
3	в его	5	23
4	прежде всего	5	22
5	и не	8	20
6	так и	5	18
7	не может	2	16
8	точки зрения	4	16
9	в этом	3	15
10	в нем	4	14
11	может быть	9	14
12	таким образом	8	13
13	и т	9	12
14	не менее	3	11
15	как и	9	11
16	в их	4	11
17	вовсе не	2	10
18	и ее	3	10
19	то же	6	10
20	и его	8	10
21	все это	5	9
22	в то	10	9
23	же время	4	8
24	именно в	4	8
25	в свою	2	8
26	то что	2	8
27	как в	5	8
28	т д	4	8
29	и на	3	8
30	не в	6	8
31	и с	3	8
32	место в	3	7
33	до конца	2	7
34	не только	10	7
35	с ее	2	7
36	но и	11	7
37	и все	3	6
38	и здесь	2	6
39	было бы	2	6
40	в том	11	6
41	в этой	7	6
42	до сих	2	6
43	еще не	2	6
44	сих пор	2	6
45	в целом	3	6
46	или менее	2	6
47	а в	6	6
48	как это	3	6
49	у нас	3	5
50	при этом	5	5
51	в самом	2	5
52	со стороны	2	5
53	как мы	4	5
54	с другой	5	5
55	но в	4	5
56	независимо от	2	4
57	главным образом	3	4
58	в частности	3	4
59	для этого	2	4
60	одной стороны	3	4
61	всяком случае	2	4
62	отношению к	3	4
63	так же	3	4
64	по отношению	3	4
65	т п	5	4
66	что в	6	4
67	с одной	3	4
68	в которой	6	4
69	во всяком	2	4
70	в истории	5	4
71	но не	2	3
72	в отношении	6	3
73	в них	3	3
74	то ни	2	3
75	бы то	2	3
76	на все	2	3
77	ясно что	4	3
78	что он	6	3
79	к тому	6	3
80	и как	3	3
81	но это	2	3
82	аналогии с	2	3
83	он не	3	3
84	один из	5	3
85	все же	3	3
86	же в	4	3
87	отношение к	3	3
88	всего в	3	3
89	и других	7	3
90	мы не	3	3
91	и даже	5	3
92	его в	3	3
93	в себе	2	3
94	в области	2	3
95	же как	3	2
96	и особенно	4	2
97	в одном	8	2
98	вопрос о	3	2
99	в году	3	2
100	на всю	3	2
101	идет о	3	2
102	здесь в	3	2
103	ни было	2	2
104	ни в	6	2
105	мы видели	2	2
106	одна из	2	2
107	только в	3	2
108	в действительности	2	2
109	одной из	3	2
110	все более	3	2
111	в новое	2	2
112	к ней	2	2
113	как раз	3	2
114	за пределы	2	2
115	на кого	2	2
116	еще в	5	2
117	что и	4	2
118	на него	4	2
119	вместе с	2	2
120	всего этого	2	2
121	за исключением	3	2
122	и вот	4	2
123	в результате	4	2
124	между тем	5	2
125	чем же	2	2
126	в своих	2	2
127	на его	5	2
128	к которому	3	2
129	ничего не	3	2
130	тех же	2	2
131	почти не	2	2
