N	2gram	Voloshinov_1	Analitik
1	в этом	9	18
2	в частности	2	16
3	и в	16	16
4	не только	7	16
5	так и	4	15
6	как и	2	14
7	в том	3	12
8	но и	4	12
9	и не	4	12
10	том что	3	12
11	могут быть	3	10
12	как бы	5	10
13	при этом	6	10
14	в пределах	2	9
15	и даже	4	9
16	в этой	4	9
17	отнюдь не	4	8
18	и т.п	2	8
19	то что	3	7
20	о том	2	7
21	в самом	2	6
22	и на	4	6
23	говорить о	2	6
24	может быть	17	6
25	как это	3	6
26	но в	4	6
27	и к	6	5
28	не менее	2	4
29	можно сказать	4	4
30	у него	2	4
31	за пределы	2	4
32	того же	2	4
33	для него	6	4
34	в один	4	4
35	во всех	3	4
36	все это	4	4
37	не может	8	4
38	на этом	3	4
39	и его	8	4
40	то же	2	4
41	точки зрения	8	4
42	только в	4	4
43	нашего времени	2	4
44	никогда не	2	3
45	по крайней	3	3
46	прежде всего	9	3
47	при всей	2	3
48	что на	2	3
49	есть в	2	3
50	было бы	2	3
51	крайней мере	3	3
52	на две	3	3
53	что и	2	3
54	только на	3	3
55	не знает	2	3
56	а в	3	3
57	как мы	4	3
58	с ними	4	3
59	сводится к	2	3
60	едва ли	3	3
61	я и	6	3
62	в конечном	3	3
63	и все	4	3
64	в общем	3	2
65	для всех	4	2
66	вообще не	2	2
67	в одном	3	2
68	этом смысле	3	2
69	к этому	2	2
70	конечном счете	2	2
71	все что	4	2
72	что в	3	2
73	с их	3	2
74	еще не	5	2
75	в своей	2	2
76	один из	2	2
77	не есть	2	2
78	с ее	4	2
79	на этой	3	2
80	и их	4	2
81	вместе с	3	2
82	отношения к	3	2
83	таким образом	9	2
84	те же	3	2
85	и для	2	2
86	с точки	6	2
87	так же	2	2
88	на основе	2	2
89	он не	2	2
90	на протяжении	2	2
91	в его	4	2
92	его в	4	2
93	в этих	3	2
94	сказать что	7	2
95	с ним	2	2
