N	2gram	Vinokur_Ku_3	Istorich
1	и в	23	22
2	мы имеем	2	19
3	в этом	16	17
4	и т	54	16
5	т е	32	16
6	т д	8	15
7	что в	13	15
8	не только	17	14
9	мы видели	3	13
10	но и	3	12
11	и не	10	12
12	и пр	3	11
13	может быть	14	11
14	в этих	2	11
15	еще не	9	10
16	таким образом	9	10
17	но в	2	10
18	что он	6	9
19	что и	6	9
20	вместе с	2	9
21	в том	22	9
22	что они	2	8
23	том что	11	8
24	как мы	5	8
25	другой стороны	3	7
26	с другой	7	7
27	но не	3	7
28	то что	4	7
29	уже не	8	7
30	и здесь	2	7
31	мы должны	3	7
32	так как	9	7
33	там где	3	7
34	здесь можно	5	6
35	связи с	6	6
36	это не	3	6
37	не все	2	6
38	то и	2	6
39	а в	5	6
40	то же	6	6
41	а не	11	6
42	так в	2	6
43	ничего не	6	6
44	если бы	8	6
45	не менее	12	5
46	в частности	2	5
47	тем не	9	5
48	до сих	8	5
49	один из	4	5
50	все же	5	5
51	этом случае	4	5
52	что она	5	5
53	в свете	2	5
54	он не	3	5
55	того что	11	5
56	сих пор	8	5
57	могут быть	6	5
58	в некоторых	2	5
59	случаи когда	2	4
60	как это	7	4
61	у нас	10	4
62	не в	5	4
63	в дальнейшем	2	4
64	в пределах	2	4
65	только в	6	4
66	на этом	2	4
67	она не	3	4
68	они не	3	4
69	что на	3	4
70	отношение к	3	4
71	для нас	4	4
72	а именно	3	4
73	в данном	7	4
74	не может	6	4
75	тем что	5	4
76	все эти	7	4
77	и с	3	4
78	я не	5	3
79	состоит в	2	3
80	целый ряд	4	3
81	прежде всего	9	3
82	к тому	3	3
83	и к	3	3
84	как и	5	3
85	и как	2	3
86	но это	5	3
87	эти два	2	3
88	равно как	2	3
89	было бы	16	3
90	между прочим	8	3
91	приходит в	2	3
92	в его	11	3
93	в целом	4	3
94	не будем	5	3
95	данном случае	4	3
96	в связи	5	3
97	на том	2	3
98	так же	2	3
99	сказать что	7	3
100	потому что	12	3
101	однако что	4	3
102	из этих	5	3
103	далеко не	5	3
104	о том	6	3
105	его в	2	3
106	здесь не	2	3
107	в чем	5	3
108	если это	2	3
109	к нашей	2	2
110	не было	4	2
111	с тем	6	2
112	независимо от	5	2
113	и есть	5	2
114	в одном	2	2
115	на очень	2	2
116	вовсе не	5	2
117	вопрос о	11	2
118	в тех	2	2
119	указать на	2	2
120	можно сказать	2	2
121	во всяком	2	2
122	уже выше	5	2
123	как таковой	2	2
124	ни в	3	2
125	тому же	3	2
126	но все	2	2
127	в силу	6	2
128	такой же	2	2
129	и более	3	2
130	с одной	4	2
131	как в	4	2
132	при этом	6	2
133	в качестве	2	2
134	можно видеть	2	2
135	не дает	2	2
136	после того	6	2
137	это еще	2	2
138	на себя	2	2
139	одной стороны	4	2
140	совершенно не	5	2
141	и о	4	2
142	хотя и	5	2
143	в ней	3	2
144	относится к	2	2
145	именно так	2	2
146	в котором	2	2
147	не имеет	3	2
148	не с	2	2
149	то это	3	2
150	отношению к	2	2
151	так и	6	2
152	по отношению	3	2
153	в своем	4	2
154	в особенности	2	2
155	той же	3	2
156	еще более	2	2
157	на самом	3	2
158	этот вопрос	3	2
159	из того	2	2
160	и вот	3	2
161	мы найдем	2	2
162	перейти к	2	2
163	и что	7	2
164	что не	4	2
165	а то	2	2
166	в которых	3	2
167	в русском	2	2
168	очень много	2	2
169	то мы	3	2
170	между тем	4	2
171	точки зрения	23	2
172	этой системы	2	2
173	в то	3	2
174	то не	2	2
175	а также	4	2
176	и действительно	3	2
