N	3gram	Vygotskiy__5	Problema
1	о том что	4	14
2	в этом случае	3	7
3	и то что	2	7
4	то же самое	4	5
5	с одной стороны	3	5
6	с другой стороны	2	5
7	до сих пор	3	4
8	сама по себе	4	4
9	в том что	11	4
10	и в частности	2	3
11	можно сказать что	5	3
12	не может быть	3	3
13	это значит что	4	3
14	с самого начала	5	2
15	но если мы	2	2
16	для того чтобы	14	2
17	том что в	2	2
18	друг от друга	4	2
19	в самом деле	2	2
20	вопрос о том	3	2
21	и тот же	3	2
22	ничего общего с	2	2
23	можно было бы	3	2
24	само по себе	2	2
25	так что в	2	2
26	не только не	3	2
27	подобно тому как	4	2
28	один и тот	3	2
29	заключается в том	5	2
