N	2gram	Trubetskoy_1	Psycholo
1	и в	26	38
2	то что	7	35
3	в том	11	25
4	в самом	4	25
5	что в	9	20
6	может быть	10	19
7	и что	4	18
8	на то	2	16
9	точки зрения	13	16
10	то есть	4	15
11	если бы	3	14
12	том что	7	14
13	как бы	12	14
14	потому что	7	14
15	в этой	4	13
16	в этом	15	13
17	не только	10	12
18	таким образом	22	12
19	не в	2	12
20	что он	4	11
21	что это	3	10
22	то же	4	10
23	же самое	2	10
24	и не	8	10
25	и все	2	10
26	с точки	6	9
27	того чтобы	5	9
28	все же	6	8
29	с тем	18	8
30	в одном	3	8
31	так что	3	8
32	и как	3	8
33	из этого	2	8
34	для того	5	8
35	и это	2	8
36	с другой	8	7
37	а не	5	7
38	мы можем	2	7
39	не может	4	7
40	а в	4	7
41	между тем	2	7
42	из них	7	6
43	и здесь	2	6
44	к тому	6	6
45	мы видели	2	6
46	с самого	3	6
47	до сих	5	6
48	один из	2	6
49	и если	3	6
50	в котором	4	6
51	не имеет	5	6
52	он не	4	6
53	с одной	7	6
54	так как	9	6
55	и на	2	6
56	в которых	4	6
57	самого начала	2	6
58	о том	6	6
59	ясно что	3	6
60	в своем	3	5
61	одной стороны	7	5
62	несмотря на	6	5
63	вместе с	15	5
64	но и	9	5
65	сих пор	5	5
66	к которым	2	5
67	о котором	2	5
68	в его	5	5
69	в которой	3	5
70	никогда не	5	4
71	из него	2	4
72	в свою	2	4
73	по своему	2	4
74	при этом	3	4
75	когда он	3	4
76	и для	5	4
77	конечно не	2	4
78	во всех	2	4
79	в самой	2	4
80	но если	2	4
81	в нем	4	4
82	что и	6	4
83	в течение	4	4
84	все эти	6	4
85	у всех	2	4
86	того что	3	4
87	из которых	4	4
88	и даже	3	4
89	сказать что	2	4
90	больше чем	2	4
91	только в	4	4
92	что эти	3	4
93	в себе	6	4
94	в виду	2	4
95	как на	8	3
96	в них	2	3
97	только для	2	3
98	больше не	2	3
99	из этих	10	3
100	что все	4	3
101	главным образом	8	3
102	к этому	3	3
103	так называемой	2	3
104	и к	5	3
105	к концу	3	3
106	того же	6	3
107	тот же	2	3
108	и о	3	3
109	не к	2	3
110	все это	6	3
111	и только	4	3
112	одновременно и	2	3
113	в таком	3	3
114	к ним	3	3
115	и заставляет	2	3
116	из всех	3	3
117	состоит в	2	3
118	далеко не	4	3
119	в то	4	3
120	но в	7	3
121	в общем	8	2
122	признать что	2	2
123	не могут	2	2
124	и другие	3	2
125	можно назвать	2	2
126	в этих	4	2
127	при таком	2	2
128	хотя бы	3	2
129	так например	2	2
130	с этой	3	2
131	к своим	4	2
132	и вместе	4	2
133	во всяком	6	2
134	надо было	2	2
135	что оно	4	2
136	утверждать что	2	2
137	что именно	2	2
138	уже давно	2	2
139	только что	2	2
140	уже не	3	2
141	по существу	2	2
142	в силу	5	2
143	у них	3	2
144	не могла	2	2
145	для него	3	2
146	ли это	2	2
147	со всеми	2	2
148	должен был	4	2
149	большей частью	3	2
150	всяком случае	6	2
151	для этого	2	2
152	благодаря этому	2	2
153	целый ряд	4	2
154	так же	5	2
155	в виде	4	2
156	а с	7	2
157	для всех	2	2
158	и больше	2	2
159	и наконец	2	2
160	и по	4	2
161	либо в	2	2
162	в качестве	3	2
163	в конце	6	2
164	он в	2	2
165	одно из	2	2
166	к его	2	2
167	представляет собой	3	2
168	этими двумя	2	2
169	в эту	2	2
170	и действительно	2	2
