N	2gram	Potebnia_M_3	Myshleni
1	в том	32	33
2	том что	18	27
3	точки зрения	2	26
4	то что	18	20
5	в этом	10	19
6	того что	18	17
7	и в	30	15
8	не только	21	15
9	что в	17	14
10	таким образом	14	14
11	что он	6	12
12	того чтобы	3	12
13	в самом	8	11
14	в целом	3	10
15	но и	19	10
16	было бы	9	10
17	для того	4	10
18	мы не	9	10
19	мы можем	3	10
20	в своем	5	9
21	может быть	28	9
22	не может	6	9
23	что мы	8	9
24	о том	2	9
25	для ребенка	2	9
26	связи с	2	9
27	так и	11	8
28	не в	15	8
29	и что	10	8
30	если бы	12	8
31	с но	3	8
32	к тому	7	7
33	одной стороны	3	7
34	с одной	7	7
35	и не	15	7
36	потому что	46	7
37	как бы	3	7
38	по себе	16	7
39	он не	4	7
40	что это	4	6
41	как мы	7	6
42	в этой	2	6
43	мы уже	2	6
44	на то	2	6
45	мы видели	4	6
46	по отношению	5	6
47	развития в	2	6
48	с другой	7	6
49	сказать что	5	6
50	мы должны	4	6
51	вовсе не	7	6
52	как и	10	6
53	вместе с	12	6
54	с таким	2	6
55	самом деле	2	6
56	что эта	2	6
57	там где	3	6
58	уже в	5	5
59	что с	2	5
60	и даже	2	5
61	друг друга	3	5
62	тогда когда	9	5
63	все что	4	5
64	отношению к	5	5
65	то же	23	5
66	связь между	2	5
67	на деле	5	5
68	независимо от	5	4
69	прежде всего	3	4
70	из этих	9	4
71	что все	3	4
72	для нас	20	4
73	по поводу	4	4
74	несмотря на	2	4
75	том чтобы	2	4
76	все это	4	4
77	в них	5	4
78	что оно	11	4
79	не имеет	6	4
80	так же	3	4
81	а в	12	4
82	их в	2	4
83	и с	2	4
84	с и	3	4
85	в начале	3	4
86	так как	13	4
87	к этому	3	4
88	все же	2	4
89	мы видим	2	4
90	в своей	2	4
91	даже в	2	4
92	как в	10	4
93	того как	4	4
94	а с	2	4
95	из того	2	4
96	и его	4	4
97	с в	2	4
98	только в	21	4
99	указание на	2	4
100	в которой	3	4
101	во время	2	3
102	человека и	5	3
103	в собственном	2	3
104	что именно	4	3
105	при объяснении	2	3
106	об этом	2	3
107	что они	2	3
108	очевидно что	5	3
109	не можем	3	3
110	для него	9	3
111	при этом	3	3
112	смысле этого	7	3
113	из двух	3	3
114	но мы	2	3
115	из них	6	3
116	и до	2	3
117	со стороны	3	3
118	языка и	2	3
119	что для	4	3
120	этом отношении	2	3
121	те же	6	3
122	и по	4	3
123	что как	2	3
124	с другими	5	3
125	в которых	2	3
126	с ним	6	3
127	и все	3	3
128	не существует	3	3
129	с этим	6	3
130	об отношении	4	3
131	тем более	4	3
132	но не	7	3
133	что при	3	3
134	действительности и	3	3
135	одной из	2	3
136	он говорит	2	3
137	для себя	3	3
138	собственном смысле	2	3
139	что она	3	3
140	только что	8	3
141	и значением	2	3
142	тем самым	7	3
143	а не	15	3
144	или в	3	3
145	этого слова	11	3
146	и это	4	3
147	которое мы	2	3
148	быть может	3	2
149	не могут	5	2
150	сама по	2	2
151	и есть	3	2
152	перед нами	2	2
153	столь же	4	2
154	с этой	2	2
155	на все	2	2
156	как при	2	2
157	можно сказать	3	2
158	ни в	2	2
159	и как	5	2
160	но все	2	2
161	но что	2	2
162	не дает	2	2
163	когда в	2	2
164	только тогда	9	2
165	и мы	2	2
166	и той	2	2
167	в котором	4	2
168	его с	2	2
169	и тем	5	2
170	он как	2	2
171	могут быть	3	2
172	от того	8	2
173	в их	2	2
174	есть нечто	4	2
175	целый ряд	2	2
176	должно быть	5	2
177	в других	2	2
178	то он	2	2
179	не следует	5	2
180	из виду	2	2
181	говорить о	3	2
182	понятие о	2	2
183	в одном	2	2
184	от этого	2	2
185	и теперь	6	2
186	у него	2	2
187	бы мы	2	2
188	связь с	3	2
189	бы ни	3	2
190	вопрос об	2	2
191	именно в	3	2
192	указывает на	6	2
193	в один	4	2
194	за пределы	2	2
195	том же	2	2
196	к ней	5	2
197	в его	4	2
198	должны будем	3	2
199	что и	13	2
200	или менее	3	2
201	начале развития	2	2
202	и тогда	3	2
203	что же	2	2
204	все равно	4	2
205	в силу	3	2
206	для человека	4	2
207	той же	2	2
208	на которой	3	2
209	тому как	5	2
210	тем что	7	2
211	само по	3	2
212	подобно тому	2	2
213	в себе	16	2
214	и вообще	3	2
215	его к	2	2
216	заметить что	3	2
217	более или	3	2
218	не то	3	2
