N	2gram	Medvedev_F_3	Psycholo
1	в том	7	37
2	и в	27	32
3	и что	3	22
4	том что	4	21
5	то что	8	21
6	таким образом	18	21
7	в искусстве	7	21
8	потому что	7	21
9	что в	8	20
10	так же	9	18
11	может быть	25	18
12	что и	2	17
13	не может	24	17
14	точки зрения	16	17
15	что она	2	16
16	самом деле	16	16
17	того чтобы	5	14
18	что он	6	13
19	при этом	8	13
20	то же	15	13
21	для того	4	13
22	в этом	18	13
23	по себе	4	12
24	если мы	7	12
25	в самом	11	12
26	не только	9	12
27	так как	9	12
28	с тем	7	11
29	было бы	6	11
30	в основе	3	11
31	как и	14	10
32	и т	11	10
33	но и	10	10
34	и не	30	10
35	с точки	14	10
36	никогда не	5	9
37	как в	4	9
38	в своих	6	9
39	тем что	5	9
40	что это	3	8
41	не менее	7	8
42	не в	12	8
43	с таким	2	8
44	дело с	3	8
45	т п	5	8
46	той же	3	8
47	того что	3	8
48	к тому	4	7
49	ясно что	3	7
50	мы знаем	4	7
51	и как	4	7
52	такой же	2	7
53	а не	17	7
54	в сущности	2	7
55	все эти	6	7
56	и его	19	7
57	сказать что	3	7
58	только в	8	7
59	что они	5	7
60	все время	6	6
61	в этой	2	6
62	и из	2	6
63	как бы	8	6
64	в художественном	5	6
65	художественное произведение	11	6
66	те же	3	6
67	формы и	3	6
68	же самое	3	6
69	о том	4	6
70	если бы	12	6
71	художественного произведения	7	5
72	искусства в	3	5
73	отнюдь не	8	5
74	на все	2	5
75	художественном произведении	3	5
76	в ней	5	5
77	все это	7	5
78	как раз	8	5
79	этом отношении	3	5
80	на самом	14	5
81	только на	4	5
82	и даже	2	5
83	и на	3	5
84	в то	7	5
85	и более	3	4
86	же как	3	4
87	столь же	3	4
88	от того	2	4
89	в жизни	11	4
90	тем не	2	4
91	как это	4	4
92	а на	2	4
93	в действительности	9	4
94	из этого	4	4
95	никак не	3	4
96	совершенно не	7	4
97	и тем	3	4
98	в нем	15	4
99	все же	6	4
100	из них	2	4
101	жизни и	4	4
102	данном случае	4	4
103	и все	8	4
104	одной и	2	4
105	и для	6	4
106	и те	4	4
107	в данном	6	4
108	в языке	2	4
109	тому что	3	4
110	и с	3	4
111	говорит он	5	4
112	знаем что	2	4
113	могут быть	4	4
114	в целом	4	4
115	ту же	2	4
116	если же	5	4
117	и это	2	4
118	в произведении	3	4
119	ничего не	2	4
120	между тем	7	4
121	в общем	2	3
122	творчества и	3	3
123	не могут	10	3
124	главным образом	2	3
125	для этого	2	3
126	хотя бы	6	3
127	с другой	6	3
128	не как	2	3
129	формы в	3	3
130	в конце	3	3
131	это значит	2	3
132	что именно	5	3
133	до конца	4	3
134	в своей	6	3
135	конце концов	2	3
136	сами по	2	3
137	с ее	2	3
138	так и	21	3
139	во всех	3	3
140	и их	5	3
141	и ее	6	3
142	жизни с	2	3
143	бы и	3	3
144	в отношении	2	3
145	что же	5	3
146	это только	2	3
147	на этом	2	3
148	жизнь и	3	3
149	тому как	5	3
150	в смысле	4	3
151	действующих лиц	2	3
152	в нас	2	3
153	в каком	2	3
154	в которых	3	3
155	мы должны	2	3
156	в поэзии	3	3
157	тогда когда	4	3
158	но в	6	3
159	мы не	4	3
160	в виду	3	3
161	мы можем	4	3
162	место в	10	2
163	по учению	2	2
164	с его	2	2
165	же что	2	2
166	художественного приема	2	2
167	материала и	3	2
168	в них	3	2
169	то ни	4	2
170	в какой	3	2
171	но так	2	2
172	это не	3	2
173	и от	11	2
174	в каждом	5	2
175	именно потому	2	2
176	к нулю	2	2
177	была бы	2	2
178	идет не	2	2
179	но эта	2	2
180	во всяком	6	2
181	сводится к	5	2
182	ни в	8	2
183	в романе	4	2
184	же время	7	2
185	а к	2	2
186	его от	2	2
187	еще не	6	2
188	но не	5	2
189	самое понятие	3	2
190	очевидно что	2	2
191	того же	3	2
192	она не	4	2
193	роман и	2	2
194	вовсе не	28	2
195	и следовательно	3	2
196	в его	7	2
197	в него	3	2
198	всяком случае	6	2
199	в ее	4	2
200	произведение как	6	2
201	оно не	3	2
202	том как	2	2
203	как он	2	2
204	бы то	4	2
205	в этих	3	2
206	как не	2	2
207	для нас	3	2
208	в процессе	15	2
209	вместе с	6	2
210	отличается от	2	2
211	так в	2	2
212	не на	3	2
213	художественный прием	2	2
214	бы не	2	2
215	другой стороны	5	2
216	т д	6	2
217	содержания и	4	2
218	что материал	3	2
219	роль в	4	2
220	в самой	2	2
221	форма в	2	2
222	именно на	2	2
223	то или	2	2
224	отличие от	2	2
225	увидим что	2	2
226	у них	2	2
227	в таком	2	2
228	принадлежат к	2	2
229	и содержание	2	2
230	что этот	2	2
231	это можно	2	2
232	но это	2	2
233	их в	3	2
234	материал и	2	2
235	подобно тому	4	2
236	в себе	3	2
237	смысл и	4	2
238	и только	2	2
239	говорит эйхенбаум	2	2
240	для художественного	2	2
241	не значит	2	2
242	там где	7	2
243	одни и	3	2
244	приема и	4	2
245	к которому	2	2
246	произведения как	6	2
