N	2gram	Bakhtin_Pr_1	Marksizm
1	может быть	24	28
2	и пр	3	25
3	и в	29	19
4	как бы	19	19
5	и не	31	19
6	не может	12	18
7	в процессе	4	18
8	точки зрения	19	17
9	то же	14	16
10	и его	14	16
11	как мы	4	15
12	в этом	22	15
13	таким образом	12	14
14	в сущности	5	14
15	так сказать	4	14
16	не только	15	13
17	с точки	13	13
18	связи с	2	13
19	в нем	19	11
20	если бы	9	11
21	вовсе не	7	11
22	не в	7	10
23	в пределах	13	10
24	но и	14	10
25	том что	7	10
26	так и	7	10
27	для него	18	9
28	при этом	2	9
29	в основе	4	9
30	как целое	2	9
31	как и	12	9
32	на почве	3	9
33	самом деле	6	9
34	а не	22	9
35	же время	9	8
36	по отношению	8	8
37	в то	10	8
38	с его	9	8
39	чужое слово	2	8
40	отношению к	8	8
41	только в	10	8
42	никогда не	3	7
43	в том	8	7
44	его в	6	7
45	но в	7	7
46	прежде всего	7	7
47	одна из	3	7
48	на самом	5	7
49	и для	4	7
50	в смысле	2	6
51	ни в	3	6
52	и как	7	6
53	в самом	10	6
54	и следовательно	4	6
55	ни было	2	6
56	между тем	5	6
57	более того	5	6
58	мы уже	2	6
59	хотя бы	2	6
60	самого начала	2	5
61	то ни	2	5
62	в большинстве	2	5
63	является не	2	5
64	в контексте	2	5
65	к нему	6	5
66	в форме	7	5
67	в их	3	5
68	как слово	3	5
69	так же	6	5
70	и на	7	5
71	и здесь	3	5
72	большинстве случаев	2	5
73	лишь на	3	5
74	к другому	2	5
75	в его	24	5
76	все же	9	5
77	в той	2	5
78	в данном	2	5
79	выражение в	6	5
80	отношении к	3	5
81	должна быть	5	4
82	тому что	3	4
83	в отношении	2	4
84	это не	9	4
85	является лишь	4	4
86	о слове	2	4
87	все те	2	4
88	то что	15	4
89	бы то	2	4
90	сказать что	3	4
91	бы в	3	4
92	а как	7	4
93	в единстве	6	4
94	как раз	6	4
95	из одного	4	4
96	что он	8	4
97	было бы	5	4
98	конечно не	2	4
99	для себя	2	4
100	и ее	2	4
101	в себе	7	4
102	ничего не	5	4
103	перед нами	5	3
104	с другой	3	3
105	она является	2	3
106	и от	2	3
107	для понимания	2	3
108	здесь мы	2	3
109	в этой	4	3
110	в ней	2	3
111	за пределы	7	3
112	со всею	2	3
113	если б	2	3
114	в котором	2	3
115	какой бы	2	3
116	его и	2	3
117	а в	7	3
118	с этим	2	3
119	что оно	2	3
120	все эти	9	3
121	должно быть	4	3
122	для других	2	3
123	не было	4	3
124	в истории	2	3
125	так как	6	3
126	оно может	2	3
127	слово в	2	3
128	сознания и	5	3
129	для его	3	3
130	не как	14	3
131	по себе	8	3
132	до сих	2	3
133	еще не	5	3
134	бы он	2	3
135	он не	5	3
136	и до	3	3
137	что и	4	3
138	не есть	2	3
139	в своей	8	3
140	мысли и	5	3
141	нами в	2	3
142	на материале	3	3
143	менее всего	6	3
144	той же	5	3
145	с другими	7	3
146	во всяком	5	3
147	могут быть	6	3
148	и это	5	3
149	сих пор	2	3
150	уже в	3	2
151	все время	2	2
152	что в	8	2
153	точку зрения	6	2
154	в одной	6	2
155	идеологическое наполнение	2	2
156	не знает	3	2
157	вопрос о	2	2
158	его к	2	2
159	является для	2	2
160	следовательно и	2	2
161	лишь как	7	2
162	до конца	8	2
163	и у	3	2
164	идеологического творчества	2	2
165	одним из	6	2
166	они могут	2	2
167	и самого	4	2
168	оно ни	2	2
169	всяком случае	3	2
170	в зависимости	5	2
171	жизни и	2	2
172	себя самого	2	2
173	в своем	8	2
174	отношения к	3	2
175	именно в	5	2
176	они не	4	2
177	и даже	2	2
178	друг друга	3	2
179	как на	3	2
180	рядом с	14	2
181	конечно и	2	2
182	и с	4	2
183	он и	5	2
184	но как	3	2
185	все то	4	2
186	или как	5	2
187	но они	2	2
188	у него	5	2
189	поэтому в	2	2
190	они уже	3	2
191	в жизни	2	2
192	зависимости от	5	2
193	но не	9	2
194	ведь это	2	2
195	лишь там	2	2
196	и о	5	2
197	и потому	6	2
198	приводит к	3	2
199	не на	4	2
200	или же	2	2
201	на языке	2	2
202	между ними	2	2
203	тем что	4	2
204	все его	3	2
205	далеко не	3	2
206	если же	3	2
207	бытия в	3	2
208	там где	10	2
