N	2gram	Bakhtin_Fr_8	Formalny
1	и в	56	38
2	в этом	14	27
3	может быть	3	23
4	и его	12	21
5	таким образом	17	20
6	и не	9	20
7	в самом	9	16
8	прежде всего	6	15
9	не в	3	15
10	не может	2	14
11	в нем	8	13
12	но и	9	13
13	связи с	6	13
14	языка и	6	12
15	в пределах	5	12
16	с его	5	11
17	с тем	2	11
18	в том	13	11
19	вовсе не	6	11
20	в его	18	10
21	в связи	3	10
22	с помощью	3	10
23	и с	8	9
24	как и	5	9
25	при этом	4	9
26	в процессе	5	9
27	не только	8	9
28	языка в	2	9
29	что и	3	8
30	все же	2	8
31	так и	13	8
32	самом деле	2	8
33	точки зрения	6	8
34	что в	5	7
35	для него	2	7
36	слова и	3	7
37	в своей	2	7
38	язык и	2	7
39	в других	2	7
40	как мы	7	7
41	уже не	3	7
42	с точки	2	7
43	не было	5	6
44	в результате	5	6
45	то что	3	6
46	для понимания	2	6
47	и ее	4	6
48	в ней	4	6
49	в этой	6	6
50	было бы	2	6
51	вместе с	2	6
52	в их	3	6
53	то же	11	6
54	все эти	15	6
55	а не	2	6
56	как раз	2	6
57	он не	5	6
58	только в	9	6
59	а в	2	6
60	ни о	2	5
61	если бы	2	5
62	что он	2	5
63	же время	10	5
64	в слове	2	5
65	по преимуществу	2	5
66	во всех	8	5
67	и для	2	5
68	более того	3	5
69	в основе	4	5
70	в то	12	5
71	бы в	3	5
72	языка а	2	5
73	не как	2	4
74	к этому	2	4
75	мы видели	5	4
76	что они	2	4
77	в большинстве	7	4
78	в сущности	8	4
79	как бы	11	4
80	и к	4	4
81	из них	2	4
82	в некоторых	3	4
83	вот как	2	4
84	другой стороны	2	4
85	в особенности	4	4
86	и наконец	3	4
87	и даже	8	4
88	там где	3	4
89	они не	5	4
90	так как	4	4
91	но в	6	4
92	всех этих	3	3
93	главным образом	3	3
94	и др	8	3
95	с другой	2	3
96	и здесь	3	3
97	и как	2	3
98	он становится	2	3
99	например в	4	3
100	литературного языка	4	3
101	и их	8	3
102	и до	10	3
103	значение и	2	3
104	только на	2	3
105	все это	8	3
106	на самом	2	3
107	большинстве случаев	6	3
108	к нему	2	3
109	такой же	5	3
110	в значительной	2	3
111	того чтобы	4	3
112	для того	2	3
113	языка к	2	3
114	роль в	5	3
115	мы не	2	3
116	и на	7	3
117	речи и	3	3
118	хотя и	2	3
119	он и	2	3
120	как к	2	3
121	и все	6	3
122	его в	2	3
123	что это	4	3
124	так сказать	5	3
125	в области	5	3
126	времени и	4	2
127	со всею	3	2
128	уже в	2	2
129	и более	4	2
130	и другие	5	2
131	никогда не	5	2
132	в этих	11	2
133	в качестве	4	2
134	характерно что	2	2
135	перед нами	3	2
136	это не	2	2
137	язык в	4	2
138	не просто	3	2
139	между ними	2	2
140	первый план	2	2
141	на котором	2	2
142	его как	2	2
143	в ее	6	2
144	до конца	11	2
145	том что	8	2
146	но это	2	2
147	но не	5	2
148	совсем не	2	2
149	кроме того	3	2
150	что на	2	2
151	и о	3	2
152	в котором	2	2
153	даже в	4	2
154	он был	12	2
155	один из	5	2
156	в развитии	2	2
157	от всех	2	2
158	ни в	2	2
159	в систему	3	2
160	во всей	2	2
161	то ни	2	2
162	и других	4	2
163	в той	6	2
164	в эпоху	10	2
165	все остальные	2	2
166	что для	3	2
167	здесь с	3	2
168	и то	2	2
169	и совершенно	2	2
170	их в	4	2
171	сказать что	3	2
172	между тем	3	2
173	как например	3	2
174	был и	2	2
175	к его	3	2
176	они были	4	2
177	потому что	6	2
178	в которой	4	2
179	с ним	2	2
180	отметить что	2	2
181	не могли	2	2
