N	2gram	Bakhtin_Pr_1	Myshleni
1	то что	15	26
2	что он	8	25
3	в этом	22	25
4	потому что	8	21
5	таким образом	12	19
6	в том	8	18
7	не может	12	18
8	точки зрения	19	18
9	что в	8	16
10	и в	29	16
11	так как	6	16
12	не только	15	16
13	так же	6	15
14	том что	7	15
15	в сущности	5	13
16	сказать что	3	13
17	в процессе	4	13
18	отношению к	8	12
19	вопрос о	2	12
20	по отношению	8	12
21	и не	31	12
22	и что	2	12
23	отношение к	2	11
24	в его	24	11
25	но не	9	10
26	было бы	5	10
27	как мы	4	10
28	а не	22	10
29	только в	10	10
30	в отношении	2	9
31	может быть	24	9
32	с точки	13	9
33	точка зрения	12	8
34	должно быть	4	8
35	в основе	4	8
36	если бы	9	8
37	как и	12	8
38	мы должны	3	8
39	он не	5	8
40	то же	14	8
41	и есть	2	7
42	друг с	2	7
43	в нем	19	7
44	но он	2	7
45	так и	7	7
46	по себе	8	7
47	приводит к	3	7
48	не в	7	6
49	в этой	4	6
50	и следовательно	4	6
51	но и	14	6
52	что оно	2	6
53	и на	7	6
54	могли бы	2	6
55	но в	7	6
56	у него	5	6
57	в той	2	6
58	этот вопрос	2	6
59	на вопрос	2	5
60	самого начала	2	5
61	должна быть	5	5
62	никогда не	3	5
63	тому что	3	5
64	в своем	8	5
65	для него	18	5
66	как бы	19	5
67	хотя бы	2	5
68	этом отношении	3	5
69	не знает	3	5
70	в то	10	5
71	с ним	5	5
72	тот же	2	5
73	как в	6	5
74	мысли и	5	5
75	можно было	2	5
76	тем что	4	5
77	в которой	2	5
78	ничего не	5	5
79	не могут	6	4
80	все эти	9	4
81	с другой	3	4
82	это не	9	4
83	с этой	2	4
84	так что	2	4
85	в пределах	13	4
86	при этом	2	4
87	в самом	10	4
88	на этот	2	4
89	в целом	6	4
90	в свете	4	4
91	именно в	5	4
92	в результате	4	4
93	бы в	3	4
94	мысли в	2	4
95	точек зрения	3	4
96	мы видим	2	4
97	лучшем случае	2	4
98	с их	5	4
99	еще не	5	4
100	за пределы	7	4
101	не есть	2	4
102	той же	5	4
103	тому как	3	4
104	могут быть	6	4
105	подобно тому	3	4
106	мы его	2	4
107	прежде всего	7	3
108	в смысле	2	3
109	и как	7	3
110	но это	4	3
111	самом деле	6	3
112	но как	3	3
113	до конца	8	3
114	к нему	6	3
115	его и	2	3
116	от того	4	3
117	в их	3	3
118	они не	4	3
119	как на	3	3
120	а в	7	3
121	и с	4	3
122	между тем	5	3
123	с этим	2	3
124	в одном	10	3
125	он может	3	3
126	таким же	3	3
127	все же	9	3
128	по существу	3	3
129	это и	5	3
130	чем в	2	3
131	никак не	2	3
132	а потому	2	3
133	что и	4	3
134	сих пор	2	3
135	не на	4	3
136	в себя	3	3
137	из которых	2	3
138	и его	14	3
139	в лучшем	2	3
140	он в	3	3
141	связи с	2	3
142	до сих	2	3
143	я не	3	2
144	себя и	2	2
145	друг другу	2	2
146	и от	2	2
147	именно потому	2	2
148	но все	5	2
149	является не	2	2
150	тем или	2	2
151	не дает	3	2
152	в плоскости	4	2
153	на его	2	2
154	одним из	6	2
155	совпадает с	2	2
156	в ней	2	2
157	в котором	2	2
158	в своей	8	2
159	что она	6	2
160	все это	6	2
161	другой стороны	3	2
162	то и	2	2
163	отношения к	3	2
164	те же	2	2
165	и даже	2	2
166	в своих	3	2
167	говорит он	6	2
168	и здесь	3	2
169	в истории	2	2
170	в плоскость	3	2
171	их в	4	2
172	но они	2	2
173	сознания и	5	2
174	для его	3	2
175	в единстве	6	2
176	в зависимости	5	2
177	точками зрения	2	2
178	в них	3	2
179	что было	4	2
180	в жизни	2	2
181	вовсе не	7	2
182	его в	6	2
183	и к	2	2
184	нам кажется	2	2
185	же в	2	2
186	зависимости от	5	2
187	все что	3	2
188	жизни и	2	2
189	в первой	2	2
190	является для	2	2
191	и потому	6	2
192	благодаря этому	2	2
193	находится в	2	2
194	нами в	2	2
195	но с	3	2
196	его на	2	2
197	ни одного	2	2
198	и единство	2	2
199	во всяком	5	2
200	само по	3	2
201	сознание и	5	2
202	как будто	3	2
